path,relative_path,split,label,width,height,aspect_ratio,file_size_bytes,sha256,dhash64,brightness_mean,edge_variance,is_corrupt,error
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2503_jpg.rf.3fe24ec4f6b3d2b5241737660f7e14e8.jpg,train\leaning_left\extract2503_jpg.rf.3fe24ec4f6b3d2b5241737660f7e14e8.jpg,train,leaning_left,1080,720,1.5,29731,042525a56b0a96340d6ade3b3497ac67baed09990f225dcf373ef23a1b3bed1f,b32f262d3f135352,108.0382,258.6994,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2504_jpg.rf.c370a29ee188205cb09c8373ff8fd21e.jpg,train\leaning_left\extract2504_jpg.rf.c370a29ee188205cb09c8373ff8fd21e.jpg,train,leaning_left,1080,720,1.5,29564,debb54c17bd1ebe9fecaf6130dc4792c11c1eecf1ba5a557a41b3b4e0e0c7276,b32f262d3f135352,108.0608,264.0279,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2505_jpg.rf.396fbad0aea9f0832a98ca2dc020ac67.jpg,train\leaning_left\extract2505_jpg.rf.396fbad0aea9f0832a98ca2dc020ac67.jpg,train,leaning_left,1080,720,1.5,29600,17fcb1b9138e9d47dde6b67904ec09b4f38edd55b09e98fd2163e0fcf294c4b6,932f2e2d3f135352,108.2288,263.1566,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2506_jpg.rf.60048423c1ef538ba276073700534c19.jpg,train\leaning_left\extract2506_jpg.rf.60048423c1ef538ba276073700534c19.jpg,train,leaning_left,1080,720,1.5,29591,ba9a58e912eec94ec2ed9febacae955d4072daf3369c120adf9a084e28584b0f,b32f2e2d3b135352,108.4426,268.6037,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2507_jpg.rf.b69e316ae8095c15e1d26165b2e7015e.jpg,train\leaning_left\extract2507_jpg.rf.b69e316ae8095c15e1d26165b2e7015e.jpg,train,leaning_left,1080,720,1.5,29693,769c18755d0bd7e9c8fe41714772b0e8fd47242fad2cd97857286da73008c890,b32f2e2d3b135352,108.7772,268.3765,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2508_jpg.rf.c3c974b31571c6043ff198369f7b21b8.jpg,train\leaning_left\extract2508_jpg.rf.c3c974b31571c6043ff198369f7b21b8.jpg,train,leaning_left,1080,720,1.5,29740,31e317dacec2b70fa48b48d6e59e0926869cab90efa6e27a40d5460aa7a3a688,b36f2e293b335352,109.0385,274.3511,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2509_jpg.rf.617d04d77f943d3b5c98ef4c556a097f.jpg,train\leaning_left\extract2509_jpg.rf.617d04d77f943d3b5c98ef4c556a097f.jpg,train,leaning_left,1080,720,1.5,29597,2a8a7c05eaa8753e05532fb3f9b36068b9b2c5f9c808dae389ff4687def13617,b36f6e293b335352,109.2293,272.1018,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2510_jpg.rf.443a0771a48e17368d648ce6f35fa8f7.jpg,train\leaning_left\extract2510_jpg.rf.443a0771a48e17368d648ce6f35fa8f7.jpg,train,leaning_left,1080,720,1.5,29592,b2c5e4165dabdda3dfede2e31a2a81f3ede7cf108b203ddb286d4c0f770919e4,b36f6e293b335352,109.4362,270.1388,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2511_jpg.rf.f800bdbde0f1c6c598b7124158bee2c6.jpg,train\leaning_left\extract2511_jpg.rf.f800bdbde0f1c6c598b7124158bee2c6.jpg,train,leaning_left,1080,720,1.5,29352,cef40336553370b9b2ee26670cb81b15abe2b1be68b07df1fd62e0979e31ccc9,b36f6e293b335352,109.7908,267.7217,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2512_jpg.rf.832c7b25fcd4a39c39747310cd36ac79.jpg,train\leaning_left\extract2512_jpg.rf.832c7b25fcd4a39c39747310cd36ac79.jpg,train,leaning_left,1080,720,1.5,29307,74486612203444d82af4af57b356b9224631eb89c95d194f2d55198926feff19,336f6e293b335752,110.1147,266.2454,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2513_jpg.rf.0fdc1244aafe309da8d660c5ee877139.jpg,train\leaning_left\extract2513_jpg.rf.0fdc1244aafe309da8d660c5ee877139.jpg,train,leaning_left,1080,720,1.5,29298,90f623ad0bd5f16c9e9c15db0d642657da0c817f025371b7d2937266c3b43737,336f6e693b335752,110.4096,268.7062,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2514_jpg.rf.85b9c68619178bd20b4843851cce37b2.jpg,train\leaning_left\extract2514_jpg.rf.85b9c68619178bd20b4843851cce37b2.jpg,train,leaning_left,1080,720,1.5,29475,2e90182a5e69e781ca63df2a822975592234bd007d234e8410bdb74fd955f706,337f6e693b331752,110.4462,271.743,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2515_jpg.rf.b937f2457f4c92b70f03e544b8a326fa.jpg,train\leaning_left\extract2515_jpg.rf.b937f2457f4c92b70f03e544b8a326fa.jpg,train,leaning_left,1080,720,1.5,29483,0745003cfddae504243870af6580ebbe292a9e7b4df8cb3fd9a6ea27cc2a1abd,337f6e693b331752,110.4076,271.113,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2516_jpg.rf.fa2e90670a1aff0fce9e2bb984406b72.jpg,train\leaning_left\extract2516_jpg.rf.fa2e90670a1aff0fce9e2bb984406b72.jpg,train,leaning_left,1080,720,1.5,29756,a6e2792a2cd735c774da35437e7b52337771b888b5b8ca2cd212498832fdcb8d,337f6e693b331752,110.3079,273.5613,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2517_jpg.rf.b2677e129dc844669f6ca696e225f00f.jpg,train\leaning_left\extract2517_jpg.rf.b2677e129dc844669f6ca696e225f00f.jpg,train,leaning_left,1080,720,1.5,29704,a3d06990d39a1ff212f0bd408893afedb9c9b97a10685dd16c93c463f311537c,337f6c693b331352,110.2571,274.315,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2518_jpg.rf.894ac943d6d72f65bd707b9f77baa5f8.jpg,train\leaning_left\extract2518_jpg.rf.894ac943d6d72f65bd707b9f77baa5f8.jpg,train,leaning_left,1080,720,1.5,29526,d7936c05a1c231e99d9ebafd153f6dd113011d6d72cbe864ae3e151c94d4e132,337f4c693b331352,110.0401,274.359,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2519_jpg.rf.07cf13cf8089f6007446b9309ea35703.jpg,train\leaning_left\extract2519_jpg.rf.07cf13cf8089f6007446b9309ea35703.jpg,train,leaning_left,1080,720,1.5,29411,03c7d1f8b204ee314acf5fdb968cfdb674cb8b311cb910930deb5550d34aa208,337f4c693b331352,109.9565,269.0242,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2520_jpg.rf.f8a0287070bb01cefa43ecf0deec1e65.jpg,train\leaning_left\extract2520_jpg.rf.f8a0287070bb01cefa43ecf0deec1e65.jpg,train,leaning_left,1080,720,1.5,29378,043e2ddb3e005f7ff0f16769c8cc7ae6106c7a42bc857bc361c7171b42e37cf4,337f4c693b331352,109.7562,271.6103,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2521_jpg.rf.ef5c05c8efc7224213d04d4ab2a5cca8.jpg,train\leaning_left\extract2521_jpg.rf.ef5c05c8efc7224213d04d4ab2a5cca8.jpg,train,leaning_left,1080,720,1.5,29436,00b27b63e178228211318091ed64edc42e8cdd987475bface66ab799c263199e,337f4c693b331352,109.6244,271.0796,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2522_jpg.rf.847adcf71a3b9104aedb95ee37bac45b.jpg,train\leaning_left\extract2522_jpg.rf.847adcf71a3b9104aedb95ee37bac45b.jpg,train,leaning_left,1080,720,1.5,29468,e2f40cf0e913ac274822e4f24c56ee0918a1e203a2d081ea126cbe0714a25190,337f4c697b331752,109.4644,274.7198,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2523_jpg.rf.ac40f151160d2bb3b8458df5c404152e.jpg,train\leaning_left\extract2523_jpg.rf.ac40f151160d2bb3b8458df5c404152e.jpg,train,leaning_left,1080,720,1.5,29312,cb36987adbff7d51353ae9008703dec46349c2d3ac150866e5bfb9d7592f0ef0,337f4c697b333752,109.4682,274.446,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2524_jpg.rf.59756a2c2e1a15bbd44b87153925c84c.jpg,train\leaning_left\extract2524_jpg.rf.59756a2c2e1a15bbd44b87153925c84c.jpg,train,leaning_left,1080,720,1.5,29818,ce8a3cc49dda700dd990f046014bd49ddc30efb15ce8cb91dad7cfb87f8839f1,337f4c697b333752,109.3135,283.0878,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2525_jpg.rf.7236e7efa1ccccac1e3c206c7fe9b756.jpg,train\leaning_left\extract2525_jpg.rf.7236e7efa1ccccac1e3c206c7fe9b756.jpg,train,leaning_left,1080,720,1.5,29904,6cb39081fbaa9cedd2da4395c0f02a9ad1527de8aaeec9f38ee995173be94780,337f4c697b333752,109.349,280.8952,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2526_jpg.rf.c3d51e483f5b41d8da7059a029952651.jpg,train\leaning_left\extract2526_jpg.rf.c3d51e483f5b41d8da7059a029952651.jpg,train,leaning_left,1080,720,1.5,29945,60ac1538cda9be1290579b532edc3fbbc6b5bdce1ccea57d2f9100baed506d76,337f4c697b333752,109.3678,281.0837,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2527_jpg.rf.ef584f8665deac7f3c43daf4c59642e0.jpg,train\leaning_left\extract2527_jpg.rf.ef584f8665deac7f3c43daf4c59642e0.jpg,train,leaning_left,1080,720,1.5,29381,e520ce8573c86fb02ba36cbd6c3c4be4164ad5e3ab42b06013e8f4cad3c4d6b7,337f4c697b333352,109.6001,271.3219,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2528_jpg.rf.b046898bbb1311c7de90056f39a3876c.jpg,train\leaning_left\extract2528_jpg.rf.b046898bbb1311c7de90056f39a3876c.jpg,train,leaning_left,1080,720,1.5,28833,3223c4f4706c09d1da5fa5b00a6d831091feadf0216243364bd23da9322d2e14,337f4c697b333352,109.8688,259.0898,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2529_jpg.rf.3fbdf92624df2389b445076f2e340fd3.jpg,train\leaning_left\extract2529_jpg.rf.3fbdf92624df2389b445076f2e340fd3.jpg,train,leaning_left,1080,720,1.5,28185,b4ec31d0dc9f6768d19d1f741a9b42792c64f1c7e56eef5a985ec42acd410322,337f4c693b333352,110.3597,250.6732,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2530_jpg.rf.9b10102e3d95741ba0ed9a1c3840a2e6.jpg,train\leaning_left\extract2530_jpg.rf.9b10102e3d95741ba0ed9a1c3840a2e6.jpg,train,leaning_left,1080,720,1.5,27851,2e7534b1f7d332c27305ae3fd254fe16a50b212ee1310535872e3454da48d516,337f4c693b331352,110.7637,241.9631,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2531_jpg.rf.74fc5ab90f5b350f0e3de9a615022dbd.jpg,train\leaning_left\extract2531_jpg.rf.74fc5ab90f5b350f0e3de9a615022dbd.jpg,train,leaning_left,1080,720,1.5,27370,e56fc58d4a791acd98b0f7733bf0ee7fdfcf1b8f4679e2b5d62670dc5c65c871,337f6c693b331312,111.3807,232.8725,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2532_jpg.rf.2f45c790adcc2c393554677c90b5b8ae.jpg,train\leaning_left\extract2532_jpg.rf.2f45c790adcc2c393554677c90b5b8ae.jpg,train,leaning_left,1080,720,1.5,27141,29b3922eaaac72ad214db3ccda51a9254f3483be090fe50ba00b3498fc0ebea0,337f6c693b331313,111.7762,226.7931,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2533_jpg.rf.b9f85693123e28bb1e112600551952e5.jpg,train\leaning_left\extract2533_jpg.rf.b9f85693123e28bb1e112600551952e5.jpg,train,leaning_left,1080,720,1.5,26881,0f2aa70c11514c11093334b56b4c2d96c15f9800275af502860ba272faa2ac6e,337f6c693b331313,112.2471,224.2815,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2534_jpg.rf.bbb6d798f8a856ee536867180dc52cfd.jpg,train\leaning_left\extract2534_jpg.rf.bbb6d798f8a856ee536867180dc52cfd.jpg,train,leaning_left,1080,720,1.5,26754,37b998b7419bb54b24dc8619db83effa43c858e1897bc52c0313ac282599101d,337f6c6d3b331303,112.4773,221.5858,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2535_jpg.rf.b35d1c4b72cc0c3ffce94afe6c69f18e.jpg,train\leaning_left\extract2535_jpg.rf.b35d1c4b72cc0c3ffce94afe6c69f18e.jpg,train,leaning_left,1080,720,1.5,26949,7652b89d1f60f45a3a897225a68df0d2b951d068ae7c1e5516b4b79c5aeab82c,333f6e2d3f331303,112.6452,222.6194,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2536_jpg.rf.19721459fd5a9160277f61e71e3620ed.jpg,train\leaning_left\extract2536_jpg.rf.19721459fd5a9160277f61e71e3620ed.jpg,train,leaning_left,1080,720,1.5,27294,096dc49ddcd0763ac02d6ee58f2d882554e9235ba881426c8b0d0cc4bffe9afd,333f6e2d3f331303,112.7079,227.5871,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2537_jpg.rf.eead1c82655693e6c676f5f07e476436.jpg,train\leaning_left\extract2537_jpg.rf.eead1c82655693e6c676f5f07e476436.jpg,train,leaning_left,1080,720,1.5,27618,f1cd51613624bd89b706eba4ec26c11fedceaa9c09227ec09d012a342b237332,b33f6e253f331b2b,112.8474,231.7204,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2538_jpg.rf.ab675f26662a30a12ea68b5696a91cad.jpg,train\leaning_left\extract2538_jpg.rf.ab675f26662a30a12ea68b5696a91cad.jpg,train,leaning_left,1080,720,1.5,27699,c85e3435756956b633e44d15dd8436fb6e56fa6fb48c3485684b701b367749e1,b33f6e253f331b2b,113.114,235.187,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2539_jpg.rf.7fc3ee762c11740e95217eedddaf7558.jpg,train\leaning_left\extract2539_jpg.rf.7fc3ee762c11740e95217eedddaf7558.jpg,train,leaning_left,1080,720,1.5,27717,dab56fd00810de1c1ae9527cc091caec7c8eb0983e770c2449d1668956f2aee8,b33f6e253f1b1b2b,113.2942,229.4517,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2540_jpg.rf.0b1bf6fa833dc57b659617945d67e9a2.jpg,train\leaning_left\extract2540_jpg.rf.0b1bf6fa833dc57b659617945d67e9a2.jpg,train,leaning_left,1080,720,1.5,27556,365933beb6e5a98f5916134f5c5f63c1ee1cc7e3ac06abb86e4841b23dc837b5,b33f66253f1b1b2b,113.2948,227.5987,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2541_jpg.rf.9e6770b49e16842d99fcd16090ca42ba.jpg,train\leaning_left\extract2541_jpg.rf.9e6770b49e16842d99fcd16090ca42ba.jpg,train,leaning_left,1080,720,1.5,27201,c04abdac5b9eda1cdb780303a02ceccc5171174d12347bee26b6438f16ab0e54,b32f26353f1b1b2b,113.2473,220.1359,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2542_jpg.rf.9ae4eabd90515c39ca44791b5a1c94dc.jpg,train\leaning_left\extract2542_jpg.rf.9ae4eabd90515c39ca44791b5a1c94dc.jpg,train,leaning_left,1080,720,1.5,27360,de9b0e9740e19437b51df0e9fc5aac948c32dda393efc259009ad691b8349cca,b32f26353f1b1b2b,112.9465,222.7135,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2543_jpg.rf.f85bca5cef9b600db19905f913ba14ec.jpg,train\leaning_left\extract2543_jpg.rf.f85bca5cef9b600db19905f913ba14ec.jpg,train,leaning_left,1080,720,1.5,27744,436f177586450eccc9d81edbea187c3c65cba1b82dd5531ab31a04eaae5cd0da,b32f26353f1b1b2b,112.9553,230.7992,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2544_jpg.rf.abff3474dbae7c8a2abb8e82f95e595b.jpg,train\leaning_left\extract2544_jpg.rf.abff3474dbae7c8a2abb8e82f95e595b.jpg,train,leaning_left,1080,720,1.5,28207,aa792c083b77919fc03590c344c191377c5c58f2b7c2e042bdff712de82267fd,b32f26353f1b1b2b,112.8432,240.419,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2545_jpg.rf.b960f31e24d803a91985455342117f71.jpg,train\leaning_left\extract2545_jpg.rf.b960f31e24d803a91985455342117f71.jpg,train,leaning_left,1080,720,1.5,28199,9971af97bcfaedc0f30ae4d4616156fba20971a3fabfab53775a02d1541cd3a6,b32f26353f1b0b2b,112.762,234.8559,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2546_jpg.rf.5a1c25ac364dfa28950e12554aa1c766.jpg,train\leaning_left\extract2546_jpg.rf.5a1c25ac364dfa28950e12554aa1c766.jpg,train,leaning_left,1080,720,1.5,28224,809f853d7140f757a1557aff971b2bf144da3e5dcd0370931c3376f0748ad4cb,b32f26353f1b0b2b,112.5404,235.3315,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2547_jpg.rf.214d1b9f078753e721178596910c41cc.jpg,train\leaning_left\extract2547_jpg.rf.214d1b9f078753e721178596910c41cc.jpg,train,leaning_left,1080,720,1.5,28109,a7a8e2b37baf4aabd53d4b98379b9e525f6960251393052c83cbb0743ba5f507,b32f26353f1b0b2b,112.3463,229.2254,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2548_jpg.rf.a91a747a3977cd8bc9d579146bd3bf83.jpg,train\leaning_left\extract2548_jpg.rf.a91a747a3977cd8bc9d579146bd3bf83.jpg,train,leaning_left,1080,720,1.5,28010,d76c169f60194fc086565a58954eafce32572d56d2d76fba3fc0c17a7a6908a2,b32f26353f1b0b29,112.0662,226.1102,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2549_jpg.rf.bec7e8e4abccb0c3e7819341342e93e9.jpg,train\leaning_left\extract2549_jpg.rf.bec7e8e4abccb0c3e7819341342e93e9.jpg,train,leaning_left,1080,720,1.5,27608,f92ade2ee7ca27625a2858f286d397b58dde8429fa0a3290c7bf6161c3fa3f9d,b32f36353f1b0b29,111.7034,216.1025,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2550_jpg.rf.6c8b0d56b485712032fc6dac82d1b8f8.jpg,train\leaning_left\extract2550_jpg.rf.6c8b0d56b485712032fc6dac82d1b8f8.jpg,train,leaning_left,1080,720,1.5,27313,b41f669903de841b56fe50d7e6c80fca64ae5f80f0029bb54c2c1be1c0a37de4,b32f36353f1b0b29,111.0923,211.0043,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2551_jpg.rf.9e5952e55305fdd4089c7bd20f1e9842.jpg,train\leaning_left\extract2551_jpg.rf.9e5952e55305fdd4089c7bd20f1e9842.jpg,train,leaning_left,1080,720,1.5,27401,68cf7c72abeff96b417f1134e88b6b57e50f5d8fb46aa209f9f49bc7f20d0767,b32736353f1b0b29,110.5106,207.1786,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2552_jpg.rf.8bb6975444ef13c4e75cab08e6d0a791.jpg,train\leaning_left\extract2552_jpg.rf.8bb6975444ef13c4e75cab08e6d0a791.jpg,train,leaning_left,1080,720,1.5,27347,dbd61d9c5648ef4ab5c06ac5b03ad3395d0dbf330a28428038f85fb49fe1618f,b32736353f1b0b29,109.8389,205.2632,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2553_jpg.rf.ababfdddf9439b4f1d537fdf949591a6.jpg,train\leaning_left\extract2553_jpg.rf.ababfdddf9439b4f1d537fdf949591a6.jpg,train,leaning_left,1080,720,1.5,27165,d067d8274e97972c27af9665b5d109cf6445f031a5ff5d3fea132eac14e8cbba,b32736351f1b0b29,109.3536,198.1633,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2554_jpg.rf.13bc02d978c015bcbe69d4633bf4ccdb.jpg,train\leaning_left\extract2554_jpg.rf.13bc02d978c015bcbe69d4633bf4ccdb.jpg,train,leaning_left,1080,720,1.5,27150,fa03a775eb049979ccd6557b1b17351abf38122cd05391a96682c9135d6d165a,b32736351f1b0b29,108.659,198.696,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2555_jpg.rf.129b6f2793d73c2d7e7aa3a0e4862941.jpg,train\leaning_left\extract2555_jpg.rf.129b6f2793d73c2d7e7aa3a0e4862941.jpg,train,leaning_left,1080,720,1.5,26901,e72101e2e4d42b5623480d05d6d2c4d1af66eba253345379558efc7d653256c3,b32736351f1b0929,107.9838,193.5682,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2556_jpg.rf.58a3a3303547c67d6c4d4df30bc05331.jpg,train\leaning_left\extract2556_jpg.rf.58a3a3303547c67d6c4d4df30bc05331.jpg,train,leaning_left,1080,720,1.5,26940,988328ca1023bec99a1e9439ba54b0fea5e97586acbc843f9f624851b4737d37,b32736351f1b0929,107.3693,196.8008,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2557_jpg.rf.85e8f1a14f01012daa1b5e51e543c2cd.jpg,train\leaning_left\extract2557_jpg.rf.85e8f1a14f01012daa1b5e51e543c2cd.jpg,train,leaning_left,1080,720,1.5,26932,3b23252f396d305758a801e3084b9a6eaf62d025a27c17db3ecc6d1b28842520,b32736351f1b0929,106.8862,191.828,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2558_jpg.rf.31f1332deec98fe9282b76ab189ab831.jpg,train\leaning_left\extract2558_jpg.rf.31f1332deec98fe9282b76ab189ab831.jpg,train,leaning_left,1080,720,1.5,26854,001b346b4230cc5be5c332e75dd124d074d9c82edc4c06c83419607d6b0d08c8,332736351f1b0929,106.3999,191.8928,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2559_jpg.rf.efa7aa81048559326a5e4fe5886e3929.jpg,train\leaning_left\extract2559_jpg.rf.efa7aa81048559326a5e4fe5886e3929.jpg,train,leaning_left,1080,720,1.5,27009,019526d9c7b70e34cd8cf9a88138bd90ce079253717995a8ef7087684eefeaf4,3b2736353f1b0929,106.2106,192.5009,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2560_jpg.rf.8881dd8d25c0b6dc1549a3b5d30c8474.jpg,train\leaning_left\extract2560_jpg.rf.8881dd8d25c0b6dc1549a3b5d30c8474.jpg,train,leaning_left,1080,720,1.5,27053,b00c033dcafa28da9ffe546e7debcb80ba9052e9a67e128330c0adae8f6dcf36,3b2736353f1b0929,106.0047,193.8245,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2561_jpg.rf.2c68985ec9b2bff76224fd0c92598abf.jpg,train\leaning_left\extract2561_jpg.rf.2c68985ec9b2bff76224fd0c92598abf.jpg,train,leaning_left,1080,720,1.5,26930,9848a6e109758fd5da0c57d0492f1333bc26887d6ce874e4ceb61d3c9026f81c,2b2736353f1b0929,105.9109,191.6441,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2562_jpg.rf.48f636d2a2ac3eb48ac1bfac71a2db5f.jpg,train\leaning_left\extract2562_jpg.rf.48f636d2a2ac3eb48ac1bfac71a2db5f.jpg,train,leaning_left,1080,720,1.5,26792,f9ed9cc647f9493f03a8b994225fdd7e90713bd4b538723188af17abc00dab1e,2b2736353f1b1929,105.6987,192.3984,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2563_jpg.rf.1170b771a2ee8fe4ce7d3f5ffae177af.jpg,train\leaning_left\extract2563_jpg.rf.1170b771a2ee8fe4ce7d3f5ffae177af.jpg,train,leaning_left,1080,720,1.5,26634,b5dba41d526f64d60d7c0f746ce605329a2bddfb5b574dc41df1009f1c5e7a69,2b6736353f1b1909,105.7967,190.4452,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2564_jpg.rf.07cdaf8ff18584d2c815e028daf8a728.jpg,train\leaning_left\extract2564_jpg.rf.07cdaf8ff18584d2c815e028daf8a728.jpg,train,leaning_left,1080,720,1.5,26768,81a11c90ff2036d665f262b59f1697cd4ee54ba999ae2a54bd894a74b35a95d1,2b6736353f1b1909,106.0236,194.2149,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2565_jpg.rf.50a943ecd5d3dafaa957908a10faa75f.jpg,train\leaning_left\extract2565_jpg.rf.50a943ecd5d3dafaa957908a10faa75f.jpg,train,leaning_left,1080,720,1.5,26479,89700d9e086d28924c157f201c417dbd374d453d4697dbb133c7728dde81ee40,2b6736353f1b1909,106.3993,189.9813,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2566_jpg.rf.7e2f918e9f2156636c829efae1e3ee5d.jpg,train\leaning_left\extract2566_jpg.rf.7e2f918e9f2156636c829efae1e3ee5d.jpg,train,leaning_left,1080,720,1.5,26691,166f81adfca523aee63f775f5432053ae9cd5d5ceb6b4c7754925f65574705f7,2b6736353f1b1909,106.4701,191.2771,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2567_jpg.rf.2f58ce5bd4a1283a8e1b3ebb97fe042b.jpg,train\leaning_left\extract2567_jpg.rf.2f58ce5bd4a1283a8e1b3ebb97fe042b.jpg,train,leaning_left,1080,720,1.5,26695,31c3361441cc2e787f3eea4f78463b8c4e71302c7cde97fcd7b63cb8caa5a937,2b6736353f1b1b19,106.6131,191.1034,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\train\leaning_left\extract2568_jpg.rf.f9f406becd740b31093d357452a6e941.jpg,train\leaning_left\extract2568_jpg.rf.f9f406becd740b31093d357452a6e941.jpg,train,leaning_left,1080,720,1.5,26711,c9249cdd6fb598179ff52d2c224faed537dc6fb2451f910219f5ff2f5f142278,6b6736353f1b1b1b,106.6014,188.9607,False,
