split,annotation_id,image_id,image_filename,category_id,category_name,bbox_x,bbox_y,bbox_w,bbox_h,area,bbox_valid,bbox_issue,num_keypoints_defined,num_keypoints_visible,num_keypoints_clearly_visible,keypoints_raw
train,78,78,image_20241007_193153_jpg.rf.f3fef5e7170671e81482e38e394a237b.jpg,2,Good,43,52,347,495.5,171938.5,True,,4,4,4,"[151.837, 499.031, 2, 151.837, 226.059, 2, 202.115, 130.119, 2, 82.667, 297, 2]"
train,79,79,good_posture_20241021_142053_png.rf.f92853fe64ced1e2dc89a574b320af0e.jpg,2,Good,77,93,262.5,462,121275,True,,4,4,4,"[215.827, 519.589, 2, 217.35, 291.161, 2, 260.01, 196.363, 2, 173.333, 343, 2]"
train,80,80,image_20241009_142917_jpg.rf.fb0a0b469f692507e6e27313cc8813dd.jpg,1,Bad,16,73,349,431.5,150593.5,True,,4,4,4,"[185.036, 453.034, 2, 113.748, 231.77, 2, 167.073, 147.251, 2, 41.333, 304, 2]"
train,81,81,good_posture_20241013_225721_png.rf.fc829bf0c43f345124e0cf4c649013ab.jpg,2,Good,118,5,266.5,486,129519,True,,4,4,4,"[182.308, 422.507, 2, 177.738, 180.373, 2, 232.586, 68.444, 2, 150.667, 224, 2]"
train,82,82,bad_posture_20241012_174240_png.rf.f80f91fed4f49cab3b62493a0a0be712.jpg,1,Bad,126,62,480,492,236160,True,,4,4,4,"[211.256, 470.477, 2, 215.827, 221.49, 2, 296.575, 135.83, 2, 169.333, 301, 2]"
train,83,83,good_posture_20241021_141707_png.rf.f9f21b893af868635c0e9345f8a9ce06.jpg,1,Bad,124,132,274.5,463.5,127230.75,True,,4,4,4,"[257.073, 539.471, 2, 186.879, 308.293, 2, 292.004, 219.206, 2, 149.333, 399, 2]"
train,84,84,bad_posture_20241021_143817_png.rf.fce9931214aba09f752c25071ec4fed4.jpg,1,Bad,126,192,344,388.5,133644,True,,4,4,4,"[247.821, 534.437, 2, 308.763, 318.572, 2, 375.8, 267.176, 2, 178.667, 348, 2]"
train,85,85,good_posture_20241012_174341_png.rf.fcb36e161afe196f2d337ac81f7a0eb8.jpg,2,Good,111,53,288,502,144576,True,,4,4,4,"[208.209, 478.472, 2, 176.214, 242.049, 2, 206.685, 127.835, 2, 133.333, 303, 2]"
train,86,86,image_20241007_225038_jpg.rf.f4383e7779f57cf16eb99203ee85bc6c.jpg,1,Bad,75,109,354.5,449.5,159347.75,True,,4,4,4,"[246.279, 504.562, 2, 209.732, 256.897, 2, 304.193, 189.51, 2, 117.333, 318, 2]"
train,87,87,image_20241007_230212_jpg.rf.f5fa1be50ad414568d876054634dbf1e.jpg,1,Bad,62,69,392,480.5,188356,True,,4,4,4,"[209.732, 517.305, 2, 182.308, 236.338, 2, 258.486, 142.683, 2, 116, 339, 2]"
train,88,88,bad_posture_20241013_222753_png.rf.f4479323bacdba1c4bebfd64ffb274f1.jpg,1,Bad,140,52,311,461,143371,True,,4,4,4,"[258.486, 433.929, 2, 273.722, 181.515, 2, 348.376, 120.982, 2, 166.667, 250, 2]"
train,89,89,good_posture_20241021_141454_png.rf.fbc52ca1393f47f07c04a4c8b628f2cf.jpg,2,Good,149,105,275.5,478,131689,True,,4,4,4,"[244.774, 539.006, 2, 241.727, 290.019, 2, 264.58, 186.084, 2, 185.333, 339, 2]"
train,90,90,good_posture_20241013_222724_png.rf.fb6d8a669da29eded4d85eeeb3430dd0.jpg,2,Good,153,5,261,476,124236,True,,4,4,4,"[229.539, 441.923, 2, 231.062, 168.952, 2, 275.245, 76.438, 2, 184, 224, 2]"
train,91,91,bad_posture_20241013_221410_png.rf.f7d3de0ebaa9d1fab842b5a3fa34b488.jpg,1,Bad,138,33,348,446.5,155382,True,,4,4,4,"[269.151, 455.629, 2, 256.963, 210.069, 2, 337.711, 118.698, 2, 162.667, 295, 2]"
train,92,92,good_posture_20241013_222741_png.rf.ff1ac68a3734ace377a3933d70f66edf.jpg,2,Good,144,9,263,486.5,127949.5,True,,4,4,4,"[238.68, 483.041, 2, 232.586, 173.52, 2, 272.198, 71.87, 2, 176, 236, 2]"
train,93,93,bad_posture_20241013_222753_png.rf.f6f12156a10a5dfda824997b58722b2d.jpg,1,Bad,140,52,311,461,143371,True,,4,4,4,"[258.486, 433.929, 2, 273.722, 181.515, 2, 348.376, 120.982, 2, 166.667, 250, 2]"
train,94,94,bad_posture_20241012_173243_png.rf.f8c08381facf73050fe1ed988bce0d77.jpg,1,Bad,174,100,351.5,464,163096,True,,4,4,4,"[278.292, 503.599, 2, 292.004, 242.049, 2, 365.135, 180.373, 2, 213.333, 328, 2]"
train,95,95,good_posture_20241012_174331_png.rf.fc8417ffb2dfb41dcbbdce5e0fc421d5.jpg,2,Good,111,53,473.5,518,245273,True,,4,4,4,"[176.214, 467.051, 2, 176.214, 231.77, 2, 206.685, 118.698, 2, 142.667, 324, 2]"
train,96,96,bad_posture_20241013_225803_png.rf.fe9f632c24aa7899ce995c70c476f485.jpg,1,Bad,96,45,335,427,143045,True,,4,4,4,"[217.35, 424.791, 2, 229.539, 188.368, 2, 311.811, 116.413, 2, 134.667, 254, 2]"
train,97,97,good_posture_20241021_141548_png.rf.fe437b70d46340ecf1f31223f4a0c8b5.jpg,2,Good,134,104,275.5,468,128934,True,,4,4,4,"[206.685, 524.016, 2, 202.115, 301.298, 2, 220.397, 197.363, 2, 157.333, 344, 2]"
train,98,98,bad_posture_20241012_172310_png.rf.ffebb843d5de7bda8fcbbd234c98db30.jpg,1,Bad,160,117,400,443.5,177400,True,,4,4,4,"[258.486, 504.741, 2, 314.858, 274.029, 2, 371.229, 188.368, 2, 221.333, 307, 2]"
train,99,99,good_posture_20241012_172239_png.rf.fe1d25262987db371a4c9db72053e1f6.jpg,1,Bad,115,129,357,419.5,149761.5,True,,4,4,4,"[260.01, 509.31, 2, 247.821, 266.034, 2, 298.099, 207.785, 2, 145.333, 344, 2]"
train,100,100,good_posture_20241013_222738_png.rf.008882c9aa85b771e709a46d49a626f6.jpg,2,Good,155,16,270,466,125820,True,,4,4,4,"[246.298, 433.929, 2, 235.633, 176.947, 2, 290.481, 86.718, 2, 176, 261, 2]"
train,101,101,bad_posture_20241013_225746_png.rf.00bca5ddd713327a77a4fe56abaebbc8.jpg,1,Bad,107,9,364.5,471,171679.5,True,,4,4,4,"[249.345, 427.076, 2, 197.544, 164.383, 2, 311.811, 102.708, 2, 130.667, 290, 2]"
train,102,102,good_posture_20241013_225734_png.rf.01f5a532b2236e18e40d1c0277df1503.jpg,2,Good,96,0,344,476,163744,True,,4,4,4,"[182.308, 432.786, 2, 176.214, 173.52, 2, 203.638, 63.875, 2, 120, 223, 2]"
train,103,103,image_20241009_152252_jpg.rf.05159dd80bce18fabafd910e692d3745.jpg,1,Bad,71,60,401,445.5,178645.5,True,,4,4,4,"[237.156, 468.193, 2, 189.926, 236.338, 2, 241.727, 128.977, 2, 120, 313, 2]"
train,104,104,image_20241008_202917_jpg.rf.09f2be5d2de5c7782811ea081e9fe7c9.jpg,1,Bad,0,57,408,488.5,199308,True,,4,4,4,"[197.436, 487.343, 2, 93.942, 242.049, 2, 157.931, 135.83, 2, 13.333, 296, 2]"
train,105,105,image_20241007_191348_jpg.rf.01a829bb16fb5df9a298fb34ba31f9cb.jpg,2,Good,77,65,291.5,494,144001,True,,4,4,4,"[177.738, 527.584, 2, 171.643, 227.201, 2, 189.926, 131.261, 2, 106.667, 302, 2]"
train,106,106,image_20241007_192901_jpg.rf.0ccc4f843148404a65a2e5e59e33d16f.jpg,2,Good,63,53,299.5,496.5,148701.75,True,,4,4,4,"[168.596, 509.31, 2, 170.12, 221.49, 2, 214.303, 126.693, 2, 84, 320, 2]"
train,107,107,bad_posture_20241013_215926_png.rf.02e19c1d7c62f92e49e71042bae02010.jpg,1,Bad,118,29,330.5,469,155004.5,True,,4,4,4,"[232.586, 446.492, 2, 266.104, 199.79, 2, 333.14, 125.55, 2, 165.333, 244, 2]"
train,108,108,bad_posture_20241021_142111_png.rf.02367bda57a66d8c96143c384d8c8406.jpg,1,Bad,137,159,302.5,434,131285,True,,4,4,4,"[203.638, 554.996, 2, 218.874, 306.009, 2, 345.329, 248.902, 2, 152, 368, 2]"
train,109,109,image_20241008_201334_jpg.rf.075a491404808971616b7108b4091284.jpg,2,Good,103,42,364,512,186368,True,,4,4,4,"[229.539, 503.599, 2, 234.109, 218.064, 2, 258.486, 138.114, 2, 160, 291, 2]"
train,110,110,bad_posture_20241021_144036_png.rf.0a11af034bde8ffdf878ab957fecd65f.jpg,1,Bad,118,200,350.5,379,132839.5,True,,4,4,4,"[241.727, 526.442, 2, 260.01, 331.136, 2, 365.135, 275.171, 2, 153.333, 379, 2]"
train,111,111,good_posture_20241021_141707_png.rf.08e8ffb733b628d90daed863558dc6b8.jpg,1,Bad,124,132,274.5,463.5,127230.75,True,,4,4,4,"[257.073, 539.471, 2, 186.879, 308.293, 2, 292.004, 219.206, 2, 149.333, 399, 2]"
train,112,112,good_posture_20241013_222757_png.rf.09fcb8e4234c74ec91d3bd18ad5bd278.jpg,2,Good,164,16,292.5,468,136890,True,,4,4,4,"[247.821, 446.492, 2, 256.963, 168.952, 2, 316.381, 91.286, 2, 172, 260, 2]"
train,113,113,bad_posture_20241021_144143_png.rf.07364ba117e900cedaad8b00ca4c4274.jpg,1,Bad,174,121,222,440.5,97791,True,,4,4,4,"[237.156, 535.579, 2, 269.151, 304.867, 2, 310.287, 207.785, 2, 201.333, 344, 2]"
train,114,114,image_20241007_225757_jpg.rf.03fa76ef2445df7f6bb3c4508e8420a3.jpg,1,Bad,58,105,364,448,163072,True,,4,4,4,"[233.748, 499.022, 2, 200.591, 255.755, 2, 284.387, 181.515, 2, 82.667, 319, 2]"
train,115,115,bad_posture_20241021_142530_png.rf.0ca8e6860f91ad4ad288ca9d197b1bc0.jpg,1,Bad,152,215,366.5,362,132673,True,,4,4,4,"[247.821, 521.873, 2, 357.517, 337.989, 2, 444.36, 292.303, 2, 228, 350, 2]"
train,116,116,bad_posture_20241021_143735_png.rf.0926faead1e11c2672d213274767c0bc.jpg,1,Bad,118,187,356.5,374.5,133509.25,True,,4,4,4,"[224.968, 533.295, 2, 272.198, 317.43, 2, 346.852, 260.323, 2, 161.333, 368, 2]"
train,117,117,bad_posture_20241012_172726_png.rf.0bce91947d14834930406f05ad33a94e.jpg,1,Bad,96,114,344,451,155144,True,,4,4,4,"[234.109, 496.604, 2, 196.02, 261.323, 2, 276.769, 191.653, 2, 137.333, 332, 2]"
train,118,118,bad_posture_20241021_141436_png.rf.0d5bccb27fcb3b7ab2190c664bd47ce4.jpg,1,Bad,135,153,306.5,448,137312,True,,4,4,4,"[255.439, 536.721, 2, 267.627, 320.857, 2, 337.711, 248.902, 2, 153.333, 387, 2]"
train,119,119,bad_posture_20241013_215926_png.rf.02b6e6f8710d6ab2ce880049cfed4044.jpg,1,Bad,118,29,330.5,469,155004.5,True,,4,4,4,"[232.586, 446.492, 2, 266.104, 199.79, 2, 333.14, 125.55, 2, 165.333, 244, 2]"
train,120,120,good_posture_20241012_172219_png.rf.07ff56c17fc6b6d4c0604b4d7baa0db5.jpg,1,Bad,143,125,306,416.5,127449,True,,4,4,4,"[258.486, 509.31, 2, 217.35, 267.176, 2, 281.34, 208.927, 2, 150.667, 339, 2]"
train,121,121,good_posture_20241013_222750_png.rf.04fb6ba4e51294084790a147927b549e.jpg,2,Good,161,6,240,478,114720,True,,4,4,4,"[243.251, 431.644, 2, 238.68, 163.241, 2, 264.58, 74.154, 2, 186.667, 222, 2]"
train,122,122,good_posture_20241013_222728_png.rf.07307dbb63313f0c7bf4b3ceb5fad78b.jpg,2,Good,166,9,244.5,483.5,118215.75,True,,4,4,4,"[237.156, 453.345, 2, 235.633, 173.52, 2, 284.387, 78.723, 2, 180, 240, 2]"
train,123,123,image_20241007_220813_jpg.rf.0a46d8f558d03313da9a96c4b7185dbc.jpg,1,Bad,71,112,355.5,453.5,161219.25,True,,4,4,4,"[247.821, 532.153, 2, 218.874, 262.607, 2, 317.905, 182.658, 2, 118.667, 342, 2]"
train,124,124,good_posture_20241012_174401_png.rf.0f6e06ae18bddb1336e4398fb49f112e.jpg,2,Good,127,56,379,481.5,182488.5,True,,4,4,4,"[199.067, 461.34, 2, 192.973, 216.922, 2, 244.774, 109.561, 2, 152, 308, 2]"
train,125,125,bad_posture_20241021_144048_png.rf.00f192433451b129f2ea7e14573658ba.jpg,1,Bad,125,182,317,408.5,129494.5,True,,4,4,4,"[223.444, 545.858, 2, 272.198, 331.136, 2, 337.711, 255.755, 2, 165.333, 361, 2]"
train,126,126,image_20241008_205202_jpg.rf.0e051db1f64b7dca8dcda6cc66626d24.jpg,2,Good,56,53,373.5,495,184882.5,True,,4,4,4,"[231.062, 517.305, 2, 180.785, 240.907, 2, 179.261, 127.835, 2, 120, 318, 2]"
train,127,127,good_posture_20241012_172239_png.rf.0d5fa05915d80dbafeb38b33ad8c5f89.jpg,1,Bad,115,129,357,419.5,149761.5,True,,4,4,4,"[260.01, 509.31, 2, 247.821, 266.034, 2, 298.099, 207.785, 2, 145.333, 344, 2]"
train,128,128,image_20241007_225757_jpg.rf.0dc88205859cfb224908421a6f02d85d.jpg,1,Bad,58,105,364,448,163072,True,,4,4,4,"[233.748, 499.022, 2, 200.591, 255.755, 2, 284.387, 181.515, 2, 82.667, 319, 2]"
train,129,129,bad_posture_20241013_221410_png.rf.1462324397bad87281de1223a4700ed6.jpg,1,Bad,138,33,348,446.5,155382,True,,4,4,4,"[269.151, 455.629, 2, 256.963, 210.069, 2, 337.711, 118.698, 2, 162.667, 295, 2]"
train,130,130,bad_posture_20241021_144000_png.rf.10bc47d5edcc1de0db39070028a7cbba.jpg,1,Bad,121,183,359,384.5,138035.5,True,,4,4,4,"[214.303, 532.153, 2, 253.915, 316.288, 2, 337.711, 261.465, 2, 153.333, 369, 2]"
train,131,131,good_posture_20241021_141536_png.rf.10abc6f80a2023fd6d396fb5fa39faf9.jpg,2,Good,139,102,251.5,485.5,122103.25,True,,4,4,4,"[234.109, 531.01, 2, 226.491, 307.151, 2, 260.01, 192.937, 2, 166.667, 350, 2]"
train,132,132,good_posture_20241021_141317_png.rf.143d3b61858157968900a8c13538eb10.jpg,1,Bad,154,116,285.5,472,134756,True,,4,4,4,"[231.062, 550.427, 2, 235.633, 300.298, 2, 290.481, 205.5, 2, 173.333, 371, 2]"
train,133,133,bad_posture_20241021_142034_png.rf.181e8501eed44959acc31aa8d5908166.jpg,1,Bad,132,129,308,461.5,142142,True,,4,4,4,"[244.774, 542.432, 2, 224.968, 306.009, 2, 316.381, 215.78, 2, 162.667, 405, 2]"
train,134,134,image_20241009_225822_jpg.rf.15a942561d1fa6bedcd6ad1c9b655a66.jpg,1,Bad,85,45,360,450,162000,True,,4,4,4,"[249.333, 443, 2, 191.45, 214.637, 2, 243.251, 122.124, 2, 112, 270, 2]"
train,135,135,good_posture_20241013_222757_png.rf.158e2a81acd9080355e0d3173cfd7631.jpg,2,Good,164,16,292.5,468,136890,True,,4,4,4,"[247.821, 446.492, 2, 256.963, 168.952, 2, 316.381, 91.286, 2, 172, 260, 2]"
train,136,136,good_posture_20241013_225741_png.rf.0f6e0805ceb97255223dda717c90e691.jpg,2,Good,122,3,284.5,463,131723.5,True,,4,4,4,"[208.209, 408.801, 2, 206.685, 159.815, 2, 249.345, 62.733, 2, 156, 213, 2]"
train,137,137,good_posture_20241021_144124_png.rf.169b43b20680f8bbc6869083d8de0cd3.jpg,2,Good,140,103,288,462,133056,True,,4,4,4,"[223.444, 524.158, 2, 214.303, 291.161, 2, 235.633, 197.505, 2, 174.667, 356, 2]"
train,138,138,bad_posture_20241021_143133_png.rf.16101387826b56802447a8f38ed5e229.jpg,1,Bad,99,174,352.5,426,150165,True,,4,4,4,"[228.015, 557.28, 2, 221.921, 339.131, 2, 314.858, 255.755, 2, 124, 391, 2]"
train,139,139,image_20241007_191654_jpg.rf.1627e2a68f784d8fb2b62b5e8be48aed.jpg,2,Good,42,84,320,469.5,150240,True,,4,4,4,"[148.79, 515.021, 2, 118.319, 238.622, 2, 148.79, 150.678, 2, 58.667, 349, 2]"
train,140,140,bad_posture_20241021_143936_png.rf.1216115a3da476143740b03d217626a6.jpg,1,Bad,117,193,318.5,399.5,127240.75,True,,4,4,4,"[240.203, 534.437, 2, 264.58, 315.146, 2, 352.947, 261.465, 2, 153.333, 365, 2]"
train,141,141,bad_posture_20241021_143653_png.rf.1977af11028def8eef9ff6e90049b904.jpg,1,Bad,113,181,321,401,128721,True,,4,4,4,"[244, 534, 2, 298.099, 315.146, 2, 342.282, 250.044, 2, 162.667, 361, 2]"
train,142,142,bad_posture_20241013_222737_png.rf.16831ea30539ddc385c1c572a58e6475.jpg,1,Bad,136,36,302.5,430,130075,True,,4,4,4,"[241.727, 435.071, 2, 241.727, 179.231, 2, 308.763, 110.703, 2, 138.667, 268, 2]"
train,143,143,bad_posture_20241013_225750_png.rf.1917a0638ba149579efc519fa34ae05a.jpg,1,Bad,103,39,359.5,444,159618,True,,4,4,4,"[237.156, 422.507, 2, 223.444, 189.51, 2, 339.235, 125.55, 2, 136, 254, 2]"
train,144,144,good_posture_20241021_180318_png.rf.133186cd108deb8f2e3271a55afa1523.jpg,2,Good,191,103,290,497.5,144275,True,,4,4,4,"[270.675, 549.285, 2, 267.627, 290.019, 2, 301.146, 184.942, 2, 218.667, 351, 2]"
train,145,145,image_20241007_192602_jpg.rf.17e4312f1fba8ad360a73924cd5e39be.jpg,1,Bad,23,105,347,461.5,160140.5,True,,4,4,4,"[154.884, 512.736, 2, 179.261, 243.191, 2, 261.533, 174.663, 2, 48, 320, 2]"
train,146,146,bad_posture_20241021_142536_png.rf.17b90531204f27f95a49d3779d44106a.jpg,1,Bad,172,212,365.5,343.5,125549.25,True,,4,4,4,"[215.827, 527.584, 2, 340.758, 321.999, 2, 451.978, 293.445, 2, 220, 358, 2]"
train,147,147,bad_posture_20241013_222747_png.rf.175039e33f542453b4ea0793f8d709b2.jpg,1,Bad,104,33,325.5,468,152334,True,,4,4,4,"[224.968, 441.923, 2, 209.732, 186.084, 2, 295.051, 116.413, 2, 134.667, 267, 2]"
train,148,148,bad_posture_20241021_143534_png.rf.16ed6c5211c54ad0d2d33615f9a4342e.jpg,1,Bad,113,195,292,385.5,112566,True,,4,4,4,"[186.879, 551.569, 2, 234.109, 312.862, 2, 308.763, 256.897, 2, 130.667, 382, 2]"
train,149,149,bad_posture_20241013_220642_png.rf.1823a120268980c62c40582e0092cfd4.jpg,1,Bad,141,41,360,462,166320,True,,4,4,4,"[273.722, 432.786, 2, 255.439, 181.515, 2, 334.664, 108.418, 2, 165.333, 256, 2]"
train,150,150,bad_posture_20241013_221208_png.rf.19b785cf3ba5b3ec4709c27478822249.jpg,1,Bad,105,40,321,460,147660,True,,4,4,4,"[224.968, 406.517, 2, 206.685, 199.79, 2, 266.104, 101.566, 2, 118.667, 256, 2]"
train,151,151,image_20241007_192901_jpg.rf.13f21c0f954fddf069479ae625bbbf36.jpg,2,Good,63,53,299.5,496.5,148701.75,True,,4,4,4,"[168.596, 509.31, 2, 170.12, 221.49, 2, 214.303, 126.693, 2, 84, 320, 2]"
train,152,152,bad_posture_20241021_145052_png.rf.0f9b2d7246a66c661c9deea38013f491.jpg,1,Bad,90,162,386.5,448,173152,True,,4,4,4,"[221.921, 552.711, 2, 199.067, 340.273, 2, 276.769, 259.181, 2, 121.333, 382, 2]"
train,153,153,image_20241010_173545_jpg.rf.119c8f401094e3f32dffe5e09a54b9f1.jpg,1,Bad,136,89,371,485.5,180120.5,True,,4,4,4,"[295.051, 479.614, 2, 275.245, 230.627, 2, 362.088, 160.957, 2, 161.333, 295, 2]"
train,154,154,good_posture_20241012_174311_png.rf.1de863b5332aecad0ffbfab24d506262.jpg,2,Good,62,51,325.5,460.5,149892.75,True,,4,4,4,"[188.403, 459.056, 2, 177.738, 222.632, 2, 217.35, 126.693, 2, 137.333, 268, 2]"
train,155,155,bad_posture_20241021_142034_png.rf.1c19934f2746708b9a534d1869da23b5.jpg,1,Bad,132,129,308,461.5,142142,True,,4,4,4,"[244.774, 542.432, 2, 224.968, 306.009, 2, 316.381, 215.78, 2, 162.667, 405, 2]"
train,156,156,good_posture_20241021_180318_png.rf.1e0e835cd147d84e8e7df14277dd743a.jpg,2,Good,191,103,290,497.5,144275,True,,4,4,4,"[270.675, 549.285, 2, 267.627, 290.019, 2, 301.146, 184.942, 2, 218.667, 351, 2]"
train,157,157,bad_posture_20241021_142022_png.rf.1b3fca639b24d05d49a29631c1a44353.jpg,1,Bad,122,119,343.5,461.5,158525.25,True,,4,4,4,"[235.633, 541.29, 2, 214.303, 292.303, 2, 313.334, 216.922, 2, 152, 384, 2]"
train,158,158,bad_posture_20241013_220309_png.rf.1e1557ba92be5f96b43b28d38123ac08.jpg,1,Bad,145,43,384.5,473,181868.5,True,,4,4,4,"[284.387, 433.929, 2, 279.816, 200.932, 2, 337.711, 122.124, 2, 168, 256, 2]"
train,159,159,bad_posture_20241021_143239_png.rf.1e9edcb64c798c52c94b24839d8f4bd6.jpg,1,Bad,119,180,336,412,138432,True,,4,4,4,"[218.874, 544.716, 2, 263.057, 319.714, 2, 359.041, 267.176, 2, 165.333, 352, 2]"
train,160,160,bad_posture_20241021_143504_png.rf.1ec56cdae4c4fe28484358762066f289.jpg,1,Bad,119,172,282.5,417.5,117943.75,True,,4,4,4,"[218.874, 543.574, 2, 226.492, 310.577, 2, 310.287, 244.333, 2, 129.333, 378, 2]"
train,161,161,bad_posture_20241021_143227_png.rf.2151dd927af9a4d88c5bcca89b0c2353.jpg,1,Bad,117,183,353.5,398,140693,True,,4,4,4,"[197.544, 542.432, 2, 241.727, 318.572, 2, 351.423, 263.75, 2, 152, 357, 2]"
train,162,162,bad_posture_20241021_144426_png.rf.26f9741e4294bbd8fab76349f737be3d.jpg,1,Bad,128,162,358,407,145706,True,,4,4,4,"[247.821, 527.584, 2, 246.298, 341.415, 2, 317.905, 254.612, 2, 146.667, 374, 2]"
train,163,163,good_posture_20241021_142336_png.rf.224fcb237b3cc6e8117d2e95fb857ed0.jpg,2,Good,166,126,333,455.5,151681.5,True,,4,4,4,"[252.392, 547, 2, 240.203, 296.872, 2, 285.91, 205.5, 2, 194.667, 380, 2]"
train,164,164,good_posture_20241021_141958_png.rf.21821f098d55042152ebb5a6091b441a.jpg,2,Good,147,101,270,472.5,127575,True,,4,4,4,"[229.539, 521.873, 2, 226.491, 291.161, 2, 241.727, 188.368, 2, 198.667, 361, 2]"
train,165,165,image_20241007_214451_jpg.rf.202678c11a54a756d9d229c7becd5dc9.jpg,2,Good,60,62,356,519.5,184942,True,,4,4,4,"[182.308, 529.868, 2, 182.308, 226.059, 2, 199.067, 131.261, 2, 117.333, 303, 2]"
train,166,166,bad_posture_20241021_143629_png.rf.21ed1ffca310c55664a27a02d4897437.jpg,1,Bad,111,180,321.5,403.5,129725.25,True,,4,4,4,"[199.067, 527.584, 2, 264.58, 316.288, 2, 336.188, 263.75, 2, 158.667, 372, 2]"
train,167,167,bad_posture_20241021_143747_png.rf.1bacd9310f30a4ec29b84dd12e691db8.jpg,1,Bad,111,175,338,430.5,145509,True,,4,4,4,"[224.968, 532.153, 2, 238.68, 318.572, 2, 331.617, 242.049, 2, 145.333, 354, 2]"
train,168,168,bad_posture_20241021_143853_png.rf.1ad5d0c0859170939c230423288e4802.jpg,1,Bad,117,179,374.5,396.5,148489.25,True,,4,4,4,"[229.729, 540.29, 2, 257.153, 320.999, 2, 324.189, 268.46, 2, 160, 363, 2]"
train,169,169,bad_posture_20241013_220642_png.rf.26f8f633b7ae6c3f2449bd3c010e925f.jpg,1,Bad,141,41,360,462,166320,True,,4,4,4,"[273.722, 432.786, 2, 255.439, 181.515, 2, 334.664, 108.418, 2, 165.333, 256, 2]"
train,170,170,bad_posture_20241012_174037_png.rf.27645d09380e2859d26c39b2054c5861.jpg,1,Bad,99,93,328.5,445.5,146346.75,True,,4,4,4,"[180.785, 485.325, 2, 269.151, 230.627, 2, 310.287, 175.805, 2, 133.333, 284, 2]"
train,171,171,bad_posture_20241012_172807_png.rf.24ee6b515389b83e08aa80e3d30293e3.jpg,1,Bad,118,139,363,412.5,149737.5,True,,4,4,4,"[234.109, 494.462, 2, 256.963, 275.171, 2, 328.57, 208.927, 2, 156, 328, 2]"
train,172,172,bad_posture_20241021_142418_png.rf.298ec47e47279138eb987d4ca7748061.jpg,1,Bad,155,204,370.5,368.5,136529.25,True,,4,4,4,"[217.35, 541.29, 2, 327.046, 310.577, 2, 419.983, 279.74, 2, 208, 369, 2]"
train,173,173,bad_posture_20241012_174240_png.rf.26eb808ca24854c41b152bff88b36a6d.jpg,1,Bad,126,62,480,492,236160,True,,4,4,4,"[211.256, 470.477, 2, 215.827, 221.49, 2, 296.575, 135.83, 2, 169.333, 301, 2]"
train,174,174,bad_posture_20241021_142123_png.rf.2915ef0b695521b14e64d7d46a3dc2aa.jpg,1,Bad,111,180,403.5,422.5,170478.75,True,,4,4,4,"[179.261, 541.29, 2, 250.868, 320.857, 2, 366.659, 269.46, 2, 157.333, 368, 2]"
train,175,175,image_20241007_191348_jpg.rf.1f93aa497ec954dd6acd9bed32482134.jpg,2,Good,77,65,291.5,494,144001,True,,4,4,4,"[177.738, 527.584, 2, 171.643, 227.201, 2, 189.926, 131.261, 2, 106.667, 302, 2]"
train,176,176,good_posture_20241013_222738_png.rf.29a0f3857680447eeb2d8ee58e2ed27a.jpg,2,Good,155,16,270,466,125820,True,,4,4,4,"[246.298, 433.929, 2, 235.633, 176.947, 2, 290.481, 86.718, 2, 176, 261, 2]"
train,177,177,bad_posture_20241012_173222_png.rf.2a74e0757872dfa17534eb32b9b9070c.jpg,1,Bad,132,85,363,488.5,177325.5,True,,4,4,4,"[229.539, 501.315, 2, 221.921, 252.328, 2, 288.957, 158.673, 2, 156, 336, 2]"
train,178,178,image_20241008_210224_jpg.rf.286656b6f4925d76da38f6a54104e0b0.jpg,1,Bad,37,95,380.5,474,180357,True,,4,4,4,"[211.256, 501.315, 2, 176.214, 262.607, 2, 275.245, 187.226, 2, 77.333, 336, 2]"
train,179,179,good_posture_20241021_141713_png.rf.2a6b10c430ef8db6685e310b31fcbf11.jpg,1,Bad,119,130,347,439.5,152506.5,True,,4,4,4,"[255.439, 535.579, 2, 202.115, 295.729, 2, 302.669, 220.348, 2, 138.667, 373, 2]"
train,180,180,image_20241009_142917_jpg.rf.2ea2b3f5f7e7dfa2df4b0158f8072614.jpg,1,Bad,16,73,349,431.5,150593.5,True,,4,4,4,"[185.036, 453.034, 2, 113.748, 231.77, 2, 167.073, 147.251, 2, 41.333, 304, 2]"
train,181,181,good_posture_20241013_225738_png.rf.2d1e4913b095c6c59009f39c339495c9.jpg,2,Good,117,6,311,452,140572,True,,4,4,4,"[189.926, 429.36, 2, 196.02, 167.81, 2, 231.062, 67.301, 2, 136, 211, 2]"
train,182,182,image_20241009_225721_jpg.rf.267e65374993f552a87320148960acbc.jpg,1,Bad,65,39,370,504.5,186665,True,,4,4,4,"[226.491, 479.614, 2, 138.125, 224.917, 2, 208.209, 128.977, 2, 81.333, 294, 2]"
train,183,183,bad_posture_20241021_141737_png.rf.297eb92485c979df3b2568df663656cb.jpg,1,Bad,128,170,301,424.5,127774.5,True,,4,4,4,"[215.827, 541.29, 2, 290.481, 332.278, 2, 359.041, 258.039, 2, 161.333, 357, 2]"
train,184,184,good_posture_20241013_222655_png.rf.2d94bc32518db6f59bf8ede47e414792.jpg,1,Bad,126,57,331,416.5,137861.5,True,,4,4,4,"[253.915, 429.36, 2, 218.874, 203.216, 2, 317.905, 131.261, 2, 142.667, 282, 2]"
