capture_id,subject_id,posture,calibration_id,correspondence_status,correspondence_score,status_3d,decision,valid_3d_joints_core,valid_3d_joints_total,core_reproj_error_640p_px,core_reproj_error_1080p_px,masked_joint_max_error_px,shoulder_width_m,torso_length_m,depth_z_m,reason
CAP000128,S004,leaning_forward,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,10,14,44.13,132.38,88.11,0.136,0.636,1.038,Partial 3D: 10/17 core joints - usable with NaN masking
CAP000129,S004,leaning_forward,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,10,14,43.74,131.23,86.42,0.135,0.626,1.037,Partial 3D: 10/17 core joints - usable with NaN masking
CAP000130,S004,leaning_forward,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,10,14,44.2,132.6,86.68,0.136,0.63,1.038,Partial 3D: 10/17 core joints - usable with NaN masking
CAP000131,S004,leaning_forward,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,10,14,43.85,131.55,83.74,0.137,0.634,1.037,Partial 3D: 10/17 core joints - usable with NaN masking
CAP000132,S004,leaning_backward,CAL_004,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,27.11,81.34,77.36,0.177,0.565,1.325,"Full 3D: 12/17 core joints, core_err=27.1px, Z=1.32m"
CAP000133,S004,leaning_backward,CAL_004,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,26.37,79.1,75.64,0.176,0.566,1.33,"Full 3D: 12/17 core joints, core_err=26.4px, Z=1.33m"
CAP000134,S004,leaning_backward,CAL_004,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,26.55,79.65,77.26,0.184,0.57,1.329,"Full 3D: 12/17 core joints, core_err=26.6px, Z=1.33m"
CAP000135,S004,leaning_backward,CAL_004,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,26.71,80.14,74.88,0.186,0.565,1.332,"Full 3D: 12/17 core joints, core_err=26.7px, Z=1.33m"
CAP000136,S004,leaning_backward,CAL_004,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,14,26.11,78.32,75.5,0.179,0.569,1.333,"Full 3D: 12/17 core joints, core_err=26.1px, Z=1.33m"
CAP000137,S004,leaning_left,CAL_004,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,13,32.31,96.93,80.3,0.201,0.536,1.184,"Full 3D: 10/17 core joints, core_err=32.3px, Z=1.18m"
CAP000138,S004,leaning_left,CAL_004,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,13,33.47,100.42,79.95,0.203,0.538,1.188,"Full 3D: 10/17 core joints, core_err=33.5px, Z=1.19m"
CAP000139,S004,leaning_left,CAL_004,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,13,35.26,105.79,79.44,0.171,0.569,1.181,"Full 3D: 10/17 core joints, core_err=35.3px, Z=1.18m"
CAP000140,S004,leaning_left,CAL_004,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,13,32.5,97.49,79.17,0.181,0.55,1.161,"Full 3D: 9/17 core joints, core_err=32.5px, Z=1.16m"
CAP000141,S004,leaning_left,CAL_004,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,13,32.96,98.89,77.0,0.189,0.542,1.175,"Full 3D: 10/17 core joints, core_err=33.0px, Z=1.18m"
CAP000142,S004,leaning_right,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,12,13,31.18,93.53,71.52,0.147,0.561,1.262,Partial 3D: 12/17 core joints - usable with NaN masking
CAP000143,S004,leaning_right,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,13,14,30.04,90.12,69.75,0.134,0.547,1.241,Partial 3D: 13/17 core joints - usable with NaN masking
CAP000144,S004,leaning_right,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,13,14,30.39,91.18,71.0,0.133,0.545,1.24,Partial 3D: 13/17 core joints - usable with NaN masking
CAP000145,S004,leaning_right,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,13,14,30.6,91.81,71.54,0.135,0.554,1.242,Partial 3D: 13/17 core joints - usable with NaN masking
CAP000146,S004,leaning_right,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,12,14,27.97,83.92,70.0,0.137,0.549,1.244,Partial 3D: 12/17 core joints - usable with NaN masking
CAP000147,S004,slouching,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,12,14,43.18,129.55,72.01,0.139,0.656,1.139,Partial 3D: 12/17 core joints - usable with NaN masking
CAP000148,S004,slouching,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,14,34.06,102.18,71.36,0.141,0.594,1.153,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000149,S004,slouching,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,13,35.58,106.74,70.71,0.141,0.603,1.151,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000150,S004,slouching,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,14,34.92,104.77,74.43,0.139,0.602,1.149,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000151,S004,slouching,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,13,35.59,106.78,72.7,0.139,0.594,1.147,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000152,S004,forward_head,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,13,42.93,128.79,68.46,0.131,0.669,1.126,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000153,S004,forward_head,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,10,12,47.08,141.24,75.22,0.13,0.663,1.134,Partial 3D: 10/17 core joints - usable with NaN masking
CAP000154,S004,forward_head,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,10,12,46.14,138.42,73.69,0.13,0.662,1.134,Partial 3D: 10/17 core joints - usable with NaN masking
CAP000155,S004,forward_head,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,13,45.46,136.39,72.94,0.128,0.668,1.106,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000156,S004,forward_head,CAL_004,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,13,46.42,139.27,72.33,0.129,0.669,1.101,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000157,S005,upright,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,24.44,73.31,,0.566,0.463,0.982,"Full 3D: 14/17 core joints, core_err=24.4px, Z=0.98m"
CAP000158,S005,upright,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,24.59,73.76,,0.566,0.461,0.978,"Full 3D: 14/17 core joints, core_err=24.6px, Z=0.98m"
CAP000159,S005,upright,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,24.1,72.29,,0.559,0.458,0.981,"Full 3D: 14/17 core joints, core_err=24.1px, Z=0.98m"
CAP000160,S005,upright,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,24.44,73.32,,0.567,0.46,0.983,"Full 3D: 14/17 core joints, core_err=24.4px, Z=0.98m"
CAP000161,S005,upright,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,24.13,72.38,,0.565,0.461,0.981,"Full 3D: 14/17 core joints, core_err=24.1px, Z=0.98m"
CAP000162,S005,leaning_forward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,26.8,80.4,,0.566,0.436,0.978,"Full 3D: 11/17 core joints, core_err=26.8px, Z=0.98m"
CAP000163,S005,leaning_forward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,13,25.17,75.5,,0.528,0.42,0.985,"Full 3D: 13/17 core joints, core_err=25.2px, Z=0.99m"
CAP000164,S005,leaning_forward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,13,26.21,78.63,,0.534,0.425,0.988,"Full 3D: 13/17 core joints, core_err=26.2px, Z=0.99m"
CAP000165,S005,leaning_forward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,26.21,78.62,,0.544,0.435,0.965,"Full 3D: 12/17 core joints, core_err=26.2px, Z=0.97m"
CAP000166,S005,leaning_forward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,26.41,79.24,,0.54,0.43,0.966,"Full 3D: 12/17 core joints, core_err=26.4px, Z=0.97m"
CAP000167,S005,leaning_backward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,24.06,72.17,,0.491,0.443,1.013,"Full 3D: 14/17 core joints, core_err=24.1px, Z=1.01m"
CAP000168,S005,leaning_backward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,21.29,63.86,,0.515,0.467,1.002,"Full 3D: 14/17 core joints, core_err=21.3px, Z=1.00m"
CAP000169,S005,leaning_backward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.16,66.48,,0.582,0.486,1.018,"Full 3D: 14/17 core joints, core_err=22.2px, Z=1.02m"
CAP000170,S005,leaning_backward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.65,67.94,,0.583,0.476,1.017,"Full 3D: 14/17 core joints, core_err=22.6px, Z=1.02m"
CAP000171,S005,leaning_backward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.83,68.48,,0.574,0.484,1.021,"Full 3D: 14/17 core joints, core_err=22.8px, Z=1.02m"
CAP000172,S005,leaning_left,CAL_005,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,14,14,33.56,100.69,,0.702,0.554,1.162,Partial 3D: 14/17 core joints - usable with NaN masking
CAP000173,S005,leaning_left,CAL_005,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,14,14,33.38,100.13,,0.69,0.542,1.163,Partial 3D: 14/17 core joints - usable with NaN masking
CAP000174,S005,leaning_left,CAL_005,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,14,14,32.58,97.74,,0.671,0.539,1.156,Partial 3D: 14/17 core joints - usable with NaN masking
CAP000175,S005,leaning_left,CAL_005,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,14,14,33.49,100.46,,0.684,0.543,1.159,Partial 3D: 14/17 core joints - usable with NaN masking
CAP000176,S005,leaning_left,CAL_005,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,14,14,32.57,97.72,,0.677,0.527,1.157,Partial 3D: 14/17 core joints - usable with NaN masking
CAP000177,S005,leaning_right,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,34.08,102.25,,0.358,0.397,0.875,"Full 3D: 14/17 core joints, core_err=34.1px, Z=0.87m"
CAP000178,S005,leaning_right,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,33.71,101.12,,0.367,0.396,0.88,"Full 3D: 14/17 core joints, core_err=33.7px, Z=0.88m"
CAP000179,S005,leaning_right,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,33.23,99.7,,0.367,0.394,0.879,"Full 3D: 14/17 core joints, core_err=33.2px, Z=0.88m"
CAP000180,S005,leaning_right,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,33.98,101.94,,0.379,0.399,0.881,"Full 3D: 14/17 core joints, core_err=34.0px, Z=0.88m"
CAP000181,S005,leaning_right,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,14,32.22,96.65,65.05,0.371,,0.862,"Full 3D: 13/17 core joints, core_err=32.2px, Z=0.86m"
CAP000182,S005,slouching,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,21.97,65.92,,0.523,0.433,1.002,"Full 3D: 14/17 core joints, core_err=22.0px, Z=1.00m"
CAP000183,S005,slouching,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,21.84,65.53,,0.526,0.437,1.002,"Full 3D: 14/17 core joints, core_err=21.8px, Z=1.00m"
CAP000184,S005,slouching,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,21.55,64.64,,0.528,0.431,1.0,"Full 3D: 14/17 core joints, core_err=21.5px, Z=1.00m"
CAP000185,S005,slouching,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.07,66.2,,0.52,0.432,0.999,"Full 3D: 14/17 core joints, core_err=22.1px, Z=1.00m"
CAP000186,S005,slouching,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,21.93,65.78,,0.518,0.434,1.0,"Full 3D: 14/17 core joints, core_err=21.9px, Z=1.00m"
CAP000187,S005,forward_head,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.11,66.33,,0.537,0.422,0.991,"Full 3D: 14/17 core joints, core_err=22.1px, Z=0.99m"
CAP000188,S005,forward_head,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,21.76,65.27,,0.545,0.415,0.992,"Full 3D: 14/17 core joints, core_err=21.8px, Z=0.99m"
CAP000189,S005,forward_head,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.12,66.37,,0.536,0.421,0.99,"Full 3D: 14/17 core joints, core_err=22.1px, Z=0.99m"
CAP000190,S005,forward_head,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.38,67.15,,0.54,0.422,0.992,"Full 3D: 14/17 core joints, core_err=22.4px, Z=0.99m"
CAP000191,S005,forward_head,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,21.78,65.35,,0.538,0.418,0.994,"Full 3D: 14/17 core joints, core_err=21.8px, Z=0.99m"
CAP000192,S005,reject,CAL_005,NO_TARGET,0,PASS,EXCLUDE_3D,0,0,,,,,,,Clean negative sample (empty chair)
CAP000193,S006,upright,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.12,66.36,,0.482,0.455,0.978,"Full 3D: 14/17 core joints, core_err=22.1px, Z=0.98m"
CAP000194,S006,upright,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,21.99,65.97,,0.488,0.455,0.981,"Full 3D: 14/17 core joints, core_err=22.0px, Z=0.98m"
CAP000195,S006,upright,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.73,68.19,,0.487,0.454,0.981,"Full 3D: 14/17 core joints, core_err=22.7px, Z=0.98m"
CAP000196,S006,upright,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,13,24.11,72.32,,0.487,0.453,0.977,"Full 3D: 13/17 core joints, core_err=24.1px, Z=0.98m"
CAP000197,S006,upright,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,13,24.16,72.48,,0.489,0.456,0.98,"Full 3D: 13/17 core joints, core_err=24.2px, Z=0.98m"
CAP000198,S006,leaning_forward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,13,24.97,74.9,,0.48,0.432,0.96,"Full 3D: 13/17 core joints, core_err=25.0px, Z=0.96m"
CAP000199,S006,leaning_forward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,23.11,69.34,,0.457,0.432,0.959,"Full 3D: 14/17 core joints, core_err=23.1px, Z=0.96m"
CAP000200,S006,leaning_forward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.68,68.05,,0.458,0.429,0.962,"Full 3D: 14/17 core joints, core_err=22.7px, Z=0.96m"
CAP000201,S006,leaning_forward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,23.52,70.57,,0.467,0.437,0.963,"Full 3D: 14/17 core joints, core_err=23.5px, Z=0.96m"
CAP000202,S006,leaning_forward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,23.07,69.22,,0.469,0.424,0.964,"Full 3D: 14/17 core joints, core_err=23.1px, Z=0.96m"
CAP000203,S006,leaning_backward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.59,67.77,,0.399,0.464,1.0,"Full 3D: 14/17 core joints, core_err=22.6px, Z=1.00m"
CAP000204,S006,leaning_backward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.55,67.65,,0.401,0.46,0.997,"Full 3D: 14/17 core joints, core_err=22.6px, Z=1.00m"
CAP000205,S006,leaning_backward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,23.15,69.46,,0.401,0.464,0.996,"Full 3D: 14/17 core joints, core_err=23.2px, Z=1.00m"
CAP000206,S006,leaning_backward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,23.08,69.23,,0.409,0.462,0.995,"Full 3D: 14/17 core joints, core_err=23.1px, Z=0.99m"
CAP000207,S006,leaning_backward,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,22.8,68.39,,0.406,0.455,0.995,"Full 3D: 14/17 core joints, core_err=22.8px, Z=0.99m"
CAP000208,S006,leaning_left,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,26.81,80.44,,0.526,0.479,1.083,"Full 3D: 14/17 core joints, core_err=26.8px, Z=1.08m"
CAP000209,S006,leaning_left,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,26.99,80.96,,0.528,0.485,1.077,"Full 3D: 14/17 core joints, core_err=27.0px, Z=1.08m"
CAP000210,S006,leaning_left,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,26.39,79.16,,0.515,0.478,1.069,"Full 3D: 14/17 core joints, core_err=26.4px, Z=1.07m"
CAP000211,S006,leaning_left,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,25.57,76.71,,0.501,0.469,1.056,"Full 3D: 14/17 core joints, core_err=25.6px, Z=1.06m"
CAP000212,S006,leaning_left,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,25.78,77.35,,0.5,0.469,1.048,"Full 3D: 14/17 core joints, core_err=25.8px, Z=1.05m"
CAP000213,S006,leaning_right,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,13,29.61,88.83,,0.352,0.416,0.907,"Full 3D: 13/17 core joints, core_err=29.6px, Z=0.91m"
CAP000214,S006,leaning_right,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,13,29.67,89.0,,0.346,0.412,0.903,"Full 3D: 13/17 core joints, core_err=29.7px, Z=0.90m"
CAP000215,S006,leaning_right,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,13,29.51,88.52,,0.339,0.41,0.901,"Full 3D: 13/17 core joints, core_err=29.5px, Z=0.90m"
CAP000216,S006,leaning_right,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,13,29.38,88.13,,0.358,0.415,0.909,"Full 3D: 13/17 core joints, core_err=29.4px, Z=0.91m"
CAP000217,S006,leaning_right,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,13,29.71,89.14,,0.357,0.415,0.906,"Full 3D: 13/17 core joints, core_err=29.7px, Z=0.91m"
CAP000218,S006,slouching,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,13,27.23,81.69,,0.401,0.426,0.965,"Full 3D: 13/17 core joints, core_err=27.2px, Z=0.96m"
CAP000219,S006,slouching,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,25.25,75.75,,0.421,0.433,0.971,"Full 3D: 14/17 core joints, core_err=25.3px, Z=0.97m"
CAP000220,S006,slouching,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,14,22.72,68.15,65.21,0.432,,0.964,"Full 3D: 13/17 core joints, core_err=22.7px, Z=0.96m"
CAP000221,S006,slouching,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,25.4,76.21,,0.432,0.432,0.971,"Full 3D: 14/17 core joints, core_err=25.4px, Z=0.97m"
CAP000222,S006,slouching,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,14,14,25.27,75.81,,0.421,0.431,0.972,"Full 3D: 14/17 core joints, core_err=25.3px, Z=0.97m"
CAP000223,S006,forward_head,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,13,21.25,63.76,71.14,0.473,,0.949,"Full 3D: 11/17 core joints, core_err=21.3px, Z=0.95m"
CAP000224,S006,forward_head,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,13,24.03,72.08,68.99,0.46,,0.971,"Full 3D: 12/17 core joints, core_err=24.0px, Z=0.97m"
CAP000225,S006,forward_head,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,13,24.1,72.29,67.93,0.46,,0.969,"Full 3D: 12/17 core joints, core_err=24.1px, Z=0.97m"
CAP000226,S006,forward_head,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,13,14,22.89,68.66,67.92,0.45,,0.968,"Full 3D: 13/17 core joints, core_err=22.9px, Z=0.97m"
CAP000227,S006,forward_head,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,13,24.03,72.09,66.72,0.454,,0.969,"Full 3D: 12/17 core joints, core_err=24.0px, Z=0.97m"
CAP000228,S006,reject,CAL_005,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,13,31.14,93.43,81.92,0.471,0.482,0.94,"Full 3D: 12/17 core joints, core_err=31.1px, Z=0.94m"
CAP000229,S007,upright,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000230,S007,upright,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000231,S007,upright,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000232,S007,upright,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000233,S007,upright,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000234,S007,upright,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000235,S007,leaning_forward,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000236,S007,leaning_forward,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000237,S007,leaning_forward,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000238,S007,leaning_forward,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000239,S007,leaning_forward,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000240,S007,leaning_backward,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000241,S007,leaning_backward,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000242,S007,leaning_backward,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000243,S007,leaning_backward,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000244,S007,leaning_backward,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000245,S007,leaning_left,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000246,S007,leaning_left,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000247,S007,leaning_left,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000248,S007,leaning_left,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000249,S007,leaning_left,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000250,S007,leaning_right,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000251,S007,leaning_right,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000252,S007,leaning_right,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000253,S007,leaning_right,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000254,S007,leaning_right,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000255,S007,slouching,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000256,S007,slouching,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000257,S007,slouching,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000258,S007,slouching,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000259,S007,slouching,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
