split,image_path,relative_path,label_path,width,height,file_size_bytes,sha256,dhash64,brightness_mean,edge_variance,is_corrupt,label_exists,label_empty,object_count,valid_object_count,invalid_object_count,error
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0241_jpg.rf.2686f29393b7668dc5e4f0e55cb34690.jpg,train\images\nghiengphai_mp4-0241_jpg.rf.2686f29393b7668dc5e4f0e55cb34690.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0241_jpg.rf.2686f29393b7668dc5e4f0e55cb34690.txt,1280,720,79482,9572a944ff3a9a43a1b188ef99220d0120325905351bd5a104a83df1f6e38b08,c898c8c8cc889193,189.644,477.6174,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0242_jpg.rf.06ff0cc93af06e26389083357fe6e4ab.jpg,train\images\nghiengphai_mp4-0242_jpg.rf.06ff0cc93af06e26389083357fe6e4ab.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0242_jpg.rf.06ff0cc93af06e26389083357fe6e4ab.txt,1280,720,79445,94b55b7ff3bfbad75a9dc47821f73456a6f6e839a5e48abeec13fa3e3473eccf,c898c8c8cc889193,189.5998,476.7096,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0243_jpg.rf.a8ad6659391bf8b9f5cb0836c44275f9.jpg,train\images\nghiengphai_mp4-0243_jpg.rf.a8ad6659391bf8b9f5cb0836c44275f9.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0243_jpg.rf.a8ad6659391bf8b9f5cb0836c44275f9.txt,1280,720,80601,ed5072bc8b14d24519f71024de67e67118dcb9412e65da70b723ab84bf1dbb8e,c8c8c8c8cc889193,189.4823,525.9033,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0244_jpg.rf.c0fcb2678b899c141fc0f5f640456488.jpg,train\images\nghiengphai_mp4-0244_jpg.rf.c0fcb2678b899c141fc0f5f640456488.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0244_jpg.rf.c0fcb2678b899c141fc0f5f640456488.txt,1280,720,79905,4d1f34d0fd26fcddb92b015d45add3451d252b0a0800b4462bd46d5004985b77,c8c8c8c8cc889193,189.5103,494.9049,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0246_jpg.rf.16dcbb37c085c393a55cda07abad270b.jpg,train\images\nghiengphai_mp4-0246_jpg.rf.16dcbb37c085c393a55cda07abad270b.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0246_jpg.rf.16dcbb37c085c393a55cda07abad270b.txt,1280,720,79066,c83a6e3de528d554bae6ac161bfb3751a6fab17ba659c1e6f9f4512f7f30ee1e,c8ccc8c8cc889193,189.4888,469.4761,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0249_jpg.rf.e79b21814a8a5acc07e458cefbf06c0f.jpg,train\images\nghiengphai_mp4-0249_jpg.rf.e79b21814a8a5acc07e458cefbf06c0f.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0249_jpg.rf.e79b21814a8a5acc07e458cefbf06c0f.txt,1280,720,78842,4bae1c123281ba7f121199cdf97af8e31a09e01ba9b0500b2724717ce77bac31,ccccccc8cc889193,189.4677,472.1999,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0250_jpg.rf.88ea148454252b50b9213830d4ae733e.jpg,train\images\nghiengphai_mp4-0250_jpg.rf.88ea148454252b50b9213830d4ae733e.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0250_jpg.rf.88ea148454252b50b9213830d4ae733e.txt,1280,720,78890,fc6514b90fc6b31d13b90c662bdb3d9d413d9a3b5c2a72ca6d3ea5f23f044c38,ccccccc8cc889193,189.4188,477.3667,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0251_jpg.rf.d18fefb2ea32db9501e2f3568bc25b3d.jpg,train\images\nghiengphai_mp4-0251_jpg.rf.d18fefb2ea32db9501e2f3568bc25b3d.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0251_jpg.rf.d18fefb2ea32db9501e2f3568bc25b3d.txt,1280,720,78896,8dc687b1605ba866a6809b0f38f76248261caf365b14b8e83c3fb504fe7b4dac,ccccccc8cc889193,189.3765,477.0916,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0252_jpg.rf.72fea3444460e3b937367981a7a86887.jpg,train\images\nghiengphai_mp4-0252_jpg.rf.72fea3444460e3b937367981a7a86887.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0252_jpg.rf.72fea3444460e3b937367981a7a86887.txt,1280,720,79194,4a78294b5d9cf0bb00c13a7bb0d8237f117f23dcbc075d2f200f5af26ae240a5,ccccccc8cc889193,189.3056,483.731,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0253_jpg.rf.360701a1de80cfa5892f23166fd16b04.jpg,train\images\nghiengphai_mp4-0253_jpg.rf.360701a1de80cfa5892f23166fd16b04.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0253_jpg.rf.360701a1de80cfa5892f23166fd16b04.txt,1280,720,79332,c01abf5e1132868710b2b82f8dbe0c5b56f56a4c6cb3941cd183abb911c74ad9,ccccccc8cc889193,189.2596,479.8183,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0254_jpg.rf.ef5effa14e6796d508c7b116e544371e.jpg,train\images\nghiengphai_mp4-0254_jpg.rf.ef5effa14e6796d508c7b116e544371e.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0254_jpg.rf.ef5effa14e6796d508c7b116e544371e.txt,1280,720,79533,81ed8396dcd3366c86d6d8ff260cafaf080c106ccb2fa850e37241765ef35d4d,ccccccc8cc889193,189.2018,483.0519,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0257_jpg.rf.ac66636c6acc32bb1cb721467d35408b.jpg,train\images\nghiengphai_mp4-0257_jpg.rf.ac66636c6acc32bb1cb721467d35408b.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0257_jpg.rf.ac66636c6acc32bb1cb721467d35408b.txt,1280,720,79430,b65eb4eb577719625a97ee597defc7ad9f3029067100a0751ce0162c9afd20a9,ccccccc8cc889193,189.3059,480.3125,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0258_jpg.rf.cd44248a1c6e3d91e1d90d69623e4480.jpg,train\images\nghiengphai_mp4-0258_jpg.rf.cd44248a1c6e3d91e1d90d69623e4480.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0258_jpg.rf.cd44248a1c6e3d91e1d90d69623e4480.txt,1280,720,79390,3c1f83fdb4ac7d08fbf8039386cd7282b74fca2e4444032435ef9d2e28e99c0d,ccccccc8cc889193,189.8959,489.3925,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0259_jpg.rf.679df3ab00b83d3525cf0a53c69fbbe7.jpg,train\images\nghiengphai_mp4-0259_jpg.rf.679df3ab00b83d3525cf0a53c69fbbe7.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0259_jpg.rf.679df3ab00b83d3525cf0a53c69fbbe7.txt,1280,720,79478,c39bae0c1328550af12cff951ec626499861b97cd74fd38df119cf856dc9dd2a,ccccccc8cc889193,190.0776,489.6463,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0260_jpg.rf.d970526512d3e39e79b890b4a74ab931.jpg,train\images\nghiengphai_mp4-0260_jpg.rf.d970526512d3e39e79b890b4a74ab931.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0260_jpg.rf.d970526512d3e39e79b890b4a74ab931.txt,1280,720,79200,350939238bd87a7c802b2e857880d63f58bff6232a7b4338e8cedb2bb1ce4273,ccccccc8cc889193,190.1735,479.3631,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0261_jpg.rf.ae69757610db4b1a49081a32aeeb5da1.jpg,train\images\nghiengphai_mp4-0261_jpg.rf.ae69757610db4b1a49081a32aeeb5da1.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0261_jpg.rf.ae69757610db4b1a49081a32aeeb5da1.txt,1280,720,78960,ec76511e0583bf278e2964d707ce5cb69a4cda40877fd2c916fefe60540038b6,ccccccc8cc889193,190.234,471.1449,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0262_jpg.rf.3799f659872e6883517ca772cc15f70a.jpg,train\images\nghiengphai_mp4-0262_jpg.rf.3799f659872e6883517ca772cc15f70a.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0262_jpg.rf.3799f659872e6883517ca772cc15f70a.txt,1280,720,78941,8175b428f047c7fdc82509538d96dc3b6069fd97f06de5b453c3bcd8ac093933,ccccccc8cc889193,190.2802,473.1778,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengphai_mp4-0263_jpg.rf.f578d620e7f1f907bf3ac260c2071211.jpg,train\images\nghiengphai_mp4-0263_jpg.rf.f578d620e7f1f907bf3ac260c2071211.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengphai_mp4-0263_jpg.rf.f578d620e7f1f907bf3ac260c2071211.txt,1280,720,79204,e83f472ab2db3740dd004fa121319ce00cc6c80904b9a66402393fce08847d0e,ccccccc8cc889193,190.2932,480.9975,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0001_jpg.rf.8753e3670f5b58d67a4117be3b3a8716.jpg,train\images\nghiengtrai_mp4-0001_jpg.rf.8753e3670f5b58d67a4117be3b3a8716.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0001_jpg.rf.8753e3670f5b58d67a4117be3b3a8716.txt,1280,720,81651,b8067935eb2b0f296342e3d1fdc59c206b8509f7642b38a5dd8ed290d91e93f8,ccccccc88c889193,166.4336,410.779,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0002_jpg.rf.eec1a1b9d626c29f6ba587d947904c44.jpg,train\images\nghiengtrai_mp4-0002_jpg.rf.eec1a1b9d626c29f6ba587d947904c44.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0002_jpg.rf.eec1a1b9d626c29f6ba587d947904c44.txt,1280,720,81078,b43e917ba8d4b73a217bfa541d61d9e2748e3200e0a1434bc1dda57c47dcabec,ccccccc88c889193,166.3743,409.4569,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0003_jpg.rf.7ab7c5acef1b1c2a8ccfd8b927f3f5d0.jpg,train\images\nghiengtrai_mp4-0003_jpg.rf.7ab7c5acef1b1c2a8ccfd8b927f3f5d0.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0003_jpg.rf.7ab7c5acef1b1c2a8ccfd8b927f3f5d0.txt,1280,720,80797,41b5cae9b424cea6ac27070866d448c0cf16df8340069e016344613ebf5196a0,ccccccc88c889193,166.4153,411.8954,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0005_jpg.rf.f002c69a79838b6e8d7eb3f2469cadbe.jpg,train\images\nghiengtrai_mp4-0005_jpg.rf.f002c69a79838b6e8d7eb3f2469cadbe.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0005_jpg.rf.f002c69a79838b6e8d7eb3f2469cadbe.txt,1280,720,78169,ceae37244e7c956ede4016dccb5107ac09cb473a9be879c164db6aecd208e466,ccccccc88c889193,166.4176,418.3829,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0007_jpg.rf.f72d46e16f69e7702014d8d5da400783.jpg,train\images\nghiengtrai_mp4-0007_jpg.rf.f72d46e16f69e7702014d8d5da400783.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0007_jpg.rf.f72d46e16f69e7702014d8d5da400783.txt,1280,720,77082,04aa07882084235800ea8ef0cd3553d7e38296b77b4f1ba02c0ce8e18eb47d4f,ccccccc88c889193,166.4385,407.759,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0011_jpg.rf.c4dcbd24e4e4fc141c2ad59b23b3e66a.jpg,train\images\nghiengtrai_mp4-0011_jpg.rf.c4dcbd24e4e4fc141c2ad59b23b3e66a.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0011_jpg.rf.c4dcbd24e4e4fc141c2ad59b23b3e66a.txt,1280,720,77117,a399319bfe56def9a62882d03a6ac90395a692ec3f8a504c83fa59ef59556962,ccccccc88c889193,167.336,413.1523,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0014_jpg.rf.ed0254f44141ec1750ee5f34b8334135.jpg,train\images\nghiengtrai_mp4-0014_jpg.rf.ed0254f44141ec1750ee5f34b8334135.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0014_jpg.rf.ed0254f44141ec1750ee5f34b8334135.txt,1280,720,76251,8df497449dd0280be43a6c02ba4383ab45f3ebc2a8570f1ae90ac67a416991a2,ccccccc88c889193,167.5011,401.7495,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0015_jpg.rf.66003a4ac6302958314ed0fd6bcb7285.jpg,train\images\nghiengtrai_mp4-0015_jpg.rf.66003a4ac6302958314ed0fd6bcb7285.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0015_jpg.rf.66003a4ac6302958314ed0fd6bcb7285.txt,1280,720,76032,bb4fa8e39d3718efca13a3cc9f9eeb0d2e1a804c75f65072276195198fc520f4,ccccccc88c889193,167.5291,397.3045,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0016_jpg.rf.54291baf081db8f8fcf56bccf75febdb.jpg,train\images\nghiengtrai_mp4-0016_jpg.rf.54291baf081db8f8fcf56bccf75febdb.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0016_jpg.rf.54291baf081db8f8fcf56bccf75febdb.txt,1280,720,75985,bbab3005ac81a50d3ecda9613c0b5bd25c03e360dc50022ab71f72e0450bb05b,ccccccc88c889193,167.5342,398.419,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0017_jpg.rf.86d7491a3b67985a0889b8cba7cd3017.jpg,train\images\nghiengtrai_mp4-0017_jpg.rf.86d7491a3b67985a0889b8cba7cd3017.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0017_jpg.rf.86d7491a3b67985a0889b8cba7cd3017.txt,1280,720,77229,227af39a2498f7fd0793cb2b0d9694172e2cf0c58cbd869bdbf10b35fc42eb82,ccccccc88c889193,167.5972,413.163,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0019_jpg.rf.fd090bedb6fd8570127c10685e0efcbd.jpg,train\images\nghiengtrai_mp4-0019_jpg.rf.fd090bedb6fd8570127c10685e0efcbd.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0019_jpg.rf.fd090bedb6fd8570127c10685e0efcbd.txt,1280,720,76441,812ee61cb9d6912ef9fbfc94e4ac631781a86d0fd3e81ef1370c61687623f9ef,ccccccc88c889193,167.6194,406.1212,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0020_jpg.rf.2b88dbc95a25fee5d01ef77866e962f3.jpg,train\images\nghiengtrai_mp4-0020_jpg.rf.2b88dbc95a25fee5d01ef77866e962f3.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0020_jpg.rf.2b88dbc95a25fee5d01ef77866e962f3.txt,1280,720,76354,0d771d68fad855a7045d8b7c8c553883f310b3f0cdf5a6526f504ae96235f255,ccccccc88c889193,167.6175,402.6616,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0021_jpg.rf.d29e684d1f6eb6875c1cec2c6f6ce2c9.jpg,train\images\nghiengtrai_mp4-0021_jpg.rf.d29e684d1f6eb6875c1cec2c6f6ce2c9.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0021_jpg.rf.d29e684d1f6eb6875c1cec2c6f6ce2c9.txt,1280,720,76267,dd5663eac6950adbfbc1c0bc8e21df052f444d27f1aefaa87ebece9cb9a9ac71,ccccccc88c889193,167.6361,403.9851,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0023_jpg.rf.1f97a8201b3f2e0f245ee84f42e95443.jpg,train\images\nghiengtrai_mp4-0023_jpg.rf.1f97a8201b3f2e0f245ee84f42e95443.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0023_jpg.rf.1f97a8201b3f2e0f245ee84f42e95443.txt,1280,720,76758,7530ffa80d3ecc486badebead85178fc4406bcdd79d39748b93907e32281ba30,ccccccc88c889193,167.6681,410.6905,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0024_jpg.rf.739ccfcae6b5de3a1c2580910c6e214b.jpg,train\images\nghiengtrai_mp4-0024_jpg.rf.739ccfcae6b5de3a1c2580910c6e214b.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0024_jpg.rf.739ccfcae6b5de3a1c2580910c6e214b.txt,1280,720,76686,ed9e30fcb21cdbecf6c1963faa9c3c13af999b38829047da0d7c3fc2f85b3402,ccccccc88c889193,167.6781,407.4503,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0026_jpg.rf.4fd4ccd8c95ec310caae588fd93841bd.jpg,train\images\nghiengtrai_mp4-0026_jpg.rf.4fd4ccd8c95ec310caae588fd93841bd.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0026_jpg.rf.4fd4ccd8c95ec310caae588fd93841bd.txt,1280,720,76583,18b43e0e562de1f969f42c5275db5c0e8ae230927cf2fba345dd3eedbb4eb419,ccccccc88c889193,167.7621,414.3214,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0027_jpg.rf.5b407fd1bca58d751eb7715a583c5383.jpg,train\images\nghiengtrai_mp4-0027_jpg.rf.5b407fd1bca58d751eb7715a583c5383.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0027_jpg.rf.5b407fd1bca58d751eb7715a583c5383.txt,1280,720,75596,40c7fa2abea8ac151913517e7788ac4462df59b854519361a0e67fcaf4838482,ccccccc88c889193,167.7706,400.6845,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0028_jpg.rf.281ab7d999bf9c56db3e61072eae94cd.jpg,train\images\nghiengtrai_mp4-0028_jpg.rf.281ab7d999bf9c56db3e61072eae94cd.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0028_jpg.rf.281ab7d999bf9c56db3e61072eae94cd.txt,1280,720,75401,490dbdc79ab507a25ae6a18e71e1f8cb5591fc6d34ce9dd8783b0135a8b2add5,ccccccc88c889193,167.7622,403.45,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0030_jpg.rf.187b822bfcb526191574f81120c3c54b.jpg,train\images\nghiengtrai_mp4-0030_jpg.rf.187b822bfcb526191574f81120c3c54b.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0030_jpg.rf.187b822bfcb526191574f81120c3c54b.txt,1280,720,75266,eb3aede5cda80f4c83335e4be46015aa1828ce66db5a2b4a195c253b7786cb29,ccccccc88c889193,167.7929,399.4109,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0031_jpg.rf.b9f4e01bd862051b026b205d61806fed.jpg,train\images\nghiengtrai_mp4-0031_jpg.rf.b9f4e01bd862051b026b205d61806fed.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0031_jpg.rf.b9f4e01bd862051b026b205d61806fed.txt,1280,720,75264,c94beafdb09f9e1ebd5f66ffcc9a2ca8658928b8254fffb09d9eaf4b2b3578d0,ccccccc88c889193,167.799,396.127,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0033_jpg.rf.f2cd3e7805aafa675cc5eff5e22972fe.jpg,train\images\nghiengtrai_mp4-0033_jpg.rf.f2cd3e7805aafa675cc5eff5e22972fe.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0033_jpg.rf.f2cd3e7805aafa675cc5eff5e22972fe.txt,1280,720,75160,08b59dbbe17bf5d6f65f75cea7018bad5bc7fbd5d7be8ca09d21481d65a4f9dc,ccccccc88c889193,167.7647,397.6505,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0035_jpg.rf.f0366a7e3b313078938f766faeca3114.jpg,train\images\nghiengtrai_mp4-0035_jpg.rf.f0366a7e3b313078938f766faeca3114.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0035_jpg.rf.f0366a7e3b313078938f766faeca3114.txt,1280,720,75031,141decbefe57cc2bac3324cb041da589a92afcd220dfc1d47268e81c2d0ed55a,ccccccc88c889193,167.777,387.4317,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0036_jpg.rf.57c94c34684d69ca6f10b9e11b40dbd7.jpg,train\images\nghiengtrai_mp4-0036_jpg.rf.57c94c34684d69ca6f10b9e11b40dbd7.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0036_jpg.rf.57c94c34684d69ca6f10b9e11b40dbd7.txt,1280,720,74900,221f903f3c27e548989bf1417c8af1c2cd8eb11c2ce01869baeacb49fed0172e,ccccccc88c889193,167.7818,387.9569,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0037_jpg.rf.4ebe663f5a98848320db5080d569eaa3.jpg,train\images\nghiengtrai_mp4-0037_jpg.rf.4ebe663f5a98848320db5080d569eaa3.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0037_jpg.rf.4ebe663f5a98848320db5080d569eaa3.txt,1280,720,74220,696a73e1b18319ccea4e2f0f767cbafc7cba6822f47ab2eccf4bea13c7c88871,cccdccc88c889193,171.1843,404.967,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\nghiengtrai_mp4-0038_jpg.rf.4772c55f89d4f024d76d1577ec6caf6c.jpg,train\images\nghiengtrai_mp4-0038_jpg.rf.4772c55f89d4f024d76d1577ec6caf6c.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\nghiengtrai_mp4-0038_jpg.rf.4772c55f89d4f024d76d1577ec6caf6c.txt,1280,720,74994,a610b5f9de775093fe207acdee27cb02f80651619427faa1dabb0a410b63fa01,cccdccc88c889193,171.5186,410.7979,False,True,False,1,1,0,
