cluster_id,cluster_size,labels,splits,mixed_label,cross_split,edge_count,min_edge_distance,max_edge_distance,mean_edge_distance,suggested_representative,review_priority
CL00155,4,leaning_right,train,False,False,3,1,2,1.667,train/leaning_right/extract1903_jpg.rf.2732d95b032117ea8bb2bd976eb08144.jpg,P4_same_label_same_split
CL00156,4,leaning_right,train,False,False,4,0,2,1.0,train/leaning_right/extract2636_jpg.rf.3bb39d8f520751738c69ae31f1a360d8.jpg,P4_same_label_same_split
CL00157,4,leaning_right,train,False,False,4,0,2,1.5,train/leaning_right/extract3106_jpg.rf.5e40d2ac5cb0747b5851f32cc576680c.jpg,P4_same_label_same_split
CL00158,4,leaning_right,train,False,False,3,1,2,1.667,train/leaning_right/extract3496_jpg.rf.9a5b179b4a15b4343c8d4e677cbbd004.jpg,P4_same_label_same_split
CL00159,4,leaning_forward | upright,train | valid,True,True,3,2,2,2.0,valid/leaning_forward/VidWebCam_frame_3542_png_jpg.rf.6ce898a1bdc2af7fd60f31de24bbcd5f.jpg,P1_mixed_label_cross_split
CL00160,4,upright,train,False,False,3,1,2,1.667,train/upright/extract2849_jpg.rf.49243bfac314249ea08db58201c41da4.jpg,P4_same_label_same_split
CL00161,4,upright,train,False,False,6,0,2,1.167,train/upright/mb0312_jpg.rf.fddceb56f32980fb6b380cf3fd04dc9c.jpg,P4_same_label_same_split
CL00162,4,leaning_forward,valid,False,False,3,2,2,2.0,valid/leaning_forward/extract1396_jpg.rf.f70a71e88e756f2bed77019d9d7082e0.jpg,P4_same_label_same_split
CL00163,4,leaning_forward,valid,False,False,4,1,2,1.75,valid/leaning_forward/extract1452_jpg.rf.d52ae3e8bed5f518d023eb67e47c424f.jpg,P4_same_label_same_split
CL00164,4,leaning_forward,valid,False,False,3,1,2,1.667,valid/leaning_forward/extract1602_jpg.rf.967095a4795a04e8d452f106af703fed.jpg,P4_same_label_same_split
CL00165,3,leaning_backward,test | train,False,True,3,1,2,1.333,train/leaning_backward/extract0016_jpg.rf.518a2cc64514baa0bf909a211e0022be.jpg,P2_cross_split
CL00166,3,leaning_forward,test,False,False,2,2,2,2.0,test/leaning_forward/2023-11-21-031605_jpg.rf.9461d31bc9416f19e555bd233447a72c.jpg,P4_same_label_same_split
CL00167,3,leaning_forward,test,False,False,3,1,2,1.333,test/leaning_forward/extract0003_jpg.rf.6148914f9d9e2539bce17ce14bcb90a5.jpg,P4_same_label_same_split
CL00168,3,leaning_forward,test,False,False,2,1,2,1.5,test/leaning_forward/extract0006_jpg.rf.701809f374720429cd458c272f5a3f1f.jpg,P4_same_label_same_split
CL00169,3,leaning_forward,test,False,False,3,0,1,0.667,test/leaning_forward/extract0041_jpg.rf.5c8f75ac7165a82acce704ad6e266f29.jpg,P4_same_label_same_split
CL00170,3,leaning_forward,test,False,False,2,2,2,2.0,test/leaning_forward/extract0044_jpg.rf.3b76a417ecbe30ebbd7a5e4720c9558b.jpg,P4_same_label_same_split
CL00171,3,leaning_forward,test,False,False,3,2,2,2.0,test/leaning_forward/extract0054_jpg.rf.1c1a15251d4659af6a379a26dc257771.jpg,P4_same_label_same_split
CL00172,3,leaning_forward,test,False,False,3,0,2,1.333,test/leaning_forward/extract0234_jpg.rf.6fe8fd1f022bbe12b8af059cf8f35e0a.jpg,P4_same_label_same_split
CL00173,3,leaning_forward,test,False,False,3,0,1,0.667,test/leaning_forward/extract2240_jpg.rf.2d1fa32513aeb4c415d3c775bc6653e3.jpg,P4_same_label_same_split
CL00174,3,leaning_forward,test,False,False,3,0,1,0.667,test/leaning_forward/extract2264_jpg.rf.a8e0202b0f2cebd1a544e076259ba3b2.jpg,P4_same_label_same_split
CL00175,3,leaning_forward,test,False,False,3,0,1,0.667,test/leaning_forward/extract2699_jpg.rf.4f50264b8ddcef3e22aed66012805d6a.jpg,P4_same_label_same_split
CL00176,3,leaning_left,test | train,False,True,2,1,2,1.5,train/leaning_left/VidWebCam_frame_2541_png_jpg.rf.bee91147df1a0f04ad47c213d27fb532.jpg,P2_cross_split
CL00177,3,leaning_left,test | train,False,True,3,0,2,1.333,train/leaning_left/mb20247_jpg.rf.a48f2d03448682d35f1bba118736f36f.jpg,P2_cross_split
CL00178,3,leaning_backward,train,False,False,3,0,1,0.667,train/leaning_backward/extract0003_jpg.rf.6a137093b6b2ec63f40369e67fb5cce5.jpg,P4_same_label_same_split
CL00179,3,leaning_backward,train | valid,False,True,2,2,2,2.0,train/leaning_backward/extract3272_jpg.rf.2c0569bd220b3c6cef6a86321ef2f348.jpg,P2_cross_split
CL00180,3,leaning_backward,train,False,False,3,2,2,2.0,train/leaning_backward/mb0132_jpg.rf.846b13d63516e10d60d23e7359bb8698.jpg,P4_same_label_same_split
CL00181,3,leaning_backward | upright,train | valid,True,True,3,0,1,0.667,train/upright/mb0220_jpg.rf.dc6d8492a7423fc497c5a3808224aee1.jpg,P1_mixed_label_cross_split
CL00182,3,leaning_backward,train | valid,False,True,3,0,2,1.333,train/leaning_backward/mb0447_jpg.rf.6926889af90fe0fcdcd05e0514c4cd47.jpg,P2_cross_split
CL00183,3,leaning_backward,train,False,False,3,0,0,0.0,train/leaning_backward/mb0372_jpg.rf.4c9fb80f6c3a0937d1ec03391c240809.jpg,P4_same_label_same_split
CL00184,3,leaning_backward | leaning_forward,train | valid,True,True,3,1,2,1.333,valid/leaning_forward/mb0492_jpg.rf.18fc14327031ecdccbae1b1dd0c10d8d.jpg,P1_mixed_label_cross_split
CL00185,3,leaning_backward,train | valid,False,True,3,0,2,1.333,train/leaning_backward/mb0532_jpg.rf.3aeb3ff5ee1a609c55d0c647a6fabaab.jpg,P2_cross_split
CL00186,3,leaning_backward,train,False,False,3,1,2,1.333,train/leaning_backward/mb20299_jpg.rf.7d013a9f75a64274ae91ca9aecfd11c4.jpg,P4_same_label_same_split
CL00187,3,leaning_left,train,False,False,2,1,2,1.5,train/leaning_left/extract0349_jpg.rf.d947a51f3128afd996dbcc3cbd772660.jpg,P4_same_label_same_split
CL00188,3,leaning_left,train,False,False,2,1,2,1.5,train/leaning_left/extract0781_jpg.rf.ad76631cc4947674c4e556c3033eeb91.jpg,P4_same_label_same_split
CL00189,3,leaning_left,train,False,False,3,0,2,1.333,train/leaning_left/extract0814_jpg.rf.bb61988226e37d85063c6596e57bbc1c.jpg,P4_same_label_same_split
CL00190,3,leaning_forward | leaning_left,train | valid,True,True,3,0,0,0.0,train/leaning_left/extract0828_jpg.rf.9722f310574c0c6cea75b305f79b6b04.jpg,P1_mixed_label_cross_split
CL00191,3,leaning_forward | leaning_left,train | valid,True,True,2,2,2,2.0,train/leaning_left/extract1286_jpg.rf.6120381d87d888fbc69086c4e41e3030.jpg,P1_mixed_label_cross_split
CL00192,3,leaning_left,train,False,False,2,1,2,1.5,train/leaning_left/extract1758_jpg.rf.76691af20ee3a4996cd37aac56f17bd9.jpg,P4_same_label_same_split
CL00193,3,leaning_left | leaning_right,train,True,False,2,1,2,1.5,train/leaning_left/extract2594_jpg.rf.9e94117d7c932d06e78ad30983b350f1.jpg,P3_mixed_label
CL00194,3,leaning_left,train,False,False,2,2,2,2.0,train/leaning_left/extract3002_jpg.rf.036ab6537cecddc60a6bb216e4e74f54.jpg,P4_same_label_same_split
CL00195,3,leaning_left,train,False,False,3,0,1,0.667,train/leaning_left/mb0054_jpg.rf.4d496f1eccf663e4c1e72dc267990f62.jpg,P4_same_label_same_split
CL00196,3,leaning_left,train,False,False,2,1,2,1.5,train/leaning_left/mb0210_jpg.rf.056af7955611b315f335cbd795cf963f.jpg,P4_same_label_same_split
CL00197,3,leaning_left,train,False,False,3,0,1,0.667,train/leaning_left/mb20207_jpg.rf.e1a8f1ddbc3223148e6a15066fb9b6ad.jpg,P4_same_label_same_split
CL00198,3,leaning_left,train,False,False,3,1,2,1.333,train/leaning_left/mb20243_jpg.rf.ee847714aa2c28e558fd86ae79bf0844.jpg,P4_same_label_same_split
CL00199,3,leaning_right,train,False,False,3,0,2,1.333,train/leaning_right/extract0483_jpg.rf.ebf77666f0c56dc4b71243b425afebf2.jpg,P4_same_label_same_split
CL00200,3,leaning_right,train,False,False,3,0,2,1.333,train/leaning_right/extract1942_jpg.rf.40884b8a3af6f1e59e2df63678abd7ad.jpg,P4_same_label_same_split
CL00201,3,leaning_right,train,False,False,2,2,2,2.0,train/leaning_right/extract2688_jpg.rf.b114048494eb5c2c73fc9fe015fd7890.jpg,P4_same_label_same_split
CL00202,3,leaning_right,train,False,False,2,2,2,2.0,train/leaning_right/extract3102_jpg.rf.bc48bb62a307bd1aafe8c931a477bbdf.jpg,P4_same_label_same_split
CL00203,3,leaning_right,train,False,False,3,1,2,1.333,train/leaning_right/mb0391_jpg.rf.d355594883b7dd2625f1e8b0b1ac49bb.jpg,P4_same_label_same_split
CL00204,3,leaning_right,train,False,False,3,0,1,0.667,train/leaning_right/mb0523_jpg.rf.85b91bb6ca220d32c5e7f85433754161.jpg,P4_same_label_same_split
CL00205,3,leaning_right,train,False,False,3,1,2,1.333,train/leaning_right/mb20285_jpg.rf.c316a80797036d52873ff8003ed44a38.jpg,P4_same_label_same_split
CL00206,3,upright,train,False,False,3,1,2,1.333,train/upright/extract0003_jpg.rf.c064a8039f13f9f87dcab5f3a9a36f50.jpg,P4_same_label_same_split
CL00207,3,upright,train,False,False,2,1,2,1.5,train/upright/extract0010_jpg.rf.dd1d2ba781d11086f84a1aa04dffef84.jpg,P4_same_label_same_split
CL00208,3,upright,train,False,False,3,0,1,0.667,train/upright/extract2713_jpg.rf.0d7ef612bc243a0bd9a1fea2a8975cd7.jpg,P4_same_label_same_split
CL00209,3,upright,train,False,False,3,0,1,0.667,train/upright/extract2946_jpg.rf.a11f1730f6e567f54ce6619db55a5b67.jpg,P4_same_label_same_split
CL00210,3,upright,train,False,False,3,0,1,0.667,train/upright/mb0078_jpg.rf.0f502c31c6bb0335ce295ecdc8414c1c.jpg,P4_same_label_same_split
CL00211,3,upright,train,False,False,3,0,2,1.333,train/upright/mb0143_jpg.rf.d4c07961c410bf1721e4730551240cbd.jpg,P4_same_label_same_split
CL00212,3,upright,train,False,False,3,0,1,0.667,train/upright/mb0185_jpg.rf.1c97eaa80ba3950a4838f5b197235aed.jpg,P4_same_label_same_split
CL00213,3,upright,train,False,False,2,2,2,2.0,train/upright/mb0187_jpg.rf.85b10f6e23141986422ad4857632066e.jpg,P4_same_label_same_split
CL00214,3,upright,train,False,False,3,0,1,0.667,train/upright/mb0294_jpg.rf.e28ac26bc95a70f642d99be7b4f5a491.jpg,P4_same_label_same_split
CL00215,3,leaning_forward | upright,train | valid,True,True,3,1,2,1.333,train/upright/mb0467_jpg.rf.7e27bce0cc59ea6e1c174dd53d859001.jpg,P1_mixed_label_cross_split
CL00216,3,upright,train,False,False,3,2,2,2.0,train/upright/mb0506_jpg.rf.fb5aa7a3be3a35bc7cadc71a925386c9.jpg,P4_same_label_same_split
CL00217,3,upright,train,False,False,2,2,2,2.0,train/upright/mb0530_jpg.rf.18906141dd28b1cffb5af1214f56c4ce.jpg,P4_same_label_same_split
CL00218,3,leaning_forward,valid,False,False,3,0,0,0.0,valid/leaning_forward/extract1264_jpg.rf.39c979e5941167c4587b69de946017aa.jpg,P4_same_label_same_split
CL00219,3,leaning_forward,valid,False,False,3,0,0,0.0,valid/leaning_forward/extract1391_jpg.rf.40be0ec2278fe159ba53d8ee5cc4cae3.jpg,P4_same_label_same_split
CL00220,3,leaning_forward,valid,False,False,3,1,2,1.333,valid/leaning_forward/extract1434_jpg.rf.0ad7f5f9f64eb4dfa60275198e5a7d48.jpg,P4_same_label_same_split
CL00221,3,leaning_forward,valid,False,False,3,0,2,1.333,valid/leaning_forward/extract1460_jpg.rf.fbef2a8887c529d1f50eca1ca4640876.jpg,P4_same_label_same_split
CL00222,3,leaning_forward,valid,False,False,3,0,2,1.333,valid/leaning_forward/extract1462_jpg.rf.11e3838da31820d9d61021bf3f761b78.jpg,P4_same_label_same_split
CL00223,3,leaning_forward,valid,False,False,3,0,2,1.333,valid/leaning_forward/extract1468_jpg.rf.dabcdf52b9a544ba427cdeb6559e8ec2.jpg,P4_same_label_same_split
CL00224,3,leaning_forward,valid,False,False,3,0,2,1.333,valid/leaning_forward/extract1472_jpg.rf.4e04348a82c08363e8d9c1eeb5b8454a.jpg,P4_same_label_same_split
CL00225,3,leaning_forward,valid,False,False,2,1,2,1.5,valid/leaning_forward/extract1475_jpg.rf.7681eca8186a400db3aa72f362d0aa9a.jpg,P4_same_label_same_split
CL00226,3,leaning_forward,valid,False,False,3,0,0,0.0,valid/leaning_forward/extract1528_jpg.rf.6fbb72b2e85c3eabf2aee3c8aeee3694.jpg,P4_same_label_same_split
CL00227,3,leaning_forward,valid,False,False,3,1,2,1.333,valid/leaning_forward/mb0008_jpg.rf.21ffef7d5ee16fd189a0a9049cd6852b.jpg,P4_same_label_same_split
CL00228,3,leaning_forward,valid,False,False,3,0,0,0.0,valid/leaning_forward/mb0047_jpg.rf.e1cedcbf53f1f328749bdc596ac08611.jpg,P4_same_label_same_split
CL00229,3,leaning_forward,valid,False,False,3,0,1,0.667,valid/leaning_forward/mb0396_jpg.rf.f190bbe777fff77504761164fbf9e2a3.jpg,P4_same_label_same_split
CL00230,2,leaning_backward,test | train,False,True,1,2,2,2.0,test/leaning_backward/extract0005_jpg.rf.b03d4d44d87b4673ecac12fd1e67e1f6.jpg,P2_cross_split
CL00231,2,leaning_backward,test | valid,False,True,1,0,0,0.0,valid/leaning_backward/mb0318_jpg.rf.b75d1cbe0c575ed4b7fb30a2d5a7beb9.jpg,P2_cross_split
CL00232,2,leaning_backward,test | valid,False,True,1,1,1,1.0,test/leaning_backward/mb20292_jpg.rf.94fdb17c070ed9adfa3bd1c32b3e1868.jpg,P2_cross_split
CL00233,2,leaning_forward,test,False,False,1,2,2,2.0,test/leaning_forward/2023-11-21-031658_jpg.rf.4dd0b9c792d6d770c81e552e309c763e.jpg,P4_same_label_same_split
CL00234,2,leaning_forward,test,False,False,1,0,0,0.0,test/leaning_forward/extract0002_jpg.rf.27bfae47d117b29927efeac2bad2e5fd.jpg,P4_same_label_same_split
CL00235,2,leaning_forward,test,False,False,1,0,0,0.0,test/leaning_forward/extract0001_jpg.rf.cf16824f4a0dac0f1fa84d88d8d7a3f2.jpg,P4_same_label_same_split
CL00236,2,leaning_forward,test,False,False,1,1,1,1.0,test/leaning_forward/extract0001_jpg.rf.d8cb84d7ec7e08f3962f60444148af0c.jpg,P4_same_label_same_split
CL00237,2,leaning_forward,test,False,False,1,1,1,1.0,test/leaning_forward/extract0003_jpg.rf.fbd4d9643038a86aea0ef233be985f85.jpg,P4_same_label_same_split
CL00238,2,leaning_forward,test,False,False,1,2,2,2.0,test/leaning_forward/extract0009_jpg.rf.2bf6c5594187df37132b826d743bb883.jpg,P4_same_label_same_split
CL00239,2,leaning_forward,test,False,False,1,0,0,0.0,test/leaning_forward/extract0011_jpg.rf.cbc92c344be0106265813e9dfe844641.jpg,P4_same_label_same_split
CL00240,2,leaning_forward,test,False,False,1,1,1,1.0,test/leaning_forward/extract0021_jpg.rf.93efd9fa5bfa0d6f6b34b9b5b9eaaa99.jpg,P4_same_label_same_split
CL00241,2,leaning_forward | upright,test | train,True,True,1,0,0,0.0,train/upright/extract0030_jpg.rf.699e445b9767fb7389e22d489d6de6cb.jpg,P1_mixed_label_cross_split
CL00242,2,leaning_forward,test,False,False,1,2,2,2.0,test/leaning_forward/extract0117_jpg.rf.aedfdea6bd1781e0fca8a9338e17578d.jpg,P4_same_label_same_split
CL00243,2,leaning_forward,test,False,False,1,2,2,2.0,test/leaning_forward/extract0121_jpg.rf.5c631de71eaa7fd5830c94fce306dd59.jpg,P4_same_label_same_split
CL00244,2,leaning_forward,test,False,False,1,1,1,1.0,test/leaning_forward/extract2236_jpg.rf.632c7cdb9f25040a342df89988b1d2a1.jpg,P4_same_label_same_split
CL00245,2,leaning_forward,test,False,False,1,1,1,1.0,test/leaning_forward/extract2243_jpg.rf.a4cc40bb6f7774d4993150a29e266dcd.jpg,P4_same_label_same_split
CL00246,2,leaning_forward,test,False,False,1,1,1,1.0,test/leaning_forward/extract2268_jpg.rf.36bd97e37470bdbcb78dee7379196c97.jpg,P4_same_label_same_split
CL00247,2,leaning_left,test,False,False,1,1,1,1.0,test/leaning_left/VidWebCam_frame_2464_png_jpg.rf.69dcae105da24353164c15a9aea345f9.jpg,P4_same_label_same_split
CL00248,2,leaning_left,test,False,False,1,2,2,2.0,test/leaning_left/VidWebCam_frame_2618_png_jpg.rf.ed42d1df6e35023d33d7b18a042cdcf7.jpg,P4_same_label_same_split
CL00249,2,leaning_backward,train,False,False,1,2,2,2.0,train/leaning_backward/extract0007_jpg.rf.0b90276d657178513244b4e37da1cab1.jpg,P4_same_label_same_split
CL00250,2,leaning_backward,train | valid,False,True,1,1,1,1.0,valid/leaning_backward/extract0008_jpg.rf.79fb262850f5a06f242ee3634227cc66.jpg,P2_cross_split
CL00251,2,leaning_backward,train | valid,False,True,1,2,2,2.0,valid/leaning_backward/extract0009_jpg.rf.f5243a54f628b87634dba85d78740515.jpg,P2_cross_split
CL00252,2,leaning_backward,train | valid,False,True,1,0,0,0.0,train/leaning_backward/extract0012_jpg.rf.3d49efb4bb79a6714466c63f3e21975f.jpg,P2_cross_split
CL00253,2,leaning_backward,train,False,False,1,2,2,2.0,train/leaning_backward/extract3277_jpg.rf.426f8a9a08970a61a634ed91b1e4e367.jpg,P4_same_label_same_split
CL00254,2,leaning_backward,train,False,False,1,2,2,2.0,train/leaning_backward/mb0073_jpg.rf.5cef916c00984ead471a584a4fd68e6c.jpg,P4_same_label_same_split
CL00255,2,leaning_backward,train,False,False,1,2,2,2.0,train/leaning_backward/mb0110_jpg.rf.6e764886441d3d6cee4ffc3ea894253f.jpg,P4_same_label_same_split
CL00256,2,leaning_backward,train,False,False,1,2,2,2.0,train/leaning_backward/mb0286_jpg.rf.b62c65a8d5d83241aa55905d96995e65.jpg,P4_same_label_same_split
CL00257,2,leaning_backward,train,False,False,1,0,0,0.0,train/leaning_backward/mb0290_jpg.rf.0b643c1b3512f6bd936172624dbba50c.jpg,P4_same_label_same_split
CL00258,2,leaning_backward,train,False,False,1,1,1,1.0,train/leaning_backward/mb0372_jpg.rf.913d485c096cc817792840404cdb5268.jpg,P4_same_label_same_split
CL00259,2,leaning_backward,train,False,False,1,1,1,1.0,train/leaning_backward/mb0373_jpg.rf.152e1780fe92b62337ce7c93e899d427.jpg,P4_same_label_same_split
CL00260,2,leaning_backward,train | valid,False,True,1,2,2,2.0,train/leaning_backward/mb0404_jpg.rf.b5c8213b57054606a73a153a8b74f6c3.jpg,P2_cross_split
CL00261,2,leaning_backward,train,False,False,1,1,1,1.0,train/leaning_backward/mb0432_jpg.rf.255981aa1539944d5b890978e8d9dc00.jpg,P4_same_label_same_split
CL00262,2,leaning_backward | leaning_forward,train | valid,True,True,1,1,1,1.0,train/leaning_backward/mb0444_jpg.rf.8ecc2d349d8e062f161f561324bd2d9a.jpg,P1_mixed_label_cross_split
CL00263,2,leaning_backward,train | valid,False,True,1,1,1,1.0,train/leaning_backward/mb0480_jpg.rf.9c819f73c4ef70ef77bfe7686f24e5f5.jpg,P2_cross_split
CL00264,2,leaning_backward,train | valid,False,True,1,2,2,2.0,valid/leaning_backward/mb0500_jpg.rf.75a27bc6f61212d4b55bbcb58f6ddb20.jpg,P2_cross_split
CL00265,2,leaning_backward,train | valid,False,True,1,1,1,1.0,valid/leaning_backward/mb0509_jpg.rf.e28d6dda563db19d3c96bba3e7d123f3.jpg,P2_cross_split
CL00266,2,leaning_left,train,False,False,1,0,0,0.0,train/leaning_left/extract0001_jpg.rf.d66a70792fb306ef4d18cec2d5505481.jpg,P4_same_label_same_split
CL00267,2,leaning_left,train,False,False,1,0,0,0.0,train/leaning_left/extract0006_jpg.rf.babeb4872738d3a52e2bbe1624616aa7.jpg,P4_same_label_same_split
CL00268,2,leaning_left,train,False,False,1,1,1,1.0,train/leaning_left/extract0345_jpg.rf.a4899ca745929967aa44a120a9eb63e1.jpg,P4_same_label_same_split
CL00269,2,leaning_left,train,False,False,1,1,1,1.0,train/leaning_left/extract0412_jpg.rf.795165e9454d3116e6aa5323a1c030cd.jpg,P4_same_label_same_split
CL00270,2,leaning_left,train,False,False,1,0,0,0.0,train/leaning_left/extract0436_jpg.rf.3effa19062432fdcd65370abd68463c7.jpg,P4_same_label_same_split
CL00271,2,leaning_left,train,False,False,1,1,1,1.0,train/leaning_left/extract0770_jpg.rf.65596105b62ea9d28c5786525abb13df.jpg,P4_same_label_same_split
CL00272,2,leaning_left,train,False,False,1,2,2,2.0,train/leaning_left/extract1293_jpg.rf.a8e366d384ba26ddb4e22de72b94c770.jpg,P4_same_label_same_split
CL00273,2,leaning_left,train,False,False,1,2,2,2.0,train/leaning_left/extract1344_jpg.rf.72b9b34048c3dda9b79e1698472977a1.jpg,P4_same_label_same_split
CL00274,2,leaning_forward | leaning_left,train | valid,True,True,1,2,2,2.0,valid/leaning_forward/extract1347_jpg.rf.3b4251e35520c15358658d00faf8438a.jpg,P1_mixed_label_cross_split
CL00275,2,leaning_left,train,False,False,1,0,0,0.0,train/leaning_left/extract1761_jpg.rf.f36f465d0a19546b2d53c33592b7a28f.jpg,P4_same_label_same_split
CL00276,2,leaning_left,train,False,False,1,1,1,1.0,train/leaning_left/extract1833_jpg.rf.f8b17e43b2dc2ff8c9671d38bccbfa20.jpg,P4_same_label_same_split
CL00277,2,leaning_left,train,False,False,1,2,2,2.0,train/leaning_left/extract2493_jpg.rf.d8af0b4a51a7dc30e742156cd2add6a3.jpg,P4_same_label_same_split
CL00278,2,leaning_left,train,False,False,1,1,1,1.0,train/leaning_left/extract2494_jpg.rf.b3ee491afd3ef38bab1000be730fa427.jpg,P4_same_label_same_split
CL00279,2,leaning_left,train,False,False,1,1,1,1.0,train/leaning_left/extract2497_jpg.rf.a69be37de777db431a1d020baea1aac0.jpg,P4_same_label_same_split
CL00280,2,leaning_left,train,False,False,1,0,0,0.0,train/leaning_left/extract2536_jpg.rf.19721459fd5a9160277f61e71e3620ed.jpg,P4_same_label_same_split
CL00281,2,leaning_left,train,False,False,1,1,1,1.0,train/leaning_left/extract2590_jpg.rf.ca3b50357ae15340ad45e6dfc8a8907d.jpg,P4_same_label_same_split
CL00282,2,leaning_left | leaning_right,train,True,False,1,1,1,1.0,train/leaning_right/extract2593_jpg.rf.596d20f35ae8dd51b6d8d06759767c46.jpg,P3_mixed_label
CL00283,2,leaning_left,train,False,False,1,2,2,2.0,train/leaning_left/extract3379_jpg.rf.1b39f2ffc7c5c8ec376c286479a07911.jpg,P4_same_label_same_split
CL00284,2,leaning_forward | leaning_left,train | valid,True,True,1,1,1,1.0,valid/leaning_forward/extract3482_jpg.rf.a30adb6e3842ebc18f534ced5822b94c.jpg,P1_mixed_label_cross_split
CL00285,2,leaning_left,train,False,False,1,0,0,0.0,train/leaning_left/mb0057_jpg.rf.a2670adf37fe285438b20076c869b863.jpg,P4_same_label_same_split
CL00286,2,leaning_left,train,False,False,1,2,2,2.0,train/leaning_left/mb0194_jpg.rf.04b718fd6ddde20d842f1a9b0db6a738.jpg,P4_same_label_same_split
CL00287,2,leaning_left,train,False,False,1,2,2,2.0,train/leaning_left/mb0336_jpg.rf.865026cdecd14881ddcf6745b5f8363a.jpg,P4_same_label_same_split
CL00288,2,leaning_left,train,False,False,1,0,0,0.0,train/leaning_left/mb0428_jpg.rf.5a6c7edb56f1294a52d8079800137d6a.jpg,P4_same_label_same_split
CL00289,2,leaning_left,train,False,False,1,1,1,1.0,train/leaning_left/mb0450_jpg.rf.c662064fd3ea8adbadb8e9380def6291.jpg,P4_same_label_same_split
CL00290,2,leaning_left,train,False,False,1,1,1,1.0,train/leaning_left/mb0469_jpg.rf.76afd546bf6792115a113e95bf7b7598.jpg,P4_same_label_same_split
CL00291,2,leaning_forward | leaning_left,train | valid,True,True,1,2,2,2.0,train/leaning_left/mb0495_jpg.rf.9744dbe1b00b689102c3dd610634cdf1.jpg,P1_mixed_label_cross_split
CL00292,2,leaning_left,train,False,False,1,1,1,1.0,train/leaning_left/mb20025_jpg.rf.1e83603a300bedc03225ef452230fbaa.jpg,P4_same_label_same_split
CL00293,2,leaning_left,train,False,False,1,1,1,1.0,train/leaning_left/mb20049_jpg.rf.f73699fde5ba06cbc007d67126ce54e6.jpg,P4_same_label_same_split
CL00294,2,leaning_left,train,False,False,1,0,0,0.0,train/leaning_left/mb20290_jpg.rf.b4d9429cff34c779fa7a733d94afdc88.jpg,P4_same_label_same_split
CL00295,2,leaning_right,train,False,False,1,2,2,2.0,train/leaning_right/extract0479_jpg.rf.afa80b8f9d6c561f8f703921aae2dcf9.jpg,P4_same_label_same_split
CL00296,2,leaning_right,train,False,False,1,1,1,1.0,train/leaning_right/extract0736_jpg.rf.21a06dcacb333674076ba0cb4dcf2905.jpg,P4_same_label_same_split
CL00297,2,leaning_right,train,False,False,1,0,0,0.0,train/leaning_right/extract1210_jpg.rf.591e45bd3ccf446e89f45160d2fe3e9d.jpg,P4_same_label_same_split
CL00298,2,leaning_forward | leaning_right,train | valid,True,True,1,2,2,2.0,valid/leaning_forward/extract1348_jpg.rf.7fa74c88eb4858732cf240d855b6c021.jpg,P1_mixed_label_cross_split
CL00299,2,leaning_right,train,False,False,1,0,0,0.0,train/leaning_right/extract1357_jpg.rf.7456469c37e150ae3e4dd81cbb45ab65.jpg,P4_same_label_same_split
CL00300,2,leaning_right,train,False,False,1,2,2,2.0,train/leaning_right/extract1922_jpg.rf.ff912a94a572788e07d699ab5cd4f0cc.jpg,P4_same_label_same_split
CL00301,2,leaning_right,train,False,False,1,2,2,2.0,train/leaning_right/extract2625_jpg.rf.2ada47d9c8fcf256e44e911fe48e8028.jpg,P4_same_label_same_split
CL00302,2,leaning_right,train,False,False,1,2,2,2.0,train/leaning_right/extract2627_jpg.rf.47292aaff3fc843c763d8051341080d1.jpg,P4_same_label_same_split
CL00303,2,leaning_right,train,False,False,1,1,1,1.0,train/leaning_right/extract2629_jpg.rf.4ee424e5cd7a2730252f12e6f627c056.jpg,P4_same_label_same_split
CL00304,2,leaning_right,train,False,False,1,1,1,1.0,train/leaning_right/extract2631_jpg.rf.f1f71f80cfc3de7faf0f45650d69bbef.jpg,P4_same_label_same_split
CL00305,2,leaning_right,train,False,False,1,0,0,0.0,train/leaning_right/extract2638_jpg.rf.2d68fa13bd5675d9f760cd1ffb54304b.jpg,P4_same_label_same_split
CL00306,2,leaning_right,train,False,False,1,1,1,1.0,train/leaning_right/mb0015_jpg.rf.7817e56de1c0b1559e38e57a7d33060a.jpg,P4_same_label_same_split
CL00307,2,leaning_right,train,False,False,1,1,1,1.0,train/leaning_right/mb0127_jpg.rf.1839d8b1772a25346526e2237387f695.jpg,P4_same_label_same_split
CL00308,2,leaning_right,train,False,False,1,1,1,1.0,train/leaning_right/mb0213_jpg.rf.a68e476fdac35c202b6be3dd658b1313.jpg,P4_same_label_same_split
CL00309,2,leaning_forward | leaning_right,train | valid,True,True,1,0,0,0.0,train/leaning_right/mb0271_jpg.rf.bfe1a54beee5c5201050845a255913e6.jpg,P1_mixed_label_cross_split
CL00310,2,leaning_right,train,False,False,1,0,0,0.0,train/leaning_right/mb0280_jpg.rf.14a9ac3bf776384921455f6d2cbac8a0.jpg,P4_same_label_same_split
CL00311,2,leaning_forward | leaning_right,train | valid,True,True,1,0,0,0.0,train/leaning_right/mb0340_jpg.rf.ab1315bbfdc64eb51fdbfe671e5f75d3.jpg,P1_mixed_label_cross_split
CL00312,2,leaning_forward | leaning_right,train | valid,True,True,1,2,2,2.0,train/leaning_right/mb0452_jpg.rf.fc40350123de4189bb4cf9c3e31191dd.jpg,P1_mixed_label_cross_split
