image_id,relative_path,original_path,original_split,original_label,final_label,subject_group,session_group,sequence_group,camera_view,torso_visible,shoulders_visible,hips_visible,label_quality,decision,notes,cluster_id,cluster_size,cluster_mixed_label,cluster_cross_split,suggested_representative,width,height,edge_variance,brightness_mean
IMG01053,train/leaning_left/extract0392_jpg.rf.2e5f62a66b9669a83c1051b3ab6a9eac.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0392_jpg.rf.2e5f62a66b9669a83c1051b3ab6a9eac.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,232.264,127.8382
IMG01054,train/leaning_left/extract0393_jpg.rf.3d053cc2960044a226fd2aa1b3964d15.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0393_jpg.rf.3d053cc2960044a226fd2aa1b3964d15.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,233.4448,128.6023
IMG01055,train/leaning_left/extract0394_jpg.rf.a58a11ed1c32d38da603261b1077ff35.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0394_jpg.rf.a58a11ed1c32d38da603261b1077ff35.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,249.8683,127.2138
IMG01056,train/leaning_left/extract0395_jpg.rf.5492a45c05362864d91e9424f13d311d.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0395_jpg.rf.5492a45c05362864d91e9424f13d311d.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,259.9289,126.2491
IMG01057,train/leaning_left/extract0396_jpg.rf.dfc3c5e1a991fffa3acd917da5ccb84c.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0396_jpg.rf.dfc3c5e1a991fffa3acd917da5ccb84c.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,261.5982,124.6326
IMG01058,train/leaning_left/extract0397_jpg.rf.52fac51ce56eb03e7024cd83aef51e23.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0397_jpg.rf.52fac51ce56eb03e7024cd83aef51e23.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,230.2049,124.3672
IMG01059,train/leaning_left/extract0398_jpg.rf.097cfd4197b4379afe84cc8a07fb6fe2.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0398_jpg.rf.097cfd4197b4379afe84cc8a07fb6fe2.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,223.5787,124.2773
IMG01060,train/leaning_left/extract0399_jpg.rf.e22ff9eb9e0af16129b6e616e9d7530e.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0399_jpg.rf.e22ff9eb9e0af16129b6e616e9d7530e.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,215.3163,124.7335
IMG01061,train/leaning_left/extract0400_jpg.rf.aeafba37c0c93af1ac44d98550f54bcb.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0400_jpg.rf.aeafba37c0c93af1ac44d98550f54bcb.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,213.7944,125.0092
IMG01062,train/leaning_left/extract0401_jpg.rf.a3c479c12207694b614a1429803c3c0d.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0401_jpg.rf.a3c479c12207694b614a1429803c3c0d.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,212.0804,125.2467
IMG01063,train/leaning_left/extract0402_jpg.rf.97e5291f8e12aae6e3138865846db8b5.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0402_jpg.rf.97e5291f8e12aae6e3138865846db8b5.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,214.9965,125.3604
IMG01064,train/leaning_left/extract0403_jpg.rf.244a828b7a27b4babde79bbb80566535.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0403_jpg.rf.244a828b7a27b4babde79bbb80566535.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,211.4414,125.6523
IMG01065,train/leaning_left/extract0404_jpg.rf.d09459625ab3ccd679eef9852f9cbcde.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0404_jpg.rf.d09459625ab3ccd679eef9852f9cbcde.jpg,train,leaning_left,,,,CL00014,,,,,,,,CL00014,48,False,False,False,1080,720,220.8407,125.5689
IMG01066,train/leaning_left/extract0405_jpg.rf.d6abe9f3391a96928483812de7fc1af9.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0405_jpg.rf.d6abe9f3391a96928483812de7fc1af9.jpg,train,leaning_left,,,,CL00050,,,,,,,,CL00050,17,False,False,False,1080,720,221.8296,125.7118
IMG01067,train/leaning_left/extract0407_jpg.rf.216888be314b9190695e9f8c316ee2e1.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0407_jpg.rf.216888be314b9190695e9f8c316ee2e1.jpg,train,leaning_left,,,,CL00149,,,,,,,,CL00149,4,False,False,False,1080,720,228.5296,125.7658
IMG01068,train/leaning_left/extract0408_jpg.rf.e88a21dea3694f408d27c0d713ca0aa1.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0408_jpg.rf.e88a21dea3694f408d27c0d713ca0aa1.jpg,train,leaning_left,,,,CL00149,,,,,,,,CL00149,4,False,False,False,1080,720,237.4905,125.7553
IMG01069,train/leaning_left/extract0409_jpg.rf.eecd1f84e5c9ff6d4522e12f4bc28939.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0409_jpg.rf.eecd1f84e5c9ff6d4522e12f4bc28939.jpg,train,leaning_left,,,,CL00149,,,,,,,,CL00149,4,False,False,False,1080,720,236.1337,126.1154
IMG01070,train/leaning_left/extract0410_jpg.rf.9117c2d9b1627c8c7d43494b0aca6b00.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0410_jpg.rf.9117c2d9b1627c8c7d43494b0aca6b00.jpg,train,leaning_left,,,,CL00149,,,,,,,,CL00149,4,False,False,True,1080,720,238.5999,126.1103
IMG01071,train/leaning_left/extract0411_jpg.rf.7a20426465bcb10b8f54b061b1ee1c52.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0411_jpg.rf.7a20426465bcb10b8f54b061b1ee1c52.jpg,train,leaning_left,,,,CL00269,,,,,,,,CL00269,2,False,False,False,1080,720,240.3654,126.3059
IMG01072,train/leaning_left/extract0412_jpg.rf.795165e9454d3116e6aa5323a1c030cd.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0412_jpg.rf.795165e9454d3116e6aa5323a1c030cd.jpg,train,leaning_left,,,,CL00269,,,,,,,,CL00269,2,False,False,True,1080,720,248.2044,126.5082
IMG01073,train/leaning_left/extract0413_jpg.rf.cb81fe06280aa862f03641ce117dc616.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0413_jpg.rf.cb81fe06280aa862f03641ce117dc616.jpg,train,leaning_left,,,,CL00150,,,,,,,,CL00150,4,False,False,False,1080,720,242.3578,126.7028
IMG01074,train/leaning_left/extract0414_jpg.rf.3523e5e9323e4137215193e05533836a.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0414_jpg.rf.3523e5e9323e4137215193e05533836a.jpg,train,leaning_left,,,,CL00150,,,,,,,,CL00150,4,False,False,True,1080,720,250.4942,126.7398
IMG01075,train/leaning_left/extract0415_jpg.rf.19644eb4d23990bd81a25a82f7944d79.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0415_jpg.rf.19644eb4d23990bd81a25a82f7944d79.jpg,train,leaning_left,,,,CL00150,,,,,,,,CL00150,4,False,False,False,1080,720,229.6477,121.9118
IMG01076,train/leaning_left/extract0416_jpg.rf.ccb9e8554e022a64caef986b806be058.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0416_jpg.rf.ccb9e8554e022a64caef986b806be058.jpg,train,leaning_left,,,,CL00150,,,,,,,,CL00150,4,False,False,False,1080,720,224.1978,117.7165
IMG01077,train/leaning_left/extract0417_jpg.rf.12b7e358c91bb78de99825453ba9afc7.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0417_jpg.rf.12b7e358c91bb78de99825453ba9afc7.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,216.3577,115.1823
IMG01078,train/leaning_left/extract0418_jpg.rf.5b9c0c85670c9dcf8ad99f837c71df91.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0418_jpg.rf.5b9c0c85670c9dcf8ad99f837c71df91.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,216.7717,112.5064
IMG01079,train/leaning_left/extract0419_jpg.rf.57623b92e4b789b788562685c11ff511.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0419_jpg.rf.57623b92e4b789b788562685c11ff511.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,212.2767,111.299
IMG01080,train/leaning_left/extract0420_jpg.rf.35f4c9188c06ce038c39026c3b827086.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0420_jpg.rf.35f4c9188c06ce038c39026c3b827086.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,219.757,109.8467
IMG01081,train/leaning_left/extract0421_jpg.rf.1b2f13c6c9fab69bd68b8d2664030404.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0421_jpg.rf.1b2f13c6c9fab69bd68b8d2664030404.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,220.1143,109.5661
IMG01082,train/leaning_left/extract0422_jpg.rf.f774c1814493572f534ef7ff2b35e69f.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0422_jpg.rf.f774c1814493572f534ef7ff2b35e69f.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,223.7934,109.0385
IMG01083,train/leaning_left/extract0423_jpg.rf.e9101ab0896f2cb8168b5327e675ba50.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0423_jpg.rf.e9101ab0896f2cb8168b5327e675ba50.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,220.0449,108.286
IMG01084,train/leaning_left/extract0424_jpg.rf.d9f5c06c928c3ec90d91847509b600fd.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0424_jpg.rf.d9f5c06c928c3ec90d91847509b600fd.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,224.5815,107.3327
IMG01085,train/leaning_left/extract0425_jpg.rf.b182a5412ba88918a34fba15c16d7d25.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0425_jpg.rf.b182a5412ba88918a34fba15c16d7d25.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,221.668,106.5243
IMG01086,train/leaning_left/extract0426_jpg.rf.6122f2431e1adc70db5b685905a00033.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0426_jpg.rf.6122f2431e1adc70db5b685905a00033.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,True,1080,720,226.992,105.2706
IMG01087,train/leaning_left/extract0427_jpg.rf.87a67ccabc2301a22690be2139abfbe6.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0427_jpg.rf.87a67ccabc2301a22690be2139abfbe6.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,224.4766,104.9022
IMG01088,train/leaning_left/extract0428_jpg.rf.7351e05d0669f49925d116df001ecebb.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0428_jpg.rf.7351e05d0669f49925d116df001ecebb.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,223.1494,105.4825
IMG01089,train/leaning_left/extract0429_jpg.rf.d9a8576c50a146fa026039cd368c5e29.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0429_jpg.rf.d9a8576c50a146fa026039cd368c5e29.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,214.3906,106.0533
IMG01090,train/leaning_left/extract0430_jpg.rf.365a77c9abd0647e31c72b8aa6888c3d.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0430_jpg.rf.365a77c9abd0647e31c72b8aa6888c3d.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,209.9772,107.0962
IMG01091,train/leaning_left/extract0431_jpg.rf.ad5e5cc2d8b5a471c42f87520b2d0582.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0431_jpg.rf.ad5e5cc2d8b5a471c42f87520b2d0582.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,199.3696,107.4963
IMG01092,train/leaning_left/extract0432_jpg.rf.96352ff5198b2977222b5c1791cc9869.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0432_jpg.rf.96352ff5198b2977222b5c1791cc9869.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,193.3679,106.8512
IMG01093,train/leaning_left/extract0433_jpg.rf.ba7f117bd9bda5ac7efae1cd9bac1b2a.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0433_jpg.rf.ba7f117bd9bda5ac7efae1cd9bac1b2a.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,190.9793,107.0265
IMG01094,train/leaning_left/extract0434_jpg.rf.2317bfc8b36e578aa9002bc0da8b2687.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0434_jpg.rf.2317bfc8b36e578aa9002bc0da8b2687.jpg,train,leaning_left,,,,CL00047,,,,,,,,CL00047,18,False,False,False,1080,720,188.5076,107.0354
IMG01095,train/leaning_left/extract0435_jpg.rf.e2262e3c0e86be54e5527ca27adacfed.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0435_jpg.rf.e2262e3c0e86be54e5527ca27adacfed.jpg,train,leaning_left,,,,CL00270,,,,,,,,CL00270,2,False,False,False,1080,720,179.2446,107.524
IMG01096,train/leaning_left/extract0436_jpg.rf.3effa19062432fdcd65370abd68463c7.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0436_jpg.rf.3effa19062432fdcd65370abd68463c7.jpg,train,leaning_left,,,,CL00270,,,,,,,,CL00270,2,False,False,True,1080,720,186.4626,107.8294
IMG01097,train/leaning_left/extract0437_jpg.rf.6f896dc7677911514ce79b8101c2a558.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0437_jpg.rf.6f896dc7677911514ce79b8101c2a558.jpg,train,leaning_left,,,,extract_block_0017,,,,,,,,,1,False,False,False,1080,720,183.978,108.1024
IMG01098,train/leaning_left/extract0438_jpg.rf.fbec0be098a9cdbe773afc2144cae2b1.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0438_jpg.rf.fbec0be098a9cdbe773afc2144cae2b1.jpg,train,leaning_left,,,,CL00003,,,,,,,,CL00003,249,True,True,False,1080,720,181.7341,108.311
IMG01099,train/leaning_left/extract0556_jpg.rf.a88020f6d43ad2d967271dc05e7c38fe.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0556_jpg.rf.a88020f6d43ad2d967271dc05e7c38fe.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,236.11,116.902
IMG01100,train/leaning_left/extract0557_jpg.rf.64b8041dfeaf130d95f80db936e63096.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0557_jpg.rf.64b8041dfeaf130d95f80db936e63096.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,237.7989,116.754
IMG01101,train/leaning_left/extract0558_jpg.rf.0bd3e96d3d05c2707d05234542924ca5.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0558_jpg.rf.0bd3e96d3d05c2707d05234542924ca5.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,True,1080,720,248.7812,116.4173
IMG01102,train/leaning_left/extract0559_jpg.rf.113f76e70c45580678178be13552ec41.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0559_jpg.rf.113f76e70c45580678178be13552ec41.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,244.5575,116.2237
IMG01103,train/leaning_left/extract0560_jpg.rf.ece67f65273ee961db1bb22e75d4b0cb.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0560_jpg.rf.ece67f65273ee961db1bb22e75d4b0cb.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,234.4948,109.3331
IMG01104,train/leaning_left/extract0561_jpg.rf.320d1c3522d7ddf7d9525f3941dc204e.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0561_jpg.rf.320d1c3522d7ddf7d9525f3941dc204e.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,221.3532,105.9353
IMG01105,train/leaning_left/extract0562_jpg.rf.22dae455357ad3505586d04955461763.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0562_jpg.rf.22dae455357ad3505586d04955461763.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,220.1199,103.5801
IMG01106,train/leaning_left/extract0563_jpg.rf.4218dc414343696543eaae758595193e.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0563_jpg.rf.4218dc414343696543eaae758595193e.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,213.114,103.6221
IMG01107,train/leaning_left/extract0564_jpg.rf.0e922d0971299a259613599525dfb911.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0564_jpg.rf.0e922d0971299a259613599525dfb911.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,223.9404,105.2775
IMG01108,train/leaning_left/extract0565_jpg.rf.7b2ab93c74a802e91e3c6089cde1e393.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0565_jpg.rf.7b2ab93c74a802e91e3c6089cde1e393.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,227.249,105.7482
IMG01109,train/leaning_left/extract0566_jpg.rf.896ed37185ff29216ff4becb832bc008.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0566_jpg.rf.896ed37185ff29216ff4becb832bc008.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,236.6381,106.0338
IMG01110,train/leaning_left/extract0567_jpg.rf.433100f5b4f2c5b95405aa8522ebd6f2.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0567_jpg.rf.433100f5b4f2c5b95405aa8522ebd6f2.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,227.8311,106.6054
IMG01111,train/leaning_left/extract0568_jpg.rf.d2d0705314917f5a36d2d3987c845be1.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0568_jpg.rf.d2d0705314917f5a36d2d3987c845be1.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,231.1814,106.923
IMG01112,train/leaning_left/extract0569_jpg.rf.8f846f4a99053ac1849ce02cff2ab777.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0569_jpg.rf.8f846f4a99053ac1849ce02cff2ab777.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,237.8416,107.4304
IMG01113,train/leaning_left/extract0570_jpg.rf.4f26180db7a2828acc8170a83eca9c89.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0570_jpg.rf.4f26180db7a2828acc8170a83eca9c89.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,242.2656,107.7077
IMG01114,train/leaning_left/extract0571_jpg.rf.84507e2d6af37dc228a8566c97dea094.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0571_jpg.rf.84507e2d6af37dc228a8566c97dea094.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,246.672,108.0123
IMG01115,train/leaning_left/extract0572_jpg.rf.fc1499767e5184a73742facb716e0751.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0572_jpg.rf.fc1499767e5184a73742facb716e0751.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,245.5788,108.542
IMG01116,train/leaning_left/extract0573_jpg.rf.b72d468c61c82cabaabfc6fa0be3e2cd.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0573_jpg.rf.b72d468c61c82cabaabfc6fa0be3e2cd.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,241.5382,108.9137
IMG01117,train/leaning_left/extract0574_jpg.rf.cfc08e9e587f63a329fbed12378eb92e.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0574_jpg.rf.cfc08e9e587f63a329fbed12378eb92e.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,245.3866,109.0483
IMG01118,train/leaning_left/extract0575_jpg.rf.591ca0af9d9a82914717441f37fce2e5.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0575_jpg.rf.591ca0af9d9a82914717441f37fce2e5.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,239.7415,109.3209
IMG01119,train/leaning_left/extract0576_jpg.rf.ace054cafe6b731f33e419f6245e9bc9.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0576_jpg.rf.ace054cafe6b731f33e419f6245e9bc9.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,246.4554,109.3434
IMG01120,train/leaning_left/extract0577_jpg.rf.fd5eeed1ed888d0ee2bf5173caf2ca25.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0577_jpg.rf.fd5eeed1ed888d0ee2bf5173caf2ca25.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,241.8896,109.4889
IMG01121,train/leaning_left/extract0578_jpg.rf.e39445f64864e73cb4d5101ccb6e3f55.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0578_jpg.rf.e39445f64864e73cb4d5101ccb6e3f55.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,244.1494,109.4631
IMG01122,train/leaning_left/extract0579_jpg.rf.1019b44c8f8aa2c3c12c9826fec248ae.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0579_jpg.rf.1019b44c8f8aa2c3c12c9826fec248ae.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,240.6353,109.5893
IMG01123,train/leaning_left/extract0580_jpg.rf.da6954da7ee083fb6db064ebae6d6a3b.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0580_jpg.rf.da6954da7ee083fb6db064ebae6d6a3b.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,243.2861,109.5645
IMG01124,train/leaning_left/extract0581_jpg.rf.ab6c80bca57736e0ef3f1b6659631fdd.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0581_jpg.rf.ab6c80bca57736e0ef3f1b6659631fdd.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,237.2283,109.6698
IMG01125,train/leaning_left/extract0582_jpg.rf.caec4c22f26ac4429525e8b912553761.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0582_jpg.rf.caec4c22f26ac4429525e8b912553761.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,237.6355,109.6843
IMG01126,train/leaning_left/extract0583_jpg.rf.cf251922caaf11f3248ff8b58e4f6d21.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0583_jpg.rf.cf251922caaf11f3248ff8b58e4f6d21.jpg,train,leaning_left,,,,CL00006,,,,,,,,CL00006,87,True,True,False,1080,720,234.405,109.8336
IMG01127,train/leaning_left/extract0766_jpg.rf.65fc790717729b055b14c962ffb2c9f3.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0766_jpg.rf.65fc790717729b055b14c962ffb2c9f3.jpg,train,leaning_left,,,,extract_block_0030,,,,,,,,,1,False,False,False,1080,720,156.6261,106.4468
IMG01128,train/leaning_left/extract0769_jpg.rf.b5e60c1aad8448581c505084e3b8ab34.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0769_jpg.rf.b5e60c1aad8448581c505084e3b8ab34.jpg,train,leaning_left,,,,CL00271,,,,,,,,CL00271,2,False,False,False,1080,720,164.3661,107.7718
IMG01129,train/leaning_left/extract0770_jpg.rf.65596105b62ea9d28c5786525abb13df.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0770_jpg.rf.65596105b62ea9d28c5786525abb13df.jpg,train,leaning_left,,,,CL00271,,,,,,,,CL00271,2,False,False,True,1080,720,168.3443,108.1474
IMG01130,train/leaning_left/extract0771_jpg.rf.e1539b26cb6f83fd37db02b08dd4fd5c.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_left\extract0771_jpg.rf.e1539b26cb6f83fd37db02b08dd4fd5c.jpg,train,leaning_left,,,,CL00066,,,,,,,,CL00066,12,False,False,False,1080,720,170.2632,108.8979
