capture_id,subject_id,label,class_id,fold,split
CAP000656,S018,leaning_right,3,1,train
CAP000657,S018,leaning_right,3,1,train
CAP000658,S018,slouching,4,1,train
CAP000659,S018,slouching,4,1,train
CAP000660,S018,slouching,4,1,train
CAP000661,S018,slouching,4,1,train
CAP000662,S018,slouching,4,1,train
CAP000669,S019,upright,5,1,train
CAP000670,S019,upright,5,1,train
CAP000671,S019,upright,5,1,train
CAP000672,S019,upright,5,1,train
CAP000673,S019,upright,5,1,train
CAP000779,S022,upright,5,1,train
CAP000781,S022,upright,5,1,train
CAP000783,S022,upright,5,1,train
CAP000804,S022,slouching,4,1,train
CAP000805,S022,slouching,4,1,train
CAP000806,S022,slouching,4,1,train
CAP000807,S022,slouching,4,1,train
CAP000808,S022,slouching,4,1,train
CAP000852,S024,upright,5,1,train
CAP000853,S024,upright,5,1,train
CAP000854,S024,upright,5,1,train
CAP000855,S024,upright,5,1,train
CAP000856,S024,upright,5,1,train
CAP000857,S024,leaning_forward,1,1,train
CAP000858,S024,leaning_forward,1,1,train
CAP000859,S024,leaning_forward,1,1,train
CAP000860,S024,leaning_forward,1,1,train
CAP000861,S024,leaning_forward,1,1,train
CAP000862,S024,leaning_backward,0,1,train
CAP000863,S024,leaning_backward,0,1,train
CAP000864,S024,leaning_backward,0,1,train
CAP000865,S024,leaning_backward,0,1,train
CAP000867,S024,leaning_left,2,1,train
CAP000868,S024,leaning_left,2,1,train
CAP000869,S024,leaning_left,2,1,train
CAP000870,S024,leaning_right,3,1,train
CAP000871,S024,leaning_right,3,1,train
CAP000872,S024,leaning_right,3,1,train
CAP000873,S024,leaning_right,3,1,train
CAP000874,S024,leaning_right,3,1,train
CAP000875,S024,slouching,4,1,train
CAP000876,S024,slouching,4,1,train
CAP000877,S024,slouching,4,1,train
CAP000878,S024,slouching,4,1,train
CAP000879,S024,slouching,4,1,train
CAP000048,S002,upright,5,1,test
CAP000049,S002,upright,5,1,test
CAP000050,S002,upright,5,1,test
CAP000051,S002,upright,5,1,test
CAP000052,S002,upright,5,1,test
CAP000053,S002,leaning_forward,1,1,test
CAP000054,S002,leaning_forward,1,1,test
CAP000055,S002,leaning_forward,1,1,test
CAP000056,S002,leaning_forward,1,1,test
CAP000057,S002,leaning_forward,1,1,test
CAP000058,S002,leaning_backward,0,1,test
CAP000059,S002,leaning_backward,0,1,test
CAP000060,S002,leaning_backward,0,1,test
CAP000061,S002,leaning_backward,0,1,test
CAP000062,S002,leaning_backward,0,1,test
CAP000063,S002,leaning_left,2,1,test
CAP000064,S002,leaning_left,2,1,test
CAP000065,S002,leaning_left,2,1,test
CAP000066,S002,leaning_left,2,1,test
CAP000067,S002,leaning_left,2,1,test
CAP000068,S002,leaning_right,3,1,test
CAP000069,S002,leaning_right,3,1,test
CAP000070,S002,leaning_right,3,1,test
CAP000071,S002,leaning_right,3,1,test
CAP000072,S002,leaning_right,3,1,test
CAP000073,S002,slouching,4,1,test
CAP000074,S002,slouching,4,1,test
CAP000075,S002,slouching,4,1,test
CAP000076,S002,slouching,4,1,test
CAP000077,S002,slouching,4,1,test
CAP000416,S012,upright,5,1,test
CAP000417,S012,upright,5,1,test
CAP000418,S012,upright,5,1,test
CAP000419,S012,upright,5,1,test
CAP000420,S012,upright,5,1,test
CAP000421,S012,leaning_forward,1,1,test
CAP000422,S012,leaning_forward,1,1,test
CAP000423,S012,leaning_forward,1,1,test
CAP000424,S012,leaning_forward,1,1,test
CAP000425,S012,leaning_forward,1,1,test
CAP000436,S012,leaning_right,3,1,test
CAP000437,S012,leaning_right,3,1,test
CAP000438,S012,leaning_right,3,1,test
CAP000439,S012,leaning_right,3,1,test
CAP000440,S012,leaning_right,3,1,test
CAP000441,S012,slouching,4,1,test
CAP000442,S012,slouching,4,1,test
CAP000443,S012,slouching,4,1,test
CAP000444,S012,slouching,4,1,test
CAP000445,S012,slouching,4,1,test
CAP000742,S021,upright,5,1,test
CAP000743,S021,upright,5,1,test
CAP000744,S021,upright,5,1,test
CAP000745,S021,upright,5,1,test
CAP000746,S021,upright,5,1,test
CAP000747,S021,leaning_forward,1,1,test
CAP000748,S021,leaning_forward,1,1,test
CAP000749,S021,leaning_forward,1,1,test
CAP000750,S021,leaning_forward,1,1,test
CAP000751,S021,leaning_forward,1,1,test
CAP000752,S021,leaning_backward,0,1,test
CAP000753,S021,leaning_backward,0,1,test
CAP000754,S021,leaning_backward,0,1,test
CAP000755,S021,leaning_backward,0,1,test
CAP000756,S021,leaning_backward,0,1,test
CAP000757,S021,leaning_left,2,1,test
CAP000758,S021,leaning_left,2,1,test
CAP000760,S021,leaning_left,2,1,test
CAP000761,S021,leaning_left,2,1,test
CAP000762,S021,leaning_right,3,1,test
CAP000763,S021,leaning_right,3,1,test
CAP000764,S021,leaning_right,3,1,test
CAP000765,S021,leaning_right,3,1,test
CAP000766,S021,leaning_right,3,1,test
CAP000767,S021,slouching,4,1,test
CAP000768,S021,slouching,4,1,test
CAP000769,S021,slouching,4,1,test
CAP000001,S001,upright,5,2,train
CAP000002,S001,upright,5,2,train
CAP000003,S001,upright,5,2,train
CAP000004,S001,upright,5,2,train
CAP000005,S001,upright,5,2,train
CAP000006,S001,leaning_forward,1,2,train
CAP000007,S001,leaning_forward,1,2,train
CAP000008,S001,leaning_forward,1,2,train
CAP000009,S001,leaning_forward,1,2,train
CAP000010,S001,leaning_forward,1,2,train
CAP000011,S001,upright,5,2,train
CAP000012,S001,upright,5,2,train
CAP000013,S001,upright,5,2,train
CAP000014,S001,upright,5,2,train
CAP000015,S001,upright,5,2,train
CAP000016,S001,leaning_forward,1,2,train
CAP000017,S001,leaning_forward,1,2,train
CAP000018,S001,leaning_forward,1,2,train
CAP000019,S001,leaning_forward,1,2,train
CAP000020,S001,leaning_forward,1,2,train
CAP000021,S001,leaning_backward,0,2,train
CAP000022,S001,leaning_backward,0,2,train
CAP000023,S001,leaning_backward,0,2,train
CAP000024,S001,leaning_backward,0,2,train
CAP000025,S001,leaning_backward,0,2,train
CAP000026,S001,leaning_left,2,2,train
CAP000027,S001,leaning_left,2,2,train
CAP000028,S001,leaning_left,2,2,train
CAP000029,S001,leaning_left,2,2,train
CAP000030,S001,leaning_left,2,2,train
CAP000031,S001,leaning_right,3,2,train
CAP000032,S001,leaning_right,3,2,train
CAP000033,S001,leaning_right,3,2,train
CAP000036,S001,slouching,4,2,train
CAP000037,S001,slouching,4,2,train
CAP000038,S001,slouching,4,2,train
CAP000039,S001,slouching,4,2,train
CAP000040,S001,slouching,4,2,train
CAP000048,S002,upright,5,2,train
CAP000049,S002,upright,5,2,train
CAP000050,S002,upright,5,2,train
CAP000051,S002,upright,5,2,train
CAP000052,S002,upright,5,2,train
CAP000053,S002,leaning_forward,1,2,train
CAP000054,S002,leaning_forward,1,2,train
CAP000055,S002,leaning_forward,1,2,train
CAP000056,S002,leaning_forward,1,2,train
CAP000057,S002,leaning_forward,1,2,train
CAP000058,S002,leaning_backward,0,2,train
CAP000059,S002,leaning_backward,0,2,train
CAP000060,S002,leaning_backward,0,2,train
CAP000061,S002,leaning_backward,0,2,train
CAP000062,S002,leaning_backward,0,2,train
CAP000063,S002,leaning_left,2,2,train
CAP000064,S002,leaning_left,2,2,train
CAP000065,S002,leaning_left,2,2,train
CAP000066,S002,leaning_left,2,2,train
CAP000067,S002,leaning_left,2,2,train
CAP000068,S002,leaning_right,3,2,train
CAP000069,S002,leaning_right,3,2,train
CAP000070,S002,leaning_right,3,2,train
CAP000071,S002,leaning_right,3,2,train
CAP000072,S002,leaning_right,3,2,train
CAP000073,S002,slouching,4,2,train
CAP000074,S002,slouching,4,2,train
CAP000075,S002,slouching,4,2,train
CAP000076,S002,slouching,4,2,train
CAP000077,S002,slouching,4,2,train
CAP000083,S003,upright,5,2,train
CAP000084,S003,upright,5,2,train
CAP000085,S003,upright,5,2,train
CAP000086,S003,upright,5,2,train
CAP000087,S003,upright,5,2,train
CAP000088,S003,leaning_forward,1,2,train
CAP000089,S003,leaning_forward,1,2,train
CAP000090,S003,leaning_forward,1,2,train
CAP000091,S003,leaning_forward,1,2,train
CAP000092,S003,leaning_forward,1,2,train
CAP000093,S003,leaning_backward,0,2,train
CAP000094,S003,leaning_backward,0,2,train
CAP000095,S003,leaning_backward,0,2,train
CAP000096,S003,leaning_backward,0,2,train
CAP000097,S003,leaning_backward,0,2,train
CAP000098,S003,leaning_left,2,2,train
CAP000099,S003,leaning_left,2,2,train
CAP000100,S003,leaning_left,2,2,train
CAP000101,S003,leaning_left,2,2,train
CAP000102,S003,leaning_left,2,2,train
CAP000103,S003,leaning_right,3,2,train
CAP000104,S003,leaning_right,3,2,train
CAP000105,S003,leaning_right,3,2,train
CAP000106,S003,leaning_right,3,2,train
CAP000107,S003,leaning_right,3,2,train
CAP000122,S004,upright,5,2,train
CAP000123,S004,upright,5,2,train
CAP000124,S004,upright,5,2,train
CAP000125,S004,upright,5,2,train
CAP000126,S004,upright,5,2,train
CAP000127,S004,leaning_forward,1,2,train
CAP000128,S004,leaning_forward,1,2,train
CAP000129,S004,leaning_forward,1,2,train
CAP000130,S004,leaning_forward,1,2,train
CAP000131,S004,leaning_forward,1,2,train
CAP000132,S004,leaning_backward,0,2,train
CAP000133,S004,leaning_backward,0,2,train
CAP000134,S004,leaning_backward,0,2,train
CAP000135,S004,leaning_backward,0,2,train
CAP000136,S004,leaning_backward,0,2,train
CAP000137,S004,leaning_left,2,2,train
CAP000138,S004,leaning_left,2,2,train
CAP000139,S004,leaning_left,2,2,train
CAP000140,S004,leaning_left,2,2,train
CAP000141,S004,leaning_left,2,2,train
CAP000142,S004,leaning_right,3,2,train
CAP000143,S004,leaning_right,3,2,train
CAP000144,S004,leaning_right,3,2,train
CAP000145,S004,leaning_right,3,2,train
CAP000146,S004,leaning_right,3,2,train
CAP000147,S004,slouching,4,2,train
CAP000148,S004,slouching,4,2,train
CAP000149,S004,slouching,4,2,train
CAP000150,S004,slouching,4,2,train
CAP000151,S004,slouching,4,2,train
CAP000157,S005,upright,5,2,train
CAP000158,S005,upright,5,2,train
CAP000159,S005,upright,5,2,train
CAP000160,S005,upright,5,2,train
CAP000161,S005,upright,5,2,train
CAP000162,S005,leaning_forward,1,2,train
CAP000163,S005,leaning_forward,1,2,train
CAP000164,S005,leaning_forward,1,2,train
CAP000165,S005,leaning_forward,1,2,train
CAP000166,S005,leaning_forward,1,2,train
CAP000167,S005,leaning_backward,0,2,train
CAP000168,S005,leaning_backward,0,2,train
CAP000169,S005,leaning_backward,0,2,train
CAP000170,S005,leaning_backward,0,2,train
CAP000171,S005,leaning_backward,0,2,train
CAP000172,S005,leaning_left,2,2,train
CAP000173,S005,leaning_left,2,2,train
CAP000174,S005,leaning_left,2,2,train
CAP000175,S005,leaning_left,2,2,train
CAP000176,S005,leaning_left,2,2,train
CAP000177,S005,leaning_right,3,2,train
CAP000178,S005,leaning_right,3,2,train
CAP000179,S005,leaning_right,3,2,train
CAP000180,S005,leaning_right,3,2,train
CAP000182,S005,slouching,4,2,train
CAP000183,S005,slouching,4,2,train
CAP000184,S005,slouching,4,2,train
CAP000185,S005,slouching,4,2,train
CAP000186,S005,slouching,4,2,train
CAP000379,S011,upright,5,2,train
CAP000381,S011,upright,5,2,train
CAP000382,S011,upright,5,2,train
CAP000383,S011,upright,5,2,train
CAP000384,S011,leaning_forward,1,2,train
CAP000388,S011,leaning_forward,1,2,train
CAP000389,S011,leaning_backward,0,2,train
CAP000390,S011,leaning_backward,0,2,train
CAP000391,S011,leaning_backward,0,2,train
CAP000392,S011,leaning_backward,0,2,train
CAP000393,S011,leaning_backward,0,2,train
CAP000394,S011,leaning_left,2,2,train
CAP000395,S011,leaning_left,2,2,train
CAP000396,S011,leaning_left,2,2,train
CAP000397,S011,leaning_left,2,2,train
CAP000398,S011,leaning_left,2,2,train
CAP000404,S011,slouching,4,2,train
CAP000405,S011,slouching,4,2,train
CAP000406,S011,slouching,4,2,train
CAP000407,S011,slouching,4,2,train
CAP000408,S011,slouching,4,2,train
CAP000416,S012,upright,5,2,train
CAP000417,S012,upright,5,2,train
CAP000418,S012,upright,5,2,train
CAP000419,S012,upright,5,2,train
CAP000420,S012,upright,5,2,train
CAP000421,S012,leaning_forward,1,2,train
CAP000422,S012,leaning_forward,1,2,train
CAP000423,S012,leaning_forward,1,2,train
CAP000424,S012,leaning_forward,1,2,train
CAP000425,S012,leaning_forward,1,2,train
CAP000436,S012,leaning_right,3,2,train
CAP000437,S012,leaning_right,3,2,train
CAP000438,S012,leaning_right,3,2,train
CAP000439,S012,leaning_right,3,2,train
CAP000440,S012,leaning_right,3,2,train
CAP000441,S012,slouching,4,2,train
CAP000442,S012,slouching,4,2,train
CAP000443,S012,slouching,4,2,train
CAP000444,S012,slouching,4,2,train
CAP000445,S012,slouching,4,2,train
CAP000453,S013,upright,5,2,train
CAP000454,S013,upright,5,2,train
CAP000455,S013,upright,5,2,train
CAP000456,S013,upright,5,2,train
CAP000457,S013,upright,5,2,train
CAP000458,S013,leaning_forward,1,2,train
CAP000459,S013,leaning_forward,1,2,train
CAP000460,S013,leaning_forward,1,2,train
CAP000461,S013,leaning_forward,1,2,train
CAP000462,S013,leaning_forward,1,2,train
CAP000463,S013,leaning_backward,0,2,train
CAP000464,S013,leaning_backward,0,2,train
CAP000465,S013,leaning_backward,0,2,train
CAP000466,S013,leaning_backward,0,2,train
CAP000467,S013,leaning_left,2,2,train
CAP000468,S013,leaning_left,2,2,train
CAP000469,S013,leaning_left,2,2,train
CAP000470,S013,leaning_left,2,2,train
CAP000471,S013,leaning_left,2,2,train
CAP000472,S013,leaning_right,3,2,train
CAP000473,S013,leaning_right,3,2,train
CAP000474,S013,leaning_right,3,2,train
CAP000475,S013,leaning_right,3,2,train
CAP000476,S013,leaning_right,3,2,train
CAP000477,S013,slouching,4,2,train
CAP000478,S013,slouching,4,2,train
CAP000479,S013,slouching,4,2,train
CAP000480,S013,slouching,4,2,train
CAP000481,S013,slouching,4,2,train
CAP000488,S014,upright,5,2,train
CAP000489,S014,upright,5,2,train
CAP000490,S014,upright,5,2,train
CAP000491,S014,upright,5,2,train
CAP000492,S014,upright,5,2,train
CAP000493,S014,leaning_forward,1,2,train
CAP000494,S014,leaning_forward,1,2,train
CAP000495,S014,leaning_forward,1,2,train
CAP000496,S014,leaning_forward,1,2,train
CAP000502,S014,leaning_left,2,2,train
CAP000503,S014,leaning_left,2,2,train
CAP000504,S014,leaning_left,2,2,train
CAP000505,S014,leaning_left,2,2,train
CAP000506,S014,leaning_left,2,2,train
CAP000507,S014,leaning_right,3,2,train
CAP000508,S014,leaning_right,3,2,train
CAP000509,S014,leaning_right,3,2,train
CAP000510,S014,leaning_right,3,2,train
CAP000511,S014,slouching,4,2,train
CAP000512,S014,slouching,4,2,train
CAP000513,S014,slouching,4,2,train
CAP000633,S018,upright,5,2,train
CAP000634,S018,upright,5,2,train
CAP000635,S018,upright,5,2,train
CAP000636,S018,upright,5,2,train
CAP000637,S018,upright,5,2,train
CAP000638,S018,leaning_forward,1,2,train
CAP000639,S018,leaning_forward,1,2,train
CAP000640,S018,leaning_forward,1,2,train
CAP000641,S018,leaning_forward,1,2,train
CAP000642,S018,leaning_forward,1,2,train
CAP000643,S018,leaning_backward,0,2,train
CAP000644,S018,leaning_backward,0,2,train
CAP000645,S018,leaning_backward,0,2,train
CAP000646,S018,leaning_backward,0,2,train
CAP000647,S018,leaning_backward,0,2,train
CAP000648,S018,leaning_left,2,2,train
CAP000649,S018,leaning_left,2,2,train
CAP000650,S018,leaning_left,2,2,train
CAP000651,S018,leaning_left,2,2,train
CAP000652,S018,leaning_left,2,2,train
CAP000653,S018,leaning_right,3,2,train
CAP000654,S018,leaning_right,3,2,train
CAP000655,S018,leaning_right,3,2,train
CAP000656,S018,leaning_right,3,2,train
CAP000657,S018,leaning_right,3,2,train
CAP000658,S018,slouching,4,2,train
CAP000659,S018,slouching,4,2,train
CAP000660,S018,slouching,4,2,train
CAP000661,S018,slouching,4,2,train
CAP000662,S018,slouching,4,2,train
CAP000742,S021,upright,5,2,train
CAP000743,S021,upright,5,2,train
CAP000744,S021,upright,5,2,train
CAP000745,S021,upright,5,2,train
CAP000746,S021,upright,5,2,train
CAP000747,S021,leaning_forward,1,2,train
CAP000748,S021,leaning_forward,1,2,train
CAP000749,S021,leaning_forward,1,2,train
CAP000750,S021,leaning_forward,1,2,train
CAP000751,S021,leaning_forward,1,2,train
CAP000752,S021,leaning_backward,0,2,train
CAP000753,S021,leaning_backward,0,2,train
CAP000754,S021,leaning_backward,0,2,train
CAP000755,S021,leaning_backward,0,2,train
CAP000756,S021,leaning_backward,0,2,train
CAP000757,S021,leaning_left,2,2,train
CAP000758,S021,leaning_left,2,2,train
CAP000760,S021,leaning_left,2,2,train
CAP000761,S021,leaning_left,2,2,train
CAP000762,S021,leaning_right,3,2,train
CAP000763,S021,leaning_right,3,2,train
CAP000764,S021,leaning_right,3,2,train
CAP000765,S021,leaning_right,3,2,train
CAP000766,S021,leaning_right,3,2,train
CAP000767,S021,slouching,4,2,train
CAP000768,S021,slouching,4,2,train
CAP000769,S021,slouching,4,2,train
CAP000779,S022,upright,5,2,train
CAP000781,S022,upright,5,2,train
CAP000783,S022,upright,5,2,train
CAP000804,S022,slouching,4,2,train
CAP000805,S022,slouching,4,2,train
CAP000806,S022,slouching,4,2,train
CAP000807,S022,slouching,4,2,train
CAP000808,S022,slouching,4,2,train
CAP000852,S024,upright,5,2,train
CAP000853,S024,upright,5,2,train
CAP000854,S024,upright,5,2,train
CAP000855,S024,upright,5,2,train
CAP000856,S024,upright,5,2,train
CAP000857,S024,leaning_forward,1,2,train
CAP000858,S024,leaning_forward,1,2,train
CAP000859,S024,leaning_forward,1,2,train
CAP000860,S024,leaning_forward,1,2,train
CAP000861,S024,leaning_forward,1,2,train
CAP000862,S024,leaning_backward,0,2,train
CAP000863,S024,leaning_backward,0,2,train
CAP000864,S024,leaning_backward,0,2,train
CAP000865,S024,leaning_backward,0,2,train
CAP000867,S024,leaning_left,2,2,train
CAP000868,S024,leaning_left,2,2,train
CAP000869,S024,leaning_left,2,2,train
CAP000870,S024,leaning_right,3,2,train
CAP000871,S024,leaning_right,3,2,train
CAP000872,S024,leaning_right,3,2,train
CAP000873,S024,leaning_right,3,2,train
CAP000874,S024,leaning_right,3,2,train
CAP000875,S024,slouching,4,2,train
CAP000876,S024,slouching,4,2,train
CAP000877,S024,slouching,4,2,train
CAP000878,S024,slouching,4,2,train
CAP000879,S024,slouching,4,2,train
CAP000193,S006,upright,5,2,test
CAP000194,S006,upright,5,2,test
CAP000195,S006,upright,5,2,test
CAP000196,S006,upright,5,2,test
CAP000197,S006,upright,5,2,test
CAP000198,S006,leaning_forward,1,2,test
CAP000199,S006,leaning_forward,1,2,test
CAP000200,S006,leaning_forward,1,2,test
CAP000201,S006,leaning_forward,1,2,test
CAP000202,S006,leaning_forward,1,2,test
CAP000203,S006,leaning_backward,0,2,test
CAP000204,S006,leaning_backward,0,2,test
CAP000205,S006,leaning_backward,0,2,test
CAP000206,S006,leaning_backward,0,2,test
CAP000207,S006,leaning_backward,0,2,test
CAP000208,S006,leaning_left,2,2,test
CAP000209,S006,leaning_left,2,2,test
CAP000210,S006,leaning_left,2,2,test
CAP000211,S006,leaning_left,2,2,test
CAP000212,S006,leaning_left,2,2,test
CAP000213,S006,leaning_right,3,2,test
CAP000214,S006,leaning_right,3,2,test
CAP000215,S006,leaning_right,3,2,test
CAP000216,S006,leaning_right,3,2,test
CAP000217,S006,leaning_right,3,2,test
CAP000218,S006,slouching,4,2,test
CAP000219,S006,slouching,4,2,test
CAP000221,S006,slouching,4,2,test
CAP000222,S006,slouching,4,2,test
CAP000528,S015,leaning_forward,1,2,test
CAP000529,S015,leaning_forward,1,2,test
CAP000530,S015,leaning_forward,1,2,test
CAP000531,S015,leaning_forward,1,2,test
CAP000532,S015,leaning_forward,1,2,test
CAP000545,S015,leaning_right,3,2,test
CAP000546,S015,leaning_right,3,2,test
CAP000547,S015,leaning_right,3,2,test
CAP000583,S016,leaning_right,3,2,test
CAP000585,S016,leaning_right,3,2,test
CAP000597,S017,upright,5,2,test
CAP000598,S017,upright,5,2,test
CAP000599,S017,upright,5,2,test
CAP000600,S017,upright,5,2,test
CAP000601,S017,upright,5,2,test
CAP000603,S017,leaning_forward,1,2,test
CAP000604,S017,leaning_forward,1,2,test
CAP000605,S017,leaning_forward,1,2,test
CAP000606,S017,leaning_forward,1,2,test
CAP000607,S017,leaning_backward,0,2,test
CAP000608,S017,leaning_backward,0,2,test
CAP000609,S017,leaning_backward,0,2,test
CAP000610,S017,leaning_backward,0,2,test
CAP000611,S017,leaning_backward,0,2,test
CAP000612,S017,leaning_left,2,2,test
CAP000613,S017,leaning_left,2,2,test
CAP000614,S017,leaning_left,2,2,test
CAP000615,S017,leaning_left,2,2,test
CAP000616,S017,leaning_left,2,2,test
CAP000622,S017,slouching,4,2,test
CAP000623,S017,slouching,4,2,test
CAP000624,S017,slouching,4,2,test
CAP000625,S017,slouching,4,2,test
CAP000626,S017,slouching,4,2,test
CAP000669,S019,upright,5,2,test
CAP000670,S019,upright,5,2,test
CAP000671,S019,upright,5,2,test
CAP000672,S019,upright,5,2,test
CAP000673,S019,upright,5,2,test
CAP000001,S001,upright,5,3,train
CAP000002,S001,upright,5,3,train
CAP000003,S001,upright,5,3,train
CAP000004,S001,upright,5,3,train
CAP000005,S001,upright,5,3,train
CAP000006,S001,leaning_forward,1,3,train
CAP000007,S001,leaning_forward,1,3,train
CAP000008,S001,leaning_forward,1,3,train
CAP000009,S001,leaning_forward,1,3,train
CAP000010,S001,leaning_forward,1,3,train
CAP000011,S001,upright,5,3,train
CAP000012,S001,upright,5,3,train
CAP000013,S001,upright,5,3,train
CAP000014,S001,upright,5,3,train
CAP000015,S001,upright,5,3,train
CAP000016,S001,leaning_forward,1,3,train
CAP000017,S001,leaning_forward,1,3,train
CAP000018,S001,leaning_forward,1,3,train
CAP000019,S001,leaning_forward,1,3,train
CAP000020,S001,leaning_forward,1,3,train
CAP000021,S001,leaning_backward,0,3,train
CAP000022,S001,leaning_backward,0,3,train
CAP000023,S001,leaning_backward,0,3,train
CAP000024,S001,leaning_backward,0,3,train
CAP000025,S001,leaning_backward,0,3,train
CAP000026,S001,leaning_left,2,3,train
CAP000027,S001,leaning_left,2,3,train
CAP000028,S001,leaning_left,2,3,train
CAP000029,S001,leaning_left,2,3,train
CAP000030,S001,leaning_left,2,3,train
CAP000031,S001,leaning_right,3,3,train
CAP000032,S001,leaning_right,3,3,train
CAP000033,S001,leaning_right,3,3,train
CAP000036,S001,slouching,4,3,train
CAP000037,S001,slouching,4,3,train
CAP000038,S001,slouching,4,3,train
CAP000039,S001,slouching,4,3,train
CAP000040,S001,slouching,4,3,train
CAP000048,S002,upright,5,3,train
CAP000049,S002,upright,5,3,train
CAP000050,S002,upright,5,3,train
CAP000051,S002,upright,5,3,train
CAP000052,S002,upright,5,3,train
CAP000053,S002,leaning_forward,1,3,train
CAP000054,S002,leaning_forward,1,3,train
CAP000055,S002,leaning_forward,1,3,train
CAP000056,S002,leaning_forward,1,3,train
CAP000057,S002,leaning_forward,1,3,train
CAP000058,S002,leaning_backward,0,3,train
CAP000059,S002,leaning_backward,0,3,train
CAP000060,S002,leaning_backward,0,3,train
CAP000061,S002,leaning_backward,0,3,train
CAP000062,S002,leaning_backward,0,3,train
CAP000063,S002,leaning_left,2,3,train
CAP000064,S002,leaning_left,2,3,train
CAP000065,S002,leaning_left,2,3,train
CAP000066,S002,leaning_left,2,3,train
CAP000067,S002,leaning_left,2,3,train
CAP000068,S002,leaning_right,3,3,train
CAP000069,S002,leaning_right,3,3,train
CAP000070,S002,leaning_right,3,3,train
CAP000071,S002,leaning_right,3,3,train
CAP000072,S002,leaning_right,3,3,train
CAP000073,S002,slouching,4,3,train
CAP000074,S002,slouching,4,3,train
CAP000075,S002,slouching,4,3,train
CAP000076,S002,slouching,4,3,train
CAP000077,S002,slouching,4,3,train
CAP000157,S005,upright,5,3,train
CAP000158,S005,upright,5,3,train
CAP000159,S005,upright,5,3,train
CAP000160,S005,upright,5,3,train
CAP000161,S005,upright,5,3,train
CAP000162,S005,leaning_forward,1,3,train
CAP000163,S005,leaning_forward,1,3,train
CAP000164,S005,leaning_forward,1,3,train
CAP000165,S005,leaning_forward,1,3,train
CAP000166,S005,leaning_forward,1,3,train
CAP000167,S005,leaning_backward,0,3,train
CAP000168,S005,leaning_backward,0,3,train
CAP000169,S005,leaning_backward,0,3,train
CAP000170,S005,leaning_backward,0,3,train
CAP000171,S005,leaning_backward,0,3,train
CAP000172,S005,leaning_left,2,3,train
CAP000173,S005,leaning_left,2,3,train
CAP000174,S005,leaning_left,2,3,train
CAP000175,S005,leaning_left,2,3,train
CAP000176,S005,leaning_left,2,3,train
CAP000177,S005,leaning_right,3,3,train
CAP000178,S005,leaning_right,3,3,train
CAP000179,S005,leaning_right,3,3,train
CAP000180,S005,leaning_right,3,3,train
CAP000182,S005,slouching,4,3,train
CAP000183,S005,slouching,4,3,train
CAP000184,S005,slouching,4,3,train
CAP000185,S005,slouching,4,3,train
CAP000186,S005,slouching,4,3,train
CAP000193,S006,upright,5,3,train
CAP000194,S006,upright,5,3,train
CAP000195,S006,upright,5,3,train
CAP000196,S006,upright,5,3,train
CAP000197,S006,upright,5,3,train
CAP000198,S006,leaning_forward,1,3,train
CAP000199,S006,leaning_forward,1,3,train
CAP000200,S006,leaning_forward,1,3,train
CAP000201,S006,leaning_forward,1,3,train
CAP000202,S006,leaning_forward,1,3,train
CAP000203,S006,leaning_backward,0,3,train
CAP000204,S006,leaning_backward,0,3,train
CAP000205,S006,leaning_backward,0,3,train
CAP000206,S006,leaning_backward,0,3,train
CAP000207,S006,leaning_backward,0,3,train
CAP000208,S006,leaning_left,2,3,train
CAP000209,S006,leaning_left,2,3,train
CAP000210,S006,leaning_left,2,3,train
CAP000211,S006,leaning_left,2,3,train
CAP000212,S006,leaning_left,2,3,train
CAP000213,S006,leaning_right,3,3,train
CAP000214,S006,leaning_right,3,3,train
CAP000215,S006,leaning_right,3,3,train
CAP000216,S006,leaning_right,3,3,train
CAP000217,S006,leaning_right,3,3,train
CAP000218,S006,slouching,4,3,train
CAP000219,S006,slouching,4,3,train
CAP000221,S006,slouching,4,3,train
CAP000222,S006,slouching,4,3,train
CAP000379,S011,upright,5,3,train
CAP000381,S011,upright,5,3,train
CAP000382,S011,upright,5,3,train
CAP000383,S011,upright,5,3,train
CAP000384,S011,leaning_forward,1,3,train
CAP000388,S011,leaning_forward,1,3,train
CAP000389,S011,leaning_backward,0,3,train
CAP000390,S011,leaning_backward,0,3,train
CAP000391,S011,leaning_backward,0,3,train
CAP000392,S011,leaning_backward,0,3,train
CAP000393,S011,leaning_backward,0,3,train
CAP000394,S011,leaning_left,2,3,train
CAP000395,S011,leaning_left,2,3,train
CAP000396,S011,leaning_left,2,3,train
CAP000397,S011,leaning_left,2,3,train
CAP000398,S011,leaning_left,2,3,train
CAP000404,S011,slouching,4,3,train
CAP000405,S011,slouching,4,3,train
CAP000406,S011,slouching,4,3,train
CAP000407,S011,slouching,4,3,train
CAP000408,S011,slouching,4,3,train
CAP000416,S012,upright,5,3,train
CAP000417,S012,upright,5,3,train
CAP000418,S012,upright,5,3,train
CAP000419,S012,upright,5,3,train
CAP000420,S012,upright,5,3,train
CAP000421,S012,leaning_forward,1,3,train
CAP000422,S012,leaning_forward,1,3,train
CAP000423,S012,leaning_forward,1,3,train
CAP000424,S012,leaning_forward,1,3,train
CAP000425,S012,leaning_forward,1,3,train
CAP000436,S012,leaning_right,3,3,train
CAP000437,S012,leaning_right,3,3,train
