capture_id,subject_id,session_id,calibration_id,label,repetition,subset,lateral_side,class_id,decision,valid_3d_joints_core,valid_3d_joints_total,core_reproj_error_640p_px,shoulder_width_m,torso_length_m,depth_z_m,reason,rig_qc_status,rig_reproj_err_px
CAP000141,S004,SE01,CAL_004,leaning_left,5,pilot,left,2,INCLUDE_3D_FULL,10,13,32.96,0.189,0.542,1.175,"Full 3D: 10/17 core joints, core_err=33.0px, Z=1.18m",WARNING_RECHECK,29.06
CAP000142,S004,SE01,CAL_004,leaning_right,1,pilot,left,3,INCLUDE_3D_WITH_MASKING,12,13,31.18,0.147,0.561,1.262,Partial 3D: 12/17 core joints - usable with NaN masking,WARNING_RECHECK,29.06
CAP000143,S004,SE01,CAL_004,leaning_right,2,pilot,left,3,INCLUDE_3D_WITH_MASKING,13,14,30.04,0.134,0.547,1.241,Partial 3D: 13/17 core joints - usable with NaN masking,WARNING_RECHECK,29.06
CAP000144,S004,SE01,CAL_004,leaning_right,3,pilot,left,3,INCLUDE_3D_WITH_MASKING,13,14,30.39,0.133,0.545,1.24,Partial 3D: 13/17 core joints - usable with NaN masking,WARNING_RECHECK,29.06
CAP000145,S004,SE01,CAL_004,leaning_right,4,pilot,left,3,INCLUDE_3D_WITH_MASKING,13,14,30.6,0.135,0.554,1.242,Partial 3D: 13/17 core joints - usable with NaN masking,WARNING_RECHECK,29.06
CAP000146,S004,SE01,CAL_004,leaning_right,5,pilot,left,3,INCLUDE_3D_WITH_MASKING,12,14,27.97,0.137,0.549,1.244,Partial 3D: 12/17 core joints - usable with NaN masking,WARNING_RECHECK,29.06
CAP000147,S004,SE01,CAL_004,slouching,1,pilot,left,4,INCLUDE_3D_WITH_MASKING,12,14,43.18,0.139,0.656,1.139,Partial 3D: 12/17 core joints - usable with NaN masking,WARNING_RECHECK,29.06
CAP000148,S004,SE01,CAL_004,slouching,2,pilot,left,4,INCLUDE_3D_WITH_MASKING,11,14,34.06,0.141,0.594,1.153,Partial 3D: 11/17 core joints - usable with NaN masking,WARNING_RECHECK,29.06
CAP000149,S004,SE01,CAL_004,slouching,3,pilot,left,4,INCLUDE_3D_WITH_MASKING,11,13,35.58,0.141,0.603,1.151,Partial 3D: 11/17 core joints - usable with NaN masking,WARNING_RECHECK,29.06
CAP000150,S004,SE01,CAL_004,slouching,4,pilot,left,4,INCLUDE_3D_WITH_MASKING,11,14,34.92,0.139,0.602,1.149,Partial 3D: 11/17 core joints - usable with NaN masking,WARNING_RECHECK,29.06
CAP000151,S004,SE01,CAL_004,slouching,5,pilot,left,4,INCLUDE_3D_WITH_MASKING,11,13,35.59,0.139,0.594,1.147,Partial 3D: 11/17 core joints - usable with NaN masking,WARNING_RECHECK,29.06
CAP000157,S005,SE01,CAL_005,upright,1,controlled,right,5,INCLUDE_3D_FULL,14,14,24.44,0.566,0.463,0.982,"Full 3D: 14/17 core joints, core_err=24.4px, Z=0.98m",WARNING_RECHECK,19.21
CAP000158,S005,SE01,CAL_005,upright,2,controlled,right,5,INCLUDE_3D_FULL,14,14,24.59,0.566,0.461,0.978,"Full 3D: 14/17 core joints, core_err=24.6px, Z=0.98m",WARNING_RECHECK,19.21
CAP000159,S005,SE01,CAL_005,upright,3,controlled,right,5,INCLUDE_3D_FULL,14,14,24.1,0.559,0.458,0.981,"Full 3D: 14/17 core joints, core_err=24.1px, Z=0.98m",WARNING_RECHECK,19.21
CAP000160,S005,SE01,CAL_005,upright,4,controlled,right,5,INCLUDE_3D_FULL,14,14,24.44,0.567,0.46,0.983,"Full 3D: 14/17 core joints, core_err=24.4px, Z=0.98m",WARNING_RECHECK,19.21
CAP000161,S005,SE01,CAL_005,upright,5,controlled,right,5,INCLUDE_3D_FULL,14,14,24.13,0.565,0.461,0.981,"Full 3D: 14/17 core joints, core_err=24.1px, Z=0.98m",WARNING_RECHECK,19.21
CAP000162,S005,SE01,CAL_005,leaning_forward,1,controlled,right,1,INCLUDE_3D_FULL,11,11,26.8,0.566,0.436,0.978,"Full 3D: 11/17 core joints, core_err=26.8px, Z=0.98m",WARNING_RECHECK,19.21
CAP000163,S005,SE01,CAL_005,leaning_forward,2,controlled,right,1,INCLUDE_3D_FULL,13,13,25.17,0.528,0.42,0.985,"Full 3D: 13/17 core joints, core_err=25.2px, Z=0.99m",WARNING_RECHECK,19.21
CAP000164,S005,SE01,CAL_005,leaning_forward,3,controlled,right,1,INCLUDE_3D_FULL,13,13,26.21,0.534,0.425,0.988,"Full 3D: 13/17 core joints, core_err=26.2px, Z=0.99m",WARNING_RECHECK,19.21
CAP000165,S005,SE01,CAL_005,leaning_forward,4,controlled,right,1,INCLUDE_3D_FULL,12,12,26.21,0.544,0.435,0.965,"Full 3D: 12/17 core joints, core_err=26.2px, Z=0.97m",WARNING_RECHECK,19.21
CAP000166,S005,SE01,CAL_005,leaning_forward,5,controlled,right,1,INCLUDE_3D_FULL,12,12,26.41,0.54,0.43,0.966,"Full 3D: 12/17 core joints, core_err=26.4px, Z=0.97m",WARNING_RECHECK,19.21
CAP000167,S005,SE01,CAL_005,leaning_backward,1,controlled,right,0,INCLUDE_3D_FULL,14,14,24.06,0.491,0.443,1.013,"Full 3D: 14/17 core joints, core_err=24.1px, Z=1.01m",WARNING_RECHECK,19.21
CAP000168,S005,SE01,CAL_005,leaning_backward,2,controlled,right,0,INCLUDE_3D_FULL,14,14,21.29,0.515,0.467,1.002,"Full 3D: 14/17 core joints, core_err=21.3px, Z=1.00m",WARNING_RECHECK,19.21
CAP000169,S005,SE01,CAL_005,leaning_backward,3,controlled,right,0,INCLUDE_3D_FULL,14,14,22.16,0.582,0.486,1.018,"Full 3D: 14/17 core joints, core_err=22.2px, Z=1.02m",WARNING_RECHECK,19.21
CAP000170,S005,SE01,CAL_005,leaning_backward,4,controlled,right,0,INCLUDE_3D_FULL,14,14,22.65,0.583,0.476,1.017,"Full 3D: 14/17 core joints, core_err=22.6px, Z=1.02m",WARNING_RECHECK,19.21
CAP000171,S005,SE01,CAL_005,leaning_backward,5,controlled,right,0,INCLUDE_3D_FULL,14,14,22.83,0.574,0.484,1.021,"Full 3D: 14/17 core joints, core_err=22.8px, Z=1.02m",WARNING_RECHECK,19.21
CAP000172,S005,SE01,CAL_005,leaning_left,1,controlled,right,2,INCLUDE_3D_WITH_MASKING,14,14,33.56,0.702,0.554,1.162,Partial 3D: 14/17 core joints - usable with NaN masking,WARNING_RECHECK,19.21
CAP000173,S005,SE01,CAL_005,leaning_left,2,controlled,right,2,INCLUDE_3D_WITH_MASKING,14,14,33.38,0.69,0.542,1.163,Partial 3D: 14/17 core joints - usable with NaN masking,WARNING_RECHECK,19.21
CAP000174,S005,SE01,CAL_005,leaning_left,3,controlled,right,2,INCLUDE_3D_WITH_MASKING,14,14,32.58,0.671,0.539,1.156,Partial 3D: 14/17 core joints - usable with NaN masking,WARNING_RECHECK,19.21
CAP000175,S005,SE01,CAL_005,leaning_left,4,controlled,right,2,INCLUDE_3D_WITH_MASKING,14,14,33.49,0.684,0.543,1.159,Partial 3D: 14/17 core joints - usable with NaN masking,WARNING_RECHECK,19.21
CAP000176,S005,SE01,CAL_005,leaning_left,5,controlled,right,2,INCLUDE_3D_WITH_MASKING,14,14,32.57,0.677,0.527,1.157,Partial 3D: 14/17 core joints - usable with NaN masking,WARNING_RECHECK,19.21
CAP000177,S005,SE01,CAL_005,leaning_right,1,controlled,right,3,INCLUDE_3D_FULL,14,14,34.08,0.358,0.397,0.875,"Full 3D: 14/17 core joints, core_err=34.1px, Z=0.87m",WARNING_RECHECK,19.21
CAP000178,S005,SE01,CAL_005,leaning_right,2,controlled,right,3,INCLUDE_3D_FULL,14,14,33.71,0.367,0.396,0.88,"Full 3D: 14/17 core joints, core_err=33.7px, Z=0.88m",WARNING_RECHECK,19.21
CAP000179,S005,SE01,CAL_005,leaning_right,3,controlled,right,3,INCLUDE_3D_FULL,14,14,33.23,0.367,0.394,0.879,"Full 3D: 14/17 core joints, core_err=33.2px, Z=0.88m",WARNING_RECHECK,19.21
CAP000180,S005,SE01,CAL_005,leaning_right,4,controlled,right,3,INCLUDE_3D_FULL,14,14,33.98,0.379,0.399,0.881,"Full 3D: 14/17 core joints, core_err=34.0px, Z=0.88m",WARNING_RECHECK,19.21
CAP000181,S005,SE01,CAL_005,leaning_right,5,controlled,right,3,INCLUDE_3D_FULL,13,14,32.22,0.371,,0.862,"Full 3D: 13/17 core joints, core_err=32.2px, Z=0.86m",WARNING_RECHECK,19.21
CAP000182,S005,SE01,CAL_005,slouching,1,controlled,right,4,INCLUDE_3D_FULL,14,14,21.97,0.523,0.433,1.002,"Full 3D: 14/17 core joints, core_err=22.0px, Z=1.00m",WARNING_RECHECK,19.21
CAP000183,S005,SE01,CAL_005,slouching,2,controlled,right,4,INCLUDE_3D_FULL,14,14,21.84,0.526,0.437,1.002,"Full 3D: 14/17 core joints, core_err=21.8px, Z=1.00m",WARNING_RECHECK,19.21
CAP000184,S005,SE01,CAL_005,slouching,3,controlled,right,4,INCLUDE_3D_FULL,14,14,21.55,0.528,0.431,1.0,"Full 3D: 14/17 core joints, core_err=21.5px, Z=1.00m",WARNING_RECHECK,19.21
CAP000185,S005,SE01,CAL_005,slouching,4,controlled,right,4,INCLUDE_3D_FULL,14,14,22.07,0.52,0.432,0.999,"Full 3D: 14/17 core joints, core_err=22.1px, Z=1.00m",WARNING_RECHECK,19.21
CAP000186,S005,SE01,CAL_005,slouching,5,controlled,right,4,INCLUDE_3D_FULL,14,14,21.93,0.518,0.434,1.0,"Full 3D: 14/17 core joints, core_err=21.9px, Z=1.00m",WARNING_RECHECK,19.21
CAP000193,S006,SE01,CAL_005,upright,1,controlled,right,5,INCLUDE_3D_FULL,14,14,22.12,0.482,0.455,0.978,"Full 3D: 14/17 core joints, core_err=22.1px, Z=0.98m",WARNING_RECHECK,19.21
CAP000194,S006,SE01,CAL_005,upright,2,controlled,right,5,INCLUDE_3D_FULL,14,14,21.99,0.488,0.455,0.981,"Full 3D: 14/17 core joints, core_err=22.0px, Z=0.98m",WARNING_RECHECK,19.21
CAP000195,S006,SE01,CAL_005,upright,3,controlled,right,5,INCLUDE_3D_FULL,14,14,22.73,0.487,0.454,0.981,"Full 3D: 14/17 core joints, core_err=22.7px, Z=0.98m",WARNING_RECHECK,19.21
CAP000196,S006,SE01,CAL_005,upright,4,controlled,right,5,INCLUDE_3D_FULL,13,13,24.11,0.487,0.453,0.977,"Full 3D: 13/17 core joints, core_err=24.1px, Z=0.98m",WARNING_RECHECK,19.21
CAP000197,S006,SE01,CAL_005,upright,5,controlled,right,5,INCLUDE_3D_FULL,13,13,24.16,0.489,0.456,0.98,"Full 3D: 13/17 core joints, core_err=24.2px, Z=0.98m",WARNING_RECHECK,19.21
CAP000198,S006,SE01,CAL_005,leaning_forward,1,controlled,right,1,INCLUDE_3D_FULL,13,13,24.97,0.48,0.432,0.96,"Full 3D: 13/17 core joints, core_err=25.0px, Z=0.96m",WARNING_RECHECK,19.21
CAP000199,S006,SE01,CAL_005,leaning_forward,2,controlled,right,1,INCLUDE_3D_FULL,14,14,23.11,0.457,0.432,0.959,"Full 3D: 14/17 core joints, core_err=23.1px, Z=0.96m",WARNING_RECHECK,19.21
CAP000200,S006,SE01,CAL_005,leaning_forward,3,controlled,right,1,INCLUDE_3D_FULL,14,14,22.68,0.458,0.429,0.962,"Full 3D: 14/17 core joints, core_err=22.7px, Z=0.96m",WARNING_RECHECK,19.21
CAP000201,S006,SE01,CAL_005,leaning_forward,4,controlled,right,1,INCLUDE_3D_FULL,14,14,23.52,0.467,0.437,0.963,"Full 3D: 14/17 core joints, core_err=23.5px, Z=0.96m",WARNING_RECHECK,19.21
CAP000202,S006,SE01,CAL_005,leaning_forward,5,controlled,right,1,INCLUDE_3D_FULL,14,14,23.07,0.469,0.424,0.964,"Full 3D: 14/17 core joints, core_err=23.1px, Z=0.96m",WARNING_RECHECK,19.21
CAP000203,S006,SE01,CAL_005,leaning_backward,1,controlled,right,0,INCLUDE_3D_FULL,14,14,22.59,0.399,0.464,1.0,"Full 3D: 14/17 core joints, core_err=22.6px, Z=1.00m",WARNING_RECHECK,19.21
CAP000204,S006,SE01,CAL_005,leaning_backward,2,controlled,right,0,INCLUDE_3D_FULL,14,14,22.55,0.401,0.46,0.997,"Full 3D: 14/17 core joints, core_err=22.6px, Z=1.00m",WARNING_RECHECK,19.21
CAP000205,S006,SE01,CAL_005,leaning_backward,3,controlled,right,0,INCLUDE_3D_FULL,14,14,23.15,0.401,0.464,0.996,"Full 3D: 14/17 core joints, core_err=23.2px, Z=1.00m",WARNING_RECHECK,19.21
CAP000206,S006,SE01,CAL_005,leaning_backward,4,controlled,right,0,INCLUDE_3D_FULL,14,14,23.08,0.409,0.462,0.995,"Full 3D: 14/17 core joints, core_err=23.1px, Z=0.99m",WARNING_RECHECK,19.21
CAP000207,S006,SE01,CAL_005,leaning_backward,5,controlled,right,0,INCLUDE_3D_FULL,14,14,22.8,0.406,0.455,0.995,"Full 3D: 14/17 core joints, core_err=22.8px, Z=0.99m",WARNING_RECHECK,19.21
CAP000208,S006,SE01,CAL_005,leaning_left,1,controlled,right,2,INCLUDE_3D_FULL,14,14,26.81,0.526,0.479,1.083,"Full 3D: 14/17 core joints, core_err=26.8px, Z=1.08m",WARNING_RECHECK,19.21
CAP000209,S006,SE01,CAL_005,leaning_left,2,controlled,right,2,INCLUDE_3D_FULL,14,14,26.99,0.528,0.485,1.077,"Full 3D: 14/17 core joints, core_err=27.0px, Z=1.08m",WARNING_RECHECK,19.21
CAP000210,S006,SE01,CAL_005,leaning_left,3,controlled,right,2,INCLUDE_3D_FULL,14,14,26.39,0.515,0.478,1.069,"Full 3D: 14/17 core joints, core_err=26.4px, Z=1.07m",WARNING_RECHECK,19.21
CAP000211,S006,SE01,CAL_005,leaning_left,4,controlled,right,2,INCLUDE_3D_FULL,14,14,25.57,0.501,0.469,1.056,"Full 3D: 14/17 core joints, core_err=25.6px, Z=1.06m",WARNING_RECHECK,19.21
CAP000212,S006,SE01,CAL_005,leaning_left,5,controlled,right,2,INCLUDE_3D_FULL,14,14,25.78,0.5,0.469,1.048,"Full 3D: 14/17 core joints, core_err=25.8px, Z=1.05m",WARNING_RECHECK,19.21
CAP000213,S006,SE01,CAL_005,leaning_right,1,controlled,right,3,INCLUDE_3D_FULL,13,13,29.61,0.352,0.416,0.907,"Full 3D: 13/17 core joints, core_err=29.6px, Z=0.91m",WARNING_RECHECK,19.21
CAP000214,S006,SE01,CAL_005,leaning_right,2,controlled,right,3,INCLUDE_3D_FULL,13,13,29.67,0.346,0.412,0.903,"Full 3D: 13/17 core joints, core_err=29.7px, Z=0.90m",WARNING_RECHECK,19.21
CAP000215,S006,SE01,CAL_005,leaning_right,3,controlled,right,3,INCLUDE_3D_FULL,13,13,29.51,0.339,0.41,0.901,"Full 3D: 13/17 core joints, core_err=29.5px, Z=0.90m",WARNING_RECHECK,19.21
CAP000216,S006,SE01,CAL_005,leaning_right,4,controlled,right,3,INCLUDE_3D_FULL,13,13,29.38,0.358,0.415,0.909,"Full 3D: 13/17 core joints, core_err=29.4px, Z=0.91m",WARNING_RECHECK,19.21
CAP000217,S006,SE01,CAL_005,leaning_right,5,controlled,right,3,INCLUDE_3D_FULL,13,13,29.71,0.357,0.415,0.906,"Full 3D: 13/17 core joints, core_err=29.7px, Z=0.91m",WARNING_RECHECK,19.21
CAP000218,S006,SE01,CAL_005,slouching,1,controlled,right,4,INCLUDE_3D_FULL,13,13,27.23,0.401,0.426,0.965,"Full 3D: 13/17 core joints, core_err=27.2px, Z=0.96m",WARNING_RECHECK,19.21
CAP000219,S006,SE01,CAL_005,slouching,2,controlled,right,4,INCLUDE_3D_FULL,14,14,25.25,0.421,0.433,0.971,"Full 3D: 14/17 core joints, core_err=25.3px, Z=0.97m",WARNING_RECHECK,19.21
CAP000220,S006,SE01,CAL_005,slouching,3,controlled,right,4,INCLUDE_3D_FULL,13,14,22.72,0.432,,0.964,"Full 3D: 13/17 core joints, core_err=22.7px, Z=0.96m",WARNING_RECHECK,19.21
CAP000221,S006,SE01,CAL_005,slouching,4,controlled,right,4,INCLUDE_3D_FULL,14,14,25.4,0.432,0.432,0.971,"Full 3D: 14/17 core joints, core_err=25.4px, Z=0.97m",WARNING_RECHECK,19.21
CAP000222,S006,SE01,CAL_005,slouching,5,controlled,right,4,INCLUDE_3D_FULL,14,14,25.27,0.421,0.431,0.972,"Full 3D: 14/17 core joints, core_err=25.3px, Z=0.97m",WARNING_RECHECK,19.21
CAP000229,S007,SE01,CAL_006,upright,1,controlled,right,5,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000230,S007,SE01,CAL_006,upright,1,controlled,right,5,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000231,S007,SE01,CAL_006,upright,2,controlled,right,5,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000232,S007,SE01,CAL_006,upright,3,controlled,right,5,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000233,S007,SE01,CAL_006,upright,4,controlled,right,5,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000234,S007,SE01,CAL_006,upright,5,controlled,right,5,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000235,S007,SE01,CAL_006,leaning_forward,1,controlled,right,1,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000236,S007,SE01,CAL_006,leaning_forward,2,controlled,right,1,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000237,S007,SE01,CAL_006,leaning_forward,3,controlled,right,1,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000238,S007,SE01,CAL_006,leaning_forward,4,controlled,right,1,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000239,S007,SE01,CAL_006,leaning_forward,5,controlled,right,1,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000240,S007,SE01,CAL_006,leaning_backward,1,controlled,right,0,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000241,S007,SE01,CAL_006,leaning_backward,2,controlled,right,0,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000242,S007,SE01,CAL_006,leaning_backward,3,controlled,right,0,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000243,S007,SE01,CAL_006,leaning_backward,4,controlled,right,0,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000244,S007,SE01,CAL_006,leaning_backward,5,controlled,right,0,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000245,S007,SE01,CAL_006,leaning_left,1,controlled,right,2,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000246,S007,SE01,CAL_006,leaning_left,2,controlled,right,2,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000247,S007,SE01,CAL_006,leaning_left,3,controlled,right,2,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000248,S007,SE01,CAL_006,leaning_left,4,controlled,right,2,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000249,S007,SE01,CAL_006,leaning_left,5,controlled,right,2,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000250,S007,SE01,CAL_006,leaning_right,1,controlled,right,3,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000251,S007,SE01,CAL_006,leaning_right,2,controlled,right,3,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000252,S007,SE01,CAL_006,leaning_right,3,controlled,right,3,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000253,S007,SE01,CAL_006,leaning_right,4,controlled,right,3,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000254,S007,SE01,CAL_006,leaning_right,5,controlled,right,3,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000255,S007,SE01,CAL_006,slouching,1,controlled,right,4,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000256,S007,SE01,CAL_006,slouching,2,controlled,right,4,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000257,S007,SE01,CAL_006,slouching,3,controlled,right,4,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000258,S007,SE01,CAL_006,slouching,4,controlled,right,4,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000259,S007,SE01,CAL_006,slouching,5,controlled,right,4,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,Rig CAL_006 excluded (Baseline=4.5m),WARNING_RECHECK,41.39
CAP000268,S008,SE01,CAL_008,upright,1,controlled,right,5,INCLUDE_3D_WITH_MASKING,6,12,25.58,0.25,,1.014,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000269,S008,SE01,CAL_008,upright,2,controlled,right,5,INCLUDE_3D_WITH_MASKING,6,12,25.83,0.247,,1.012,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000270,S008,SE01,CAL_008,upright,3,controlled,right,5,INCLUDE_3D_WITH_MASKING,6,12,25.32,0.249,,1.006,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000271,S008,SE01,CAL_008,upright,4,controlled,right,5,INCLUDE_3D_WITH_MASKING,6,12,25.61,0.258,,1.011,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000272,S008,SE01,CAL_008,upright,5,controlled,right,5,INCLUDE_3D_WITH_MASKING,6,12,25.47,0.25,,1.007,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000273,S008,SE01,CAL_008,leaning_forward,1,controlled,right,1,INCLUDE_3D_WITH_MASKING,6,12,20.29,0.357,,1.207,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000274,S008,SE01,CAL_008,leaning_forward,2,controlled,right,1,INCLUDE_3D_WITH_MASKING,6,13,17.83,0.326,,1.183,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000275,S008,SE01,CAL_008,leaning_forward,3,controlled,right,1,INCLUDE_3D_WITH_MASKING,6,12,18.81,0.357,,1.213,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000276,S008,SE01,CAL_008,leaning_forward,4,controlled,right,1,INCLUDE_3D_WITH_MASKING,6,12,18.81,0.35,,1.207,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000277,S008,SE01,CAL_008,leaning_forward,5,controlled,right,1,INCLUDE_3D_WITH_MASKING,6,12,18.91,0.339,,1.212,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000278,S008,SE01,CAL_008,leaning_backward,1,controlled,right,0,INCLUDE_3D_WITH_MASKING,6,13,15.16,0.182,,0.877,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000279,S008,SE01,CAL_008,leaning_backward,2,controlled,right,0,INCLUDE_3D_WITH_MASKING,5,12,16.62,0.186,,0.885,Partial 3D: 5/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000280,S008,SE01,CAL_008,leaning_backward,3,controlled,right,0,INCLUDE_3D_WITH_MASKING,6,13,14.89,0.186,,0.894,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000281,S008,SE01,CAL_008,leaning_backward,4,controlled,right,0,INCLUDE_3D_WITH_MASKING,6,13,13.81,0.189,,0.894,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000282,S008,SE01,CAL_008,leaning_backward,5,controlled,right,0,INCLUDE_3D_WITH_MASKING,6,13,14.19,0.188,,0.902,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000283,S008,SE01,CAL_008,leaning_left,1,controlled,right,2,INCLUDE_3D_WITH_MASKING,6,13,33.11,0.22,,0.918,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000284,S008,SE01,CAL_008,leaning_left,2,controlled,right,2,INCLUDE_3D_WITH_MASKING,6,13,31.71,0.212,,0.917,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000285,S008,SE01,CAL_008,leaning_left,3,controlled,right,2,INCLUDE_3D_WITH_MASKING,6,13,31.63,0.214,,0.917,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000286,S008,SE01,CAL_008,leaning_left,4,controlled,right,2,INCLUDE_3D_WITH_MASKING,6,13,33.04,0.215,,0.915,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000287,S008,SE01,CAL_008,leaning_left,5,controlled,right,2,INCLUDE_3D_WITH_MASKING,6,13,32.6,0.217,,0.916,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000288,S008,SE01,CAL_008,leaning_right,1,controlled,right,3,INCLUDE_3D_WITH_MASKING,6,12,49.51,0.049,,1.034,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000289,S008,SE01,CAL_008,leaning_right,2,controlled,right,3,INCLUDE_3D_WITH_MASKING,4,13,41.8,0.041,,1.052,Partial 3D: 4/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
