split,annotation_id,image_id,image_filename,category_id,category_name,bbox_x,bbox_y,bbox_w,bbox_h,area,bbox_valid,bbox_issue
train,48,43,a2b289bc83b7a4fd46328abc1128405d_jpg.rf.dcf1c3bec66ba974bd48c1163cb3e4b5.jpg,4,slouch,449.3,456.06,130.69,148.65,19427.069,True,
train,49,44,sipotion_1749658834856_leaning_backward_0_69_jpg.rf.4eef4b81e703fae8f97f7fd5a128b697.jpg,1,good_posture,154.67,149.33,372.67,484,180372.28,True,
train,50,45,sipotion_1749658504608_slouch_0_56_jpg.rf.2f89a4b62a0fec14a74286edfe4e60a3.jpg,1,good_posture,180,190,250.67,362,90742.54,True,
train,51,46,c2bc59cd78921a4811bca7253f33bf8a-Copy_jpg.rf.12ced5adb9a6bce6b41db068ae9ae52b.jpg,2,leaning_backward,46.42,249.99,361.68,278.62,100771.282,True,
train,52,47,sipotion_1749658592179_leaning_backward_0_57_jpg.rf.1b646c04b560cc80de3c69720e0dce9e.jpg,2,leaning_backward,148.67,92,484.67,544.67,263985.209,True,
train,53,48,164beb21e641c2e24c5a1f6f62587bc1_jpg.rf.c1fe4efbb833abc0060ad38c537226f9.jpg,4,slouch,71.93,51.64,157.31,194.02,30521.286,True,
train,54,48,164beb21e641c2e24c5a1f6f62587bc1_jpg.rf.c1fe4efbb833abc0060ad38c537226f9.jpg,2,leaning_backward,248.23,33.47,222.92,176.91,39436.777,True,
train,55,49,642810152cca1b37a584fac07693a363_jpg.rf.44a6b80d928650d62dba3aa4d211823c.jpg,3,leaning_forward,48.69,70.14,251.02,494.63,124162.023,True,
train,56,49,642810152cca1b37a584fac07693a363_jpg.rf.44a6b80d928650d62dba3aa4d211823c.jpg,4,slouch,318.26,59.71,288.7,516.65,149156.855,True,
train,57,50,sipotion_1749658658497_slouch_0_81_jpg.rf.d38860f50cefb5975a94f695f947d3d2.jpg,3,leaning_forward,166.67,140.67,315.33,489.33,154300.429,True,
train,58,51,bb8d22e4651148c458fdfca7e92d22f9_jpg.rf.cea3a98b1b592ca58b00039b83d7391a.jpg,1,good_posture,27.8,97.64,216.13,314.22,67912.369,True,
train,59,52,sipotion_1749649829222_leaning_backward_0_85_jpg.rf.cd58771c8e0857e69e9ce39fbdab5729.jpg,2,leaning_backward,182.67,300,182.67,224.67,41040.469,True,
train,60,53,334cbc1795755361563740d1b9c2ba02_jpg.rf.a6a7a4dda70cec7a7518a465ef2dcdd6.jpg,3,leaning_forward,42.37,1.95,432.51,626.9,271140.519,True,
train,61,54,sipotion_1749658273577_good_posture_0_72_jpg.rf.486224dc355378e655413def1352e9ff.jpg,1,good_posture,92,73.33,377.33,566,213568.78,True,
train,62,55,sipotion_1749660936500_leaning_forward_0_85_jpg.rf.3522e0fbbdc135f03a0acbab14f85120.jpg,3,leaning_forward,191.33,119.33,327.33,516.67,169121.591,True,
train,63,56,sipotion_1749660918279_leaning_forward_0_93_jpg.rf.625f894163494d676920e088a9a3031a.jpg,3,leaning_forward,140,26,382,609.33,232764.06,True,
train,64,57,f96e0320bb76b43237861d629e025daa-1-_jpg.rf.8a4391d38ddbde7a8c529cd70c8301d4.jpg,2,leaning_backward,83.5,244.4,281.7,343.61,96794.937,True,
train,65,58,4bf7a1f74bd8a456fecc108fe136dcea_jpg.rf.e0181a963af50ca0e7511833cf094e95.jpg,2,leaning_backward,49.28,265.7,277.29,191.94,53223.043,True,
train,66,59,sipotion_1749658652880_slouch_0_76_jpg.rf.f8cd8fd3375b3b21681716a0afbfe08c.jpg,3,leaning_forward,149.33,140.67,330.67,498.67,164895.209,True,
train,67,60,sipotion_1749658655732_slouch_0_84_jpg.rf.1f9fd59ce28a9a5e82b4145d14b1f3d2.jpg,1,good_posture,133.33,105.33,348.67,526.67,183634.029,True,
train,68,61,sipotion_1749658433630_good_posture_0_77_jpg.rf.9fa58e32268ca4cc678cc457054fd15f.jpg,2,leaning_backward,260,250.67,192.67,260.67,50223.289,True,
train,69,62,sipotion_1749658422979_slouch_0_86_jpg.rf.f9bc69c200b78a51ff3aec363fdd95ee.jpg,1,good_posture,241.91,58,245.43,490.53,120390.778,True,
train,70,63,sipotion_1749658442127_good_posture_0_53_jpg.rf.bd7378953f28490c8dd013edd3900395.jpg,1,good_posture,0,82.67,325.33,556.67,181101.451,True,
train,71,64,4edf682b2586f97d3036b834179bb71e_jpg.rf.15dbfe28a107ad6766366a65a5d70021.jpg,2,leaning_backward,91.34,269.66,244.65,183.4,44868.81,True,
train,72,65,d431ef6818d215d304c11efe5a8d485d_jpg.rf.f4c65b623ecc3197482189e109820891.jpg,2,leaning_backward,161.42,294.89,272.21,241.74,65804.045,True,
train,73,66,df71d8ccc4340726edec1490867bf2b5_jpg.rf.8da49f91ab5020cc92cb42d2450a0dd9.jpg,1,good_posture,156.81,7.74,223.59,428.48,95803.843,True,
train,74,67,sipotion_1749650401543_leaning_forward_0_58_jpg.rf.7725919671b206dd9e24898ab94209e1.jpg,3,leaning_forward,239.33,212,268,292.67,78435.56,True,
train,75,68,sipotion_1749658178359_good_posture_0_71_jpg.rf.0b2c683ee8e2ea563c0401cb9d803b45.jpg,2,leaning_backward,173.33,138.67,460,500.67,230308.2,True,
train,76,69,sipotion_1749642775499_leaning_forward_0_70_jpg.rf.9875c6cfe98a700506bbffbb304ec449.jpg,4,slouch,191.33,174,302,306.67,92614.34,True,
train,77,70,sipotion_1749660914798_leaning_forward_0_92_jpg.rf.13ad6cb48abfb2fadc35b9456f639a24.jpg,3,leaning_forward,132.67,19.33,386.67,616,238188.72,True,
train,78,71,sipotion_1749649868548_slouch_0_86_jpg.rf.9eb0741bf441b370b5726c9d301c7017.jpg,1,good_posture,164,196,259.33,400,103732,True,
train,79,72,sipotion_1749660935080_leaning_forward_0_91_jpg.rf.f3bd6cb3d47f968f17256d35efcf90ba.jpg,3,leaning_forward,140,167.33,278.67,470.67,131161.609,True,
train,80,73,0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,3,leaning_forward,395.68,34.7,95.82,147.63,14145.907,True,
train,81,73,0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,3,leaning_forward,521.15,32.63,102.71,147.86,15186.701,True,
train,82,73,0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,3,leaning_forward,530.11,247.7,99.72,145.03,14462.392,True,
train,83,73,0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,3,leaning_forward,139.94,244.26,105.93,155.13,16432.921,True,
train,84,73,0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,3,leaning_forward,11.72,245.64,104.55,154.22,16123.701,True,
train,85,73,0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,3,leaning_forward,26.89,455.89,98.57,147.36,14525.275,True,
train,86,73,0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,3,leaning_forward,146.14,456.57,106.62,147.13,15687.001,True,
train,87,73,0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,3,leaning_forward,284.01,463.47,95.59,154.48,14766.743,True,
train,88,73,0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,3,leaning_forward,406.03,464.85,100.18,148.97,14923.815,True,
train,89,73,0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,3,leaning_forward,539.75,460.71,90.08,162.29,14619.083,True,
train,90,74,a661ffb01f95295449f9d5357024b13e_jpg.rf.58e2468e4ab71622dfaa6564cb083acb.jpg,3,leaning_forward,166,35,161,391,62951,True,
train,91,75,sipotion_1749648180037_leaning_forward_0_82_jpg.rf.f982d335b0f69c83b3389ec79d5c5988.jpg,4,slouch,250.67,35.33,309.33,510.67,157965.551,True,
train,92,76,sipotion_1749642774253_leaning_forward_0_48_jpg.rf.7ee6346799ec7594ad7dca2c5b5dd9df.jpg,4,slouch,196.67,188.67,302,308.67,93218.34,True,
train,93,77,12549cd180196f34b4527ceb4f8eab15_jpg.rf.7d67896ccdd692205b5ce7a42339a3e6.jpg,1,good_posture,113.54,34.12,298.52,605.88,180867.298,True,
train,94,78,sipotion_1749658638019_good_posture_0_45_jpg.rf.5ec32f364f88c7aa5479128056bf4a31.jpg,1,good_posture,110.67,127.33,324,510,165240,True,
train,95,79,sipotion_1749658643366_slouch_0_75_jpg.rf.dec505548c56b3ecbeae3f29fd807e10.jpg,3,leaning_forward,98.67,61.33,368.67,554,204243.18,True,
train,96,80,sipotion_1749645595364_slouch_0_84_jpg.rf.4a21416230f7d636b3bb398ed9b80adf.jpg,2,leaning_backward,133.33,142.67,428.67,464.67,199190.089,True,
train,97,81,sipotion_1749658262311_slouch_0_73_jpg.rf.7b54b4a24c5d78c4be3e62406796273e.jpg,1,good_posture,113.33,70.67,377.33,568.67,214576.251,True,
train,98,82,d47bfdaf545091c1be93494644ea634d_jpg.rf.3427cbccab87faa602fc3c20ab16f2ec.jpg,3,leaning_forward,173.63,61.43,109.01,133.05,14503.781,True,
train,99,82,d47bfdaf545091c1be93494644ea634d_jpg.rf.3427cbccab87faa602fc3c20ab16f2ec.jpg,3,leaning_forward,266.9,56.38,84.29,120.51,10157.788,True,
train,100,83,sipotion_1749658299486_leaning_backward_0_77_jpg.rf.90dbac00dbd0b79961482696ea1899c6.jpg,2,leaning_backward,1.33,143.33,521.33,492.67,256843.651,True,
train,101,84,sipotion_1749643406632_leaning_forward_0_55_jpg.rf.e61215c99298cdc791e1f78160e79c63.jpg,2,leaning_backward,291.33,171.33,213.33,374,79785.42,True,
train,102,85,7e8987d97815ac92e40af23969d37b6d_jpg.rf.e9b6aeaab13338a7b44e6ed7e460fbcf.jpg,2,leaning_backward,208.98,73.29,226.03,220.72,49889.342,True,
train,103,86,sipotion_1749658458320_slouch_0_78_jpg.rf.a185d3ad24d2248935e1fc4f18243fb1.jpg,1,good_posture,94.67,94.67,344.67,526,181296.42,True,
train,104,87,cd73af0a7e9bee5131375eedd7085d25-Copy_jpg.rf.23d6ec572e70e35874420ef6e3259027.jpg,2,leaning_backward,78.4,163.56,306.66,380.97,116828.26,True,
train,105,88,21821f3caee00e219a0312ce4934fb83-Copy-2-_jpg.rf.d9c678339fc98f1183eb71ee5a9a561f.jpg,2,leaning_backward,58.33,157.22,394.45,406.24,160241.368,True,
train,106,89,sipotion_1749658828803_leaning_forward_0_75_jpg.rf.8b56297a19cec1982cc64432b1fd96b0.jpg,1,good_posture,179.33,97.33,363.33,535.33,194501.449,True,
train,107,90,dfec9db25da4c451e5fe8f32d856c863_jpg.rf.76251fa87322bc2592494573fae49b0a.jpg,1,good_posture,140.87,21.45,207.54,333.6,69235.344,True,
train,108,91,bbba32a0604bc925cc7c0c82e83dadd9_jpg.rf.1c86d6c6428b8de320af63d3a9568444.jpg,3,leaning_forward,135.87,59.06,186.23,332.31,61886.091,True,
train,109,91,bbba32a0604bc925cc7c0c82e83dadd9_jpg.rf.1c86d6c6428b8de320af63d3a9568444.jpg,3,leaning_forward,340.22,46.01,182.61,314.95,57513.02,True,
train,110,92,2433a50aeeb63b52d760b867a3b6e3a0-1-_jpg.rf.7f9fd6a7fe026846cc38a2e6a4cdd986.jpg,2,leaning_backward,138.21,106.9,310.67,395.9,122994.253,True,
train,111,93,1e077cbdaf6bf7432f615de9c900f1f6_jpg.rf.0234ea9151cc51112d6ae00b7d5f8380.jpg,2,leaning_backward,0,152.66,307.25,448.86,137912.235,True,
train,112,94,sipotion_1749658641704_good_posture_0_77_jpg.rf.4118283b9b55f366438b3eaa09f7b3ab.jpg,1,good_posture,30.67,57.33,378,582,219996,True,
train,113,95,e5604a6624bedc3aeed64683825cd0c0-Copy_jpg.rf.4e0c03914fe5b0d9a62b6a78edf056f0.jpg,2,leaning_backward,56.01,170.04,366.32,457.71,167668.327,True,
train,114,96,3ae0a216bf8c89853fc98afed0124740-Copy_jpg.rf.311635dcce6f67ef5f37de57bf9fe253.jpg,2,leaning_backward,28.57,18.57,526.7,424.09,223368.203,True,
train,115,97,sipotion_1749645589982_slouch_0_71_jpg.rf.80f5c486a73e4d22c75cdb855a5fcc51.jpg,2,leaning_backward,103.33,160,411.33,455.33,187290.889,True,
train,116,98,sipotion_1749658448988_slouch_0_84_jpg.rf.e6660bf5603a631393da8704825aca30.jpg,1,good_posture,17.33,54,364,584.67,212819.88,True,
train,117,99,sipotion_1749648876198_leaning_forward_0_65_jpg.rf.1e46ee024b6af2cec059d62144c72406.jpg,3,leaning_forward,114.67,121.33,320,513.33,164265.6,True,
train,118,100,09e09f885afa44118ab87bd5665c62f0-Copy_jpg.rf.bd8efccdf939bd5a0caac32851a03d9b.jpg,2,leaning_backward,57.08,93.51,416.99,420.4,175302.596,True,
train,119,101,2fd36c70e229800db9a2de27e2f1f0eb_jpg.rf.a81d1ca16a5ae39c4bcc5028dd3f2801.jpg,1,good_posture,131.05,0,321.53,482.69,155199.316,True,
train,120,102,sipotion_1749649872648_good_posture_0_83_jpg.rf.cf3c89f146a64438f4d19633eb2a575e.jpg,1,good_posture,171.33,172,257.33,433.33,111508.809,True,
train,121,103,6fa6108ec125b86c241e37f7dbbbaa0c-Copy-2-_jpg.rf.e7cf75c20a16c5ef6c410e23db876f69.jpg,2,leaning_backward,10.15,74.31,403.38,468.21,188866.55,True,
train,122,104,sipotion_1749650629537_leaning_forward_0_74_jpg.rf.6d3655b770b62b12fa689845607d8d52.jpg,4,slouch,156.67,172.67,329.33,442,145563.86,True,
train,123,105,sipotion_1749660955828_leaning_forward_0_77_jpg.rf.b82f4c76fed9a6df75807bfff30380fe.jpg,3,leaning_forward,139.33,49.33,386.67,582,225041.94,True,
train,124,106,fd3c0a1d148c0464657d60fdbc00e435_jpg.rf.98b074d12f3a4ad746cbe1a45e9ab8c5.jpg,1,good_posture,220.29,172.95,132.37,317.52,42030.122,True,
train,125,107,sipotion_1749658123570_leaning_forward_0_72_jpg.rf.f35f90a32ab0a7adf8d1c0a9c2c7d2c1.jpg,2,leaning_backward,179.33,238.67,340.67,342,116509.14,True,
train,126,108,e05314483d2996c4f28557bd514225a6_jpg.rf.076cc17b768110344549a619990f07a6.jpg,3,leaning_forward,65.21,300.48,266.19,305.86,81416.873,True,
train,127,109,sipotion_1749649839187_leaning_backward_0_87_jpg.rf.28070e7c36d426da233d3d90b942d15b.jpg,2,leaning_backward,0,206,372.67,370,137887.9,True,
train,128,110,sipotion_1749649831717_leaning_backward_0_87_jpg.rf.2da313649b27519ac1f868e961ef0bd3.jpg,2,leaning_backward,37.33,202.67,351.33,362,127181.46,True,
train,129,111,c68978748040ecf1b74bc3107b5d2bcb-Copy_jpg.rf.9087477bfbf3692ab0efb56c006d3139.jpg,2,leaning_backward,133.91,113.62,480,397.85,190968,True,
train,130,112,sipotion_1749658634338_good_posture_0_84_jpg.rf.163e76fafaae7ca6e2c0ffaad7d56b91.jpg,1,good_posture,10,81.33,370,556,205720,True,
train,131,113,sipotion_1749658437008_good_posture_0_50_jpg.rf.0d4a07889670840df7aa618b41c39ed7.jpg,2,leaning_backward,189.33,276,194,278.67,54061.98,True,
train,132,114,sipotion_1749658451280_slouch_0_45_jpg.rf.79d512df7379b09b8de23731761d3e09.jpg,1,good_posture,80,82.67,372,556.67,207081.24,True,
train,133,115,sipotion_1749658604526_leaning_backward_0_60_jpg.rf.28bd337d87ccc2a59e1ceb3152c9ead0.jpg,2,leaning_backward,0,118,450.67,514.67,231946.329,True,
train,134,116,f6e18f36f8f24f3d4f57011266eae634_jpg.rf.4421bffbf647494781b667b809395829.jpg,3,leaning_forward,109.78,51.44,201.45,319.65,64393.492,True,
train,135,116,f6e18f36f8f24f3d4f57011266eae634_jpg.rf.4421bffbf647494781b667b809395829.jpg,3,leaning_forward,322.83,32.97,189.13,358.4,67784.192,True,
train,136,117,sipotion_1749650613542_good_posture_0_48_jpg.rf.88c93f2eb66d405595d48c06102e547b.jpg,1,good_posture,1.33,92.67,284,546,155064,True,
train,137,118,sipotion_1749660940181_leaning_forward_0_90_jpg.rf.6873c0f5cb0500115f48b8b1bc12a532.jpg,3,leaning_forward,176.67,150,295.33,488,144121.04,True,
train,138,119,sipotion_1749658420718_slouch_0_86_jpg.rf.0a487d7a73f184cecb1c439794562d54.jpg,1,good_posture,184.48,32.21,292.09,550.05,160664.104,True,
train,139,120,09301a2b43d56f479527a3bb7a3a677f-Copy_jpg.rf.337e41395bf7a48cb9a36b3809fb9ed4.jpg,2,leaning_backward,178,34,443,300,132900,True,
train,140,121,sipotion_1749658304298_leaning_backward_0_52_jpg.rf.084f3777200bf03fe8225235bfcee008.jpg,2,leaning_backward,89.33,222,480,392,188160,True,
train,141,122,sipotion_1749658412228_good_posture_0_74_jpg.rf.2b89b69ad4f12c9686a9ffeb8f8943a6.jpg,2,leaning_backward,166.95,39.54,291.71,454.49,132579.278,True,
train,142,123,sipotion_1749658446733_slouch_0_88_jpg.rf.fa7237aee7f3991d0c780b7c1769dc7f.jpg,1,good_posture,12,54,360.67,585.33,211110.971,True,
train,143,124,3cdae28d0a450e822ac4b9f2e9659c47_jpg.rf.2f7fefa22971dc006b04908f77933764.jpg,4,slouch,108.18,0,188.48,351.86,66318.573,True,
train,144,124,3cdae28d0a450e822ac4b9f2e9659c47_jpg.rf.2f7fefa22971dc006b04908f77933764.jpg,2,leaning_backward,380.91,0,208.48,360,75052.8,True,
train,145,125,sipotion_1749649795485_slouch_0_86_jpg.rf.2bd1d63d9950793142e53f13d0b12d45.jpg,4,slouch,151.33,72,388.67,490,190448.3,True,
train,146,126,20391302a3fa71cfe6c528a9ce6608e8-Copy_jpg.rf.4229c39779dccf994e8f9bf213255362.jpg,2,leaning_backward,37,75,389,497,193333,True,
train,147,127,sipotion_1749647352388_good_posture_0_69_jpg.rf.63cefee89431cffc795f140cf2d54232.jpg,2,leaning_backward,302,270.67,123.33,214.67,26475.251,True,
train,148,128,f51df552cb413d9b48a554464edef3e9-Copy_jpg.rf.7eab833ff146ac5c7f0365bdcec2fd35.jpg,2,leaning_backward,45.71,110.23,381.46,455.72,173838.951,True,
train,149,129,sipotion_1749658459865_slouch_0_77_jpg.rf.b649ccceecb386a992e3f4c2e06526e6.jpg,1,good_posture,94.67,107.33,330,514.67,169841.1,True,
train,150,130,7fb92fe484957615d0cc11f9fd553f04_jpg.rf.eacad5e9cf52b89ca6a52937c744194e.jpg,1,good_posture,190.31,255.49,163.54,320.23,52370.414,True,
train,151,131,sipotion_1749658594702_slouch_0_54_jpg.rf.6757b893848cd64a8014a28506a4fb36.jpg,2,leaning_backward,169.33,89.33,468,550,257400,True,
train,152,132,sipotion_1749658256683_slouch_0_89_jpg.rf.9422c6312684d00af05a3f958c2f75c9.jpg,3,leaning_forward,0,23.33,313.33,614.67,192594.551,True,
train,153,133,849b2ec6f8b8a6a998ec0b8f32c7fecd_jpg.rf.5b3a2c5212f0bb3a054b889921e2e919.jpg,1,good_posture,161.09,46.08,131.7,313.2,41248.44,True,
train,154,134,0bfdcb63e31ef0f0a836d1b3a166edfb_jpg.rf.d30f5e6a0d51cd113a60a0cf1d866da5.jpg,3,leaning_forward,456.09,136.86,104.42,237.37,24786.175,True,
train,155,134,0bfdcb63e31ef0f0a836d1b3a166edfb_jpg.rf.d30f5e6a0d51cd113a60a0cf1d866da5.jpg,2,leaning_backward,273.24,147.89,111.55,157.83,17605.936,True,
train,156,134,0bfdcb63e31ef0f0a836d1b3a166edfb_jpg.rf.d30f5e6a0d51cd113a60a0cf1d866da5.jpg,1,good_posture,135.92,138.92,65.32,122.67,8012.804,True,
train,157,135,sipotion_1749649849610_slouch_0_75_jpg.rf.d7e193c8ce1097a755ae423c374d6243.jpg,2,leaning_backward,0,206,114,185.33,21127.62,True,
train,158,135,sipotion_1749649849610_slouch_0_75_jpg.rf.d7e193c8ce1097a755ae423c374d6243.jpg,1,good_posture,166,195.33,272,439.33,119497.76,True,
train,159,136,5737d2dcd9c475179bdc79a15d69ae5c_jpg.rf.50458a6be3a35559941779f926ad0ec5.jpg,4,slouch,69.57,4.83,317.87,485.64,154370.387,True,
train,160,137,9674c858004b86eb5e31d50256e77705_jpg.rf.8cc29eadca1656785f077667eb79f920.jpg,1,good_posture,90.34,139.69,113.92,167.38,19067.93,True,
train,161,138,ee4768006ff50a644e8a6527315f6b79_jpg.rf.12b2f7f75376e2c9765d4bef0e59c440.jpg,2,leaning_backward,17.39,277.3,236.71,301.05,71261.546,True,
train,162,139,01b17ea7357cadd6243eed9d48ea58b4_jpg.rf.c37de5a02dd949a6c86b89d654466d1c.jpg,3,leaning_forward,142.58,112.47,240.91,299.01,72034.499,True,
train,163,140,sipotion_1749660958831_leaning_forward_0_89_jpg.rf.d0f563162073838893bc08b9fe7fbae6.jpg,3,leaning_forward,168,56.67,370,580,214600,True,
train,164,141,sipotion_1749658565923_leaning_backward_0_48_jpg.rf.5d629b9310988b99b2cc459b88c3c98c.jpg,1,good_posture,201.33,37.33,408.67,602,246019.34,True,
train,165,142,sipotion_1749658630751_good_posture_0_89_jpg.rf.40e51137a805eb181f933df08805e96d.jpg,4,slouch,54,103.33,384.67,530,203875.1,True,
train,166,143,sipotion_1749649836581_leaning_backward_0_85_jpg.rf.84665b23d097d08cf4bc1522012a3994.jpg,2,leaning_backward,4.67,209.33,372,368,136896,True,
train,167,144,4e2fd288916df75caab1737d5a197716_jpg.rf.7435f8d95fb3c9a20c2be840f86f70a6.jpg,4,slouch,185.87,155.8,100.72,135.28,13625.402,True,
train,168,145,dff3fe4cfcb4b4386de32392b2df634c_jpg.rf.1a9bf2f94805fedab1fc460285f68c4b.jpg,1,good_posture,232.3,87.37,133.33,263.08,35076.456,True,
train,169,146,53791f6ddfc3b182f97ee0f2cf649948_jpg.rf.16fa2f898ce8c640b62bc3783a618596.jpg,4,slouch,91.87,58.41,209.82,338.21,70963.222,True,
train,170,147,7d8d47a28f031a2f2a5de4e9ddcfd4f9-Copy_jpg.rf.6ddae3618a6eb100b043a6730ddaeaec.jpg,2,leaning_backward,26.11,184.55,328.8,362.8,119288.64,True,
train,171,148,sipotion_1749658329483_slouch_0_89_jpg.rf.70fb600356b6454cd495896e0897ddc3.jpg,3,leaning_forward,93.33,92,373.33,545.33,203588.049,True,
train,172,149,d560297e87e162602cbb5a4731a65784_jpg.rf.0946e561e206b97bec98ab597f8f1c2a.jpg,2,leaning_backward,117.43,341.42,178.32,229,40835.28,True,
train,173,150,sipotion_1749658486061_leaning_backward_0_40_jpg.rf.b92d89866e2f6478ebdc1868b1440364.jpg,1,good_posture,242,33.33,286.67,594,170281.98,True,
train,174,151,sipotion_1749645801741_leaning_forward_0_65_jpg.rf.6c57435fd1d80c5cf9b8be48e46a3f46.jpg,4,slouch,244,114,196,333.33,65332.68,True,
train,175,151,sipotion_1749645801741_leaning_forward_0_65_jpg.rf.6c57435fd1d80c5cf9b8be48e46a3f46.jpg,3,leaning_forward,1.33,104,278.67,316.67,88246.429,True,
train,176,152,sipotion_1749658260259_good_posture_0_75_jpg.rf.b0baefd1f72572d466a67a8a03fc9d14.jpg,1,good_posture,108.67,82,394,557.33,219588.02,True,
train,177,153,sipotion_1749660951608_leaning_forward_0_66_jpg.rf.fb6471f1818841ec06e686ad51722ab6.jpg,3,leaning_forward,30,0,478,633.33,302731.74,True,
train,178,154,08dc77d43e6397ad35d0c0ac48a08dc5_jpg.rf.07cabfd761ce6fac3c3c61e1c87dd9ac.jpg,3,leaning_forward,117.34,100.15,261.92,434.53,113812.098,True,
train,179,155,sipotion_1749658648868_good_posture_0_66_jpg.rf.30960e8ce39c1dd04f1023ed2a3f83a6.jpg,3,leaning_forward,73.33,105.33,346,533.33,184532.18,True,
train,180,156,sipotion_1749658292929_good_posture_0_62_jpg.rf.368417eeca183159a0e84f1479117699.jpg,2,leaning_backward,1.33,126.67,515.33,508.67,262132.911,True,
train,181,157,f087346802e1b07f6849dbfe8a5a538b-Copy_jpg.rf.e12dc36d92ed6e6535397cd2a0dccf6f.jpg,2,leaning_backward,47.82,187.44,367.63,321.38,118148.929,True,
train,182,158,sipotion_1749658311807_slouch_0_74_jpg.rf.399b0950824c9782f513d05e1bae9f2a.jpg,2,leaning_backward,8,212,571.33,389.33,222435.909,True,
train,183,159,858de11184a0a2c5f0aa2fd6f2ab2055_jpg.rf.10d457e06bcf93671107b291bddcebd1.jpg,2,leaning_backward,43.48,164.25,320.77,380.3,121988.831,True,
train,184,160,sipotion_1749648187026_good_posture_0_89_jpg.rf.0a35924b58722fbfbef4ae1101c6909d.jpg,2,leaning_backward,185.33,74.67,343.33,498,170978.34,True,
train,185,161,296e69b197fcd623a2a449d15685e610_jpg.rf.616d9fb2aa7bb3b73b0ac9cf3b67dc3b.jpg,1,good_posture,352.17,1.16,134.5,288.48,38800.56,True,
train,186,161,296e69b197fcd623a2a449d15685e610_jpg.rf.616d9fb2aa7bb3b73b0ac9cf3b67dc3b.jpg,1,good_posture,145.22,3.77,81.16,207.08,16806.613,True,
train,187,161,296e69b197fcd623a2a449d15685e610_jpg.rf.616d9fb2aa7bb3b73b0ac9cf3b67dc3b.jpg,1,good_posture,79.13,6.38,72.46,186.51,13514.515,True,
train,188,162,41026b9c0d71c6d97dc50ebe4a2b207b-Copy_jpg.rf.311d1b3fc1de66dd306c3c5b021d9402.jpg,2,leaning_backward,14.21,9,622.94,528.19,329030.679,True,
train,189,163,8f4099979759756165a3f64c3976b0e0-Copy_jpg.rf.a0afb283a7f78919ce5e3d2bef072485.jpg,2,leaning_backward,53.89,216.89,377.76,416.88,157480.589,True,
train,190,164,898e89760339366ed5451797043449a8_jpg.rf.25ac2650bb96fe516ab5a44adc166c0f.jpg,2,leaning_backward,99.13,14.49,451.02,565.35,254984.157,True,
train,191,165,sipotion_1749648194709_good_posture_0_88_jpg.rf.ff6ecd0e88f04f84d359254ffea43115.jpg,2,leaning_backward,209.33,60.67,332,528.67,175518.44,True,
train,192,166,8f502de8d9390e8a73c55732e739f718_jpg.rf.fe3fe822de28b972306f069a1c7ebe2e.jpg,3,leaning_forward,471.28,418.46,127.63,209.71,26765.287,True,
train,193,166,8f502de8d9390e8a73c55732e739f718_jpg.rf.fe3fe822de28b972306f069a1c7ebe2e.jpg,3,leaning_forward,347.51,5.66,118.56,211.58,25084.925,True,
train,194,166,8f502de8d9390e8a73c55732e739f718_jpg.rf.fe3fe822de28b972306f069a1c7ebe2e.jpg,2,leaning_backward,466.53,9.06,115.16,213.17,24548.657,True,
train,195,166,8f502de8d9390e8a73c55732e739f718_jpg.rf.fe3fe822de28b972306f069a1c7ebe2e.jpg,2,leaning_backward,204.02,224.65,150.07,200.44,30080.031,True,
train,196,167,cfc535292780d25ef6711e326371fd44-Copy-2-_jpg.rf.f996d2dec6a99f36ed0ee2b87df84272.jpg,2,leaning_backward,75.01,163.89,386.11,377.36,145702.47,True,
train,197,168,4bf01322111c82958983446eb5005404_jpg.rf.3ff3cb499dd1d3ece26d9d3a65419cf8.jpg,1,good_posture,119.45,266.58,72.25,121.63,8787.767,True,
train,198,168,4bf01322111c82958983446eb5005404_jpg.rf.3ff3cb499dd1d3ece26d9d3a65419cf8.jpg,1,good_posture,133.21,135.69,66.22,111,7350.42,True,
train,199,168,4bf01322111c82958983446eb5005404_jpg.rf.3ff3cb499dd1d3ece26d9d3a65419cf8.jpg,1,good_posture,549.87,136.15,69.16,116.7,8070.972,True,
